pair,event_type,lookback_window,session,volatility_regime,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
EURUSD,sweep_high,48,london,unknown,2,0.00065357008,0.00072138431,0.00065357008,0.0010057858,0.66666667,0.66666667,0.33333333,0.0011557868,0.00042051906,0.0011312042,12,0.00032655054,True
EURUSD,sweep_high,48,london,unknown,4,0.000216787,-0.00022946291,0.000216787,0.0011396072,0.41666667,0.41666667,0.58333333,0.0013312801,0.00078249893,0.0016440838,12,0.00047460611,True
EURUSD,sweep_high,48,london,unknown,8,0.00024107638,-0.00027144841,0.00024107638,0.00096722139,0.41666667,0.41666667,0.58333333,0.0015119061,0.00093834964,0.0013446515,12,0.00038816746,True
EURUSD,sweep_high,48,new_york,high_vol,1,-1.0543842e-05,-9.1302571e-06,-1.0543842e-05,0.00059624936,0.48789346,0.48789346,0.50968523,0.00053389857,0.00054928465,0.0009756333,826,3.3946624e-05,False
EURUSD,sweep_high,48,new_york,high_vol,2,-3.3803121e-05,-2.0608868e-06,-3.3803121e-05,0.00083855144,0.49757869,0.49757869,0.5,0.00075645626,0.00079001186,0.0012890404,826,4.4851453e-05,False
EURUSD,sweep_high,48,new_york,high_vol,4,-6.9404851e-05,-2.9814847e-05,-6.9404851e-05,0.0011353177,0.48547215,0.48547215,0.51331719,0.0010367601,0.0010811141,0.001706303,826,5.9369874e-05,False
EURUSD,sweep_high,48,new_york,high_vol,8,-8.3717277e-05,3.1376327e-05,-8.3717277e-05,0.0014735608,0.51089588,0.51089588,0.48789346,0.0013478018,0.0014669758,0.0021870093,826,7.6095784e-05,False
EURUSD,sweep_high,48,new_york,low_vol,1,7.1554378e-06,-2.7514655e-05,7.1554378e-06,0.00027751269,0.44632768,0.44632768,0.54237288,0.00030938666,0.00029377523,0.00038872375,354,2.0660434e-05,False
EURUSD,sweep_high,48,new_york,low_vol,2,-9.6866262e-06,-2.0896405e-05,-9.6866262e-06,0.00039150062,0.48022599,0.48022599,0.51694915,0.0004261224,0.00041225545,0.00052533983,354,2.7921497e-05,False
EURUSD,sweep_high,48,new_york,low_vol,4,-1.6991167e-05,-1.0532359e-05,-1.6991167e-05,0.00053950124,0.48587571,0.48587571,0.51129944,0.00058161053,0.00057017891,0.00074495449,354,3.9593884e-05,False
EURUSD,sweep_high,48,new_york,low_vol,8,-2.6566138e-05,-3.3989495e-05,-2.6566138e-05,0.00070307906,0.47457627,0.47457627,0.52542373,0.00074859784,0.00076618842,0.00099258741,354,5.2755426e-05,False
EURUSD,sweep_high,48,new_york,medium_vol,1,-1.8582795e-05,-4.3277137e-05,-1.8582795e-05,0.00036003764,0.45554202,0.45554202,0.53958587,0.00036396202,0.00037216198,0.00048142099,821,1.6801708e-05,False
EURUSD,sweep_high,48,new_york,medium_vol,2,-4.2698388e-05,-5.4753768e-05,-4.2698388e-05,0.00048556734,0.4591961,0.4591961,0.53714982,0.00049392692,0.00051829263,0.00066213084,821,2.3108526e-05,False
EURUSD,sweep_high,48,new_york,medium_vol,4,-6.1732992e-05,-5.9083926e-05,-6.1732992e-05,0.00069206389,0.47381242,0.47381242,0.52375152,0.00067158007,0.00073177327,0.00095456087,821,3.3314404e-05,False
EURUSD,sweep_high,48,new_york,medium_vol,8,-4.6126081e-05,-7.1709988e-05,-4.6126081e-05,0.00089862503,0.46041413,0.46041413,0.53593179,0.0008906137,0.00097487126,0.0012528086,821,4.372332e-05,False
EURUSD,sweep_high,48,new_york,unknown,1,-0.00013044444,-3.670304e-05,-0.00013044444,0.00053602295,0.5,0.5,0.5,0.00039669964,0.00069190448,0.00067411512,12,0.00019460027,True
EURUSD,sweep_high,48,new_york,unknown,2,-0.00038021585,-0.00025740519,-0.00038021585,0.00089985166,0.41666667,0.41666667,0.58333333,0.00062714375,0.0010455466,0.0011180529,12,0.00032275407,True
EURUSD,sweep_high,48,new_york,unknown,4,-0.00022655904,-0.00067277993,-0.00022655904,0.0013107035,0.33333333,0.33333333,0.66666667,0.0010261015,0.0012715517,0.0015050344,12,0.000434466,True
EURUSD,sweep_high,48,new_york,unknown,8,6.0360565e-06,8.060858e-05,6.0360565e-06,0.0014036097,0.5,0.5,0.5,0.0012255129,0.0014733172,0.0016795739,12,0.00048485122,True
EURUSD,sweep_high,96,asia,high_vol,1,-2.7637089e-05,-0.00015133172,-2.7637089e-05,0.00054044531,0.39215686,0.39215686,0.58823529,0.0004748581,0.00047816572,0.00080052303,51,0.00011209565,False
EURUSD,sweep_high,96,asia,high_vol,2,-7.2429979e-05,-0.00015388627,-7.2429979e-05,0.00067142052,0.39215686,0.39215686,0.60784314,0.00061611328,0.0006970078,0.001091325,51,0.00015281606,False
EURUSD,sweep_high,96,asia,high_vol,4,-0.00022122076,-0.00019663246,-0.00022122076,0.00096374689,0.41176471,0.41176471,0.58823529,0.00076414885,0.00097944827,0.0013074145,51,0.00018307465,False
EURUSD,sweep_high,96,asia,high_vol,8,-0.00022357344,-0.00029211383,-0.00022357344,0.0011347117,0.43137255,0.43137255,0.56862745,0.0010549977,0.0014174706,0.0014075873,51,0.00019710164,False
EURUSD,sweep_high,96,asia,low_vol,1,-2.4743466e-06,-1.6809618e-05,-2.4743466e-06,0.00022631546,0.45322245,0.45322245,0.52598753,0.00023343146,0.00022613303,0.00033335192,481,1.5199539e-05,False
EURUSD,sweep_high,96,asia,low_vol,2,-2.3751437e-05,-3.6997299e-05,-2.3751437e-05,0.0003138045,0.46361746,0.46361746,0.53222453,0.00033050094,0.00032697468,0.00042998063,481,1.9605429e-05,False
EURUSD,sweep_high,96,asia,low_vol,4,-1.9706901e-05,-4.3954112e-05,-1.9706901e-05,0.00045589408,0.44282744,0.44282744,0.55093555,0.00048289722,0.00048929334,0.0006442268,481,2.9374214e-05,False
EURUSD,sweep_high,96,asia,low_vol,8,-3.7049788e-05,-5.9629472e-05,-3.7049788e-05,0.00064770444,0.46569647,0.46569647,0.53222453,0.00069285057,0.00071060493,0.00092616351,481,4.2229421e-05,False
EURUSD,sweep_high,96,asia,medium_vol,1,1.595892e-05,2.2926947e-05,1.595892e-05,0.00031123836,0.53370787,0.53370787,0.46629213,0.00032372579,0.00030810933,0.00041630779,178,3.1203588e-05,False
EURUSD,sweep_high,96,asia,medium_vol,2,-3.323107e-05,-5.4061439e-05,-3.323107e-05,0.00046656001,0.4494382,0.4494382,0.54494382,0.00045806715,0.00046222585,0.00064002077,178,4.7971585e-05,False
EURUSD,sweep_high,96,asia,medium_vol,4,6.1252097e-05,3.9468471e-05,6.1252097e-05,0.00066840552,0.52247191,0.52247191,0.47752809,0.00067341038,0.0006324361,0.00091217131,178,6.837013e-05,False
EURUSD,sweep_high,96,asia,medium_vol,8,2.3778375e-05,-2.66813e-05,2.3778375e-05,0.00090312839,0.49438202,0.49438202,0.50561798,0.00097999119,0.00088502235,0.0012480562,178,9.354577e-05,False
EURUSD,sweep_high,96,asia,unknown,1,0.00014098699,0.00014098699,0.00014098699,0.00014098699,1,1,0,0.00036490751,0.00016586705,,1,,True
EURUSD,sweep_high,96,asia,unknown,2,4.5613439e-05,4.5613439e-05,4.5613439e-05,4.5613439e-05,1,1,0,0.00055980129,0.00016586705,,1,,True
EURUSD,sweep_high,96,asia,unknown,4,-0.00036905418,-0.00036905418,-0.00036905418,0.00036905418,0,0,1,0.00055980129,0.00053906791,,1,,True
EURUSD,sweep_high,96,asia,unknown,8,-0.00081274854,-0.00081274854,-0.00081274854,0.00081274854,0,0,1,0.00055980129,0.0013103497,,1,,True
EURUSD,sweep_high,96,london,high_vol,1,-1.3757708e-05,-3.0167872e-05,-1.3757708e-05,0.0004627617,0.47333333,0.47333333,0.52133333,0.00045095621,0.0004496576,0.00070208086,750,2.5636368e-05,False
EURUSD,sweep_high,96,london,high_vol,2,8.8032731e-06,-8.5417572e-06,8.8032731e-06,0.00066287385,0.49733333,0.49733333,0.50266667,0.00065009039,0.00064754255,0.0010087873,750,3.6835702e-05,False
EURUSD,sweep_high,96,london,high_vol,4,-5.4391123e-06,-6.7485125e-06,-5.4391123e-06,0.00089895232,0.49733333,0.49733333,0.50133333,0.00090173615,0.00091446046,0.0012816302,750,4.6798519e-05,False
EURUSD,sweep_high,96,london,high_vol,8,-5.6907394e-05,-1.9663251e-05,-5.6907394e-05,0.0012804606,0.49733333,0.49733333,0.50266667,0.0012970583,0.0013419098,0.0018631401,750,6.8032259e-05,False
EURUSD,sweep_high,96,london,low_vol,1,-3.4119764e-05,-3.6744611e-05,-3.4119764e-05,0.00022641092,0.42352941,0.42352941,0.57647059,0.00024199207,0.00028433592,0.00028563849,85,3.0981844e-05,False
EURUSD,sweep_high,96,london,low_vol,2,-4.5321038e-05,-4.3840421e-05,-4.5321038e-05,0.00035275693,0.42352941,0.42352941,0.57647059,0.00035026003,0.00043287579,0.00048242371,85,5.2326198e-05,False
EURUSD,sweep_high,96,london,low_vol,4,-7.1617375e-05,-3.5072337e-05,-7.1617375e-05,0.00046585075,0.44705882,0.44705882,0.54117647,0.0004883545,0.00061380581,0.00063898266,85,6.93074e-05,False
EURUSD,sweep_high,96,london,low_vol,8,-7.1331186e-05,3.6495018e-05,-7.1331186e-05,0.0007617724,0.50588235,0.50588235,0.49411765,0.00073041847,0.0009080223,0.0010158023,85,0.00011017923,False
EURUSD,sweep_high,96,london,medium_vol,1,3.0754506e-05,2.1759032e-05,3.0754506e-05,0.00035518443,0.51507538,0.51507538,0.48492462,0.00038886995,0.00033746882,0.00047744135,398,2.3931972e-05,False
EURUSD,sweep_high,96,london,medium_vol,2,1.629286e-05,-2.6442228e-05,1.629286e-05,0.00046229397,0.47487437,0.47487437,0.52261307,0.00053082096,0.00047630698,0.0006331496,398,3.1736922e-05,False
EURUSD,sweep_high,96,london,medium_vol,4,-7.6780156e-05,-3.3480422e-05,-7.6780156e-05,0.00071394715,0.4798995,0.4798995,0.51758794,0.00072313796,0.00076419585,0.00099946107,398,5.0098457e-05,False
EURUSD,sweep_high,96,london,medium_vol,8,-0.00016095393,-0.00015594089,-0.00016095393,0.00099503266,0.45226131,0.45226131,0.54773869,0.00098697589,0.0011388164,0.0013137084,398,6.5850252e-05,False
EURUSD,sweep_high,96,london,unknown,1,0.00050095056,0.00020251286,0.00050095056,0.00063393743,0.66666667,0.66666667,0.33333333,0.00093317511,0.00027929072,0.001003038,12,0.00028955214,True
EURUSD,sweep_high,96,london,unknown,2,0.00070022785,0.00065700301,0.00070022785,0.0010110138,0.75,0.75,0.25,0.001261337,0.00035291594,0.0010974182,12,0.00031679734,True
EURUSD,sweep_high,96,london,unknown,4,0.0005504119,0.00066428893,0.0005504119,0.0013019858,0.58333333,0.58333333,0.41666667,0.0015266431,0.00069625239,0.0016998961,12,0.00049071774,True
EURUSD,sweep_high,96,london,unknown,8,0.00075292386,0.00050125854,0.00075292386,0.0013271548,0.58333333,0.58333333,0.41666667,0.001873655,0.00080376632,0.001630748,12,0.0004707564,True
EURUSD,sweep_high,96,new_york,high_vol,1,-1.3573465e-05,-4.6905415e-06,-1.3573465e-05,0.00058710435,0.49499285,0.49499285,0.50357654,0.00053173811,0.00054646026,0.00093900694,699,3.5516504e-05,False
EURUSD,sweep_high,96,new_york,high_vol,2,-5.9937576e-05,-9.1380114e-06,-5.9937576e-05,0.00082504403,0.49213162,0.49213162,0.50643777,0.00074111532,0.00079638262,0.0012546269,699,4.7454349e-05,False
EURUSD,sweep_high,96,new_york,high_vol,4,-7.4217956e-05,-2.620053e-05,-7.4217956e-05,0.0011393811,0.48927039,0.48927039,0.509299,0.0010273818,0.0010801667,0.0016963152,699,6.4160534e-05,False
EURUSD,sweep_high,96,new_york,high_vol,8,-0.00015506467,2.5846583e-05,-0.00015506467,0.0014357555,0.50786838,0.50786838,0.490701,0.0013052247,0.0014846556,0.0021522734,699,8.1406455e-05,False
EURUSD,sweep_high,96,new_york,low_vol,1,1.9482519e-05,-2.5254757e-05,1.9482519e-05,0.0002803522,0.46415094,0.46415094,0.53207547,0.00030859861,0.00028290596,0.00039949151,265,2.4540568e-05,False
EURUSD,sweep_high,96,new_york,low_vol,2,2.1860162e-05,-4.1958805e-06,2.1860162e-05,0.00038984227,0.49433962,0.49433962,0.50188679,0.00042837964,0.00038477612,0.00053734456,265,3.3008814e-05,False
EURUSD,sweep_high,96,new_york,low_vol,4,3.5393204e-05,2.3000667e-05,3.5393204e-05,0.00053205772,0.51698113,0.51698113,0.47924528,0.00059060053,0.00052334651,0.00073536512,265,4.517312e-05,False
EURUSD,sweep_high,96,new_york,low_vol,8,-1.1633812e-06,-9.1060583e-06,-1.1633812e-06,0.00067630793,0.49056604,0.49056604,0.50943396,0.0007448315,0.000704157,0.0009828977,265,6.0378926e-05,False
EURUSD,sweep_high,96,new_york,medium_vol,1,-1.1934287e-05,-4.1354783e-05,-1.1934287e-05,0.00035900491,0.45730825,0.45730825,0.53835022,0.00035576322,0.0003628994,0.00047568905,691,1.8096064e-05,False
EURUSD,sweep_high,96,new_york,medium_vol,2,-5.6611752e-05,-5.4873853e-05,-5.6611752e-05,0.00048109826,0.45586107,0.45586107,0.5397974,0.0004777695,0.00051163587,0.00065538065,691,2.4931855e-05,False
EURUSD,sweep_high,96,new_york,medium_vol,4,-5.842903e-05,-4.4620746e-05,-5.842903e-05,0.00068460864,0.48191027,0.48191027,0.51519537,0.000656121,0.00072101402,0.00094652362,691,3.6007455e-05,False
EURUSD,sweep_high,96,new_york,medium_vol,8,-4.9508644e-05,-6.4415795e-05,-4.9508644e-05,0.00088605445,0.46309696,0.46309696,0.53400868,0.00087356553,0.00095568749,0.0012421767,691,4.7254629e-05,False
EURUSD,sweep_high,96,new_york,unknown,1,-7.559583e-05,0.00010362952,-7.559583e-05,0.00051804512,0.54545455,0.54545455,0.45454545,0.00040298997,0.00065983194,0.00067835377,11,0.00020453136,True
EURUSD,sweep_high,96,new_york,unknown,2,-0.00021202121,-2.8967755e-05,-0.00021202121,0.00077889664,0.45454545,0.45454545,0.54545455,0.00065438355,0.00090467146,0.0010008127,11,0.00030175637,True
EURUSD,sweep_high,96,new_york,unknown,4,-5.7963158e-05,-0.00066212011,-5.7963158e-05,0.0012406662,0.36363636,0.36363636,0.63636364,0.0010896102,0.0011173035,0.0014547979,11,0.00043863808,True
EURUSD,sweep_high,96,new_york,unknown,8,0.00030130245,0.00056438988,0.00030130245,0.0012364929,0.54545455,0.54545455,0.45454545,0.0013071499,0.001304623,0.0013972329,11,0.00042128157,True
EURUSD,sweep_low,24,asia,high_vol,1,-0.00017576672,-5.053088e-05,0.00017576672,0.00060185695,0.43939394,0.5530303,0.43939394,0.00061322542,0.00040037951,0.0012105779,132,0.00010536728,False
EURUSD,sweep_low,24,asia,high_vol,2,-6.4461786e-05,1.6213593e-05,6.4461786e-05,0.0007042585,0.51515152,0.48484848,0.51515152,0.00080759889,0.00059297371,0.0011418067,132,9.9381517e-05,False
EURUSD,sweep_low,24,asia,high_vol,4,-0.00018500307,-7.5094108e-05,0.00018500307,0.0010641025,0.4469697,0.5530303,0.4469697,0.0011741462,0.00087217422,0.0015934629,132,0.00013869315,False
EURUSD,sweep_low,24,asia,high_vol,8,-3.1222876e-05,9.2498251e-05,3.1222876e-05,0.0014688697,0.53787879,0.46212121,0.53787879,0.0016084118,0.0013630362,0.0020998474,132,0.00018276826,False
EURUSD,sweep_low,24,asia,low_vol,1,1.4294484e-06,4.4291099e-06,-1.4294484e-06,0.00019998249,0.5016982,0.48908297,0.5016982,0.00021623747,0.00020236178,0.00027499984,2061,6.0575003e-06,False
EURUSD,sweep_low,24,asia,low_vol,2,6.0331527e-06,9.2660372e-06,-6.0331527e-06,0.00028376934,0.51285784,0.48229015,0.51285784,0.00030798897,0.00029398532,0.0004063285,2061,8.9503144e-06,False
EURUSD,sweep_low,24,asia,low_vol,4,1.2951359e-05,2.3175078e-05,-1.2951359e-05,0.00041318589,0.52256186,0.47064532,0.52256186,0.00043893726,0.00043089749,0.00059315902,2061,1.3065684e-05,False
EURUSD,sweep_low,24,asia,low_vol,8,3.0455333e-05,2.5628868e-05,-3.0455333e-05,0.00061888095,0.51237263,0.48617176,0.51237263,0.0006445957,0.00065776613,0.00088420778,2061,1.9476698e-05,False
EURUSD,sweep_low,24,asia,medium_vol,1,1.6206668e-05,3.0311128e-05,-1.6206668e-05,0.00030447181,0.54603175,0.44603175,0.54603175,0.00027585235,0.00028846414,0.00042592403,630,1.6969219e-05,False
EURUSD,sweep_low,24,asia,medium_vol,2,2.4937046e-05,3.8916467e-05,-2.4937046e-05,0.00042174656,0.53492063,0.46349206,0.53492063,0.00039882865,0.00041207231,0.00057607855,630,2.2951519e-05,False
EURUSD,sweep_low,24,asia,medium_vol,4,5.9211342e-05,6.0760176e-05,-5.9211342e-05,0.00059051934,0.54761905,0.44761905,0.54761905,0.00057866917,0.00060764713,0.00080045282,630,3.1890804e-05,False
EURUSD,sweep_low,24,asia,medium_vol,8,5.4995286e-05,7.039206e-05,-5.4995286e-05,0.00081493162,0.53650794,0.46031746,0.53650794,0.00084670152,0.00087828951,0.0010964232,630,4.3682545e-05,False
EURUSD,sweep_low,24,asia,unknown,1,9.4496019e-05,0.00014820812,-9.4496019e-05,0.00027533532,0.58333333,0.41666667,0.58333333,0.00017896202,0.00034011576,0.00031061882,12,8.9667931e-05,True
EURUSD,sweep_low,24,asia,unknown,2,5.7255762e-05,8.9747382e-05,-5.7255762e-05,0.00029457665,0.83333333,0.16666667,0.83333333,0.00024473772,0.00043884947,0.00042903141,12,0.0001238507,True
EURUSD,sweep_low,24,asia,unknown,4,-0.00011266788,-4.3907869e-05,0.00011266788,0.00042722995,0.5,0.5,0.5,0.00051018611,0.0004728939,0.00049644678,12,0.00014331184,True
EURUSD,sweep_low,24,asia,unknown,8,6.5484453e-05,1.883791e-05,-6.5484453e-05,0.00054022389,0.5,0.41666667,0.5,0.00064875499,0.00072882905,0.0007042987,12,0.00020331352,True
EURUSD,sweep_low,24,london,high_vol,1,2.1851194e-05,4.044035e-05,-2.1851194e-05,0.00049804579,0.52896431,0.46869514,0.52896431,0.00045528781,0.00045824307,0.0007203029,1709,1.742385e-05,False
EURUSD,sweep_low,24,london,high_vol,2,2.0269506e-05,5.9026517e-05,-2.0269506e-05,0.00066286447,0.53364541,0.46225863,0.53364541,0.00063975908,0.00065656209,0.00095659302,1709,2.3139618e-05,False
EURUSD,sweep_low,24,london,high_vol,4,3.4255839e-05,7.7917673e-05,-3.4255839e-05,0.00092467572,0.53071972,0.46869514,0.53071972,0.00090804308,0.0009416952,0.0013111184,1709,3.171545e-05,False
EURUSD,sweep_low,24,london,high_vol,8,6.5931633e-06,7.6691037e-05,-6.5931633e-06,0.0013471434,0.52077238,0.47864248,0.52077238,0.0013331615,0.0013603828,0.0019217063,1709,4.6485336e-05,False
EURUSD,sweep_low,24,london,low_vol,1,-1.6199297e-05,-9.4126334e-06,1.6199297e-05,0.00026564655,0.48543689,0.51456311,0.48543689,0.00033007242,0.00028595049,0.00035404673,206,2.4667604e-05,False
EURUSD,sweep_low,24,london,low_vol,2,-1.5711054e-05,4.6913825e-06,1.5711054e-05,0.00037076666,0.50485437,0.49514563,0.50485437,0.00047223984,0.00040153768,0.00049804994,206,3.4700783e-05,False
EURUSD,sweep_low,24,london,low_vol,4,-2.2213283e-05,-2.1826008e-05,2.2213283e-05,0.00048853745,0.48058252,0.51941748,0.48058252,0.00064518709,0.00059010733,0.00063464073,206,4.4217515e-05,False
EURUSD,sweep_low,24,london,low_vol,8,-4.1886772e-05,-6.5345903e-05,4.1886772e-05,0.00070392501,0.47087379,0.52912621,0.47087379,0.00091080498,0.0007851608,0.00088343182,206,6.1551612e-05,False
EURUSD,sweep_low,24,london,medium_vol,1,-1.3854817e-05,0,1.3854817e-05,0.00033247501,0.49955791,0.49690539,0.49955791,0.00036875559,0.00032484579,0.0004400931,1131,1.3086191e-05,False
EURUSD,sweep_low,24,london,medium_vol,2,-2.4554681e-05,-1.810266e-05,2.4554681e-05,0.00047728179,0.48541114,0.51282051,0.48541114,0.00052346963,0.0004612119,0.00062483501,1131,1.8579501e-05,False
EURUSD,sweep_low,24,london,medium_vol,4,-4.4804917e-05,-9.0217695e-06,4.4804917e-05,0.00067515797,0.49160035,0.50486295,0.49160035,0.00074694677,0.00064765119,0.0009043817,1131,2.6891837e-05,False
EURUSD,sweep_low,24,london,medium_vol,8,-9.1367781e-05,-6.112594e-05,9.1367781e-05,0.00099068188,0.47922193,0.5198939,0.47922193,0.0010816578,0.00092234648,0.0013595917,1131,4.0427531e-05,False
EURUSD,sweep_low,24,london,unknown,1,-1.7568265e-07,0.00010007631,1.7568265e-07,0.00028673468,0.61538462,0.38461538,0.61538462,0.00029776746,0.00025141471,0.00034817653,13,9.6566795e-05,True
EURUSD,sweep_low,24,london,unknown,2,-0.00015423588,-9.1736616e-05,0.00015423588,0.00029919419,0.30769231,0.69230769,0.30769231,0.00051341282,0.00029548917,0.00040724668,13,0.00011294991,True
EURUSD,sweep_low,24,london,unknown,4,-8.4793883e-05,-5.3952878e-05,8.4793883e-05,0.00037916215,0.46153846,0.53846154,0.46153846,0.00063465496,0.00040206033,0.00050988655,13,0.00014141708,True
EURUSD,sweep_low,24,london,unknown,8,9.741913e-05,0.00015368448,-9.741913e-05,0.0005791192,0.53846154,0.46153846,0.53846154,0.00069974308,0.00059978074,0.00069802871,13,0.00019359833,True
EURUSD,sweep_low,24,new_york,high_vol,1,-4.4083812e-06,4.5645635e-06,4.4083812e-06,0.00051906838,0.50393013,0.49257642,0.50393013,0.00050342633,0.00049230632,0.00076732995,1145,2.2676677e-05,False
EURUSD,sweep_low,24,new_york,high_vol,2,4.2761337e-06,1.3494123e-05,-4.2761337e-06,0.00069818844,0.51004367,0.48995633,0.51004367,0.00070596045,0.00069298303,0.0010170613,1145,3.0056915e-05,False
EURUSD,sweep_low,24,new_york,high_vol,4,-9.3616632e-07,2.8977468e-05,9.3616632e-07,0.00098278071,0.51004367,0.48646288,0.51004367,0.0009785718,0.0009631288,0.0013938711,1145,4.1192664e-05,False
EURUSD,sweep_low,24,new_york,high_vol,8,7.8282288e-05,4.8625017e-05,-7.8282288e-05,0.0013193612,0.51528384,0.48122271,0.51528384,0.0012987017,0.0013400175,0.0019015938,1145,5.6197243e-05,False
EURUSD,sweep_low,24,new_york,low_vol,1,1.8609124e-05,1.3199403e-05,-1.8609124e-05,0.00025423361,0.53108348,0.46714032,0.53108348,0.00028004793,0.00027902592,0.00035010558,563,1.4755191e-05,False
EURUSD,sweep_low,24,new_york,low_vol,2,2.9331516e-05,3.0129946e-05,-2.9331516e-05,0.00035184081,0.53818828,0.46003552,0.53818828,0.000383356,0.0003928543,0.0004756931,563,2.0048074e-05,False
EURUSD,sweep_low,24,new_york,low_vol,4,2.8845051e-05,2.1305698e-05,-2.8845051e-05,0.00048205574,0.51865009,0.48134991,0.51865009,0.00051427876,0.00053151325,0.00065546016,563,2.7624352e-05,False
EURUSD,sweep_low,24,new_york,low_vol,8,7.256772e-05,9.3568445e-05,-7.256772e-05,0.00066914027,0.55595027,0.44404973,0.55595027,0.00066872043,0.00072834169,0.00089332342,563,3.7649094e-05,False
EURUSD,sweep_low,24,new_york,medium_vol,1,6.2009196e-06,1.9977021e-05,-6.2009196e-06,0.00034527729,0.52089552,0.47164179,0.52089552,0.00035483688,0.00035242776,0.00047835271,1340,1.30676e-05,False
EURUSD,sweep_low,24,new_york,medium_vol,2,1.4231955e-06,3.2981844e-05,-1.4231955e-06,0.00046680818,0.52835821,0.46492537,0.52835821,0.00049209554,0.00048577878,0.00064121787,1340,1.7516737e-05,False
EURUSD,sweep_low,24,new_york,medium_vol,4,-1.2718159e-06,5.2521346e-05,1.2718159e-06,0.0006312249,0.52313433,0.4761194,0.52313433,0.00067505575,0.00066446414,0.00087122798,1340,2.3800135e-05,False
EURUSD,sweep_low,24,new_york,medium_vol,8,-2.9240659e-05,2.6297809e-05,2.9240659e-05,0.00084785963,0.51343284,0.4858209,0.51343284,0.00089944932,0.0008621533,0.0011823563,1340,3.2299513e-05,False
EURUSD,sweep_low,24,new_york,unknown,1,0.00021085757,0.00028704632,-0.00021085757,0.00038903005,0.7,0.3,0.7,0.00025127452,0.00043674184,0.0004527169,10,0.00014316165,True
EURUSD,sweep_low,24,new_york,unknown,2,0.00032694654,0.00013749731,-0.00032694654,0.00055592249,0.8,0.2,0.8,0.00030366394,0.00067336057,0.00072014092,10,0.00022772855,True
EURUSD,sweep_low,24,new_york,unknown,4,0.00057977612,0.0005284035,-0.00057977612,0.00063905838,0.9,0.1,0.9,0.00030532633,0.00087889452,0.00062759755,10,0.00019846377,True
EURUSD,sweep_low,24,new_york,unknown,8,0.00033316669,0.00050677996,-0.00033316669,0.00071229571,0.8,0.2,0.8,0.00047702891,0.0010889484,0.00075906307,10,0.00024003682,True
EURUSD,sweep_low,48,asia,high_vol,1,-0.00027657337,-2.4401566e-05,0.00027657337,0.0007799097,0.47435897,0.52564103,0.47435897,0.00079083296,0.00048580647,0.0015236608,78,0.00017252062,False
EURUSD,sweep_low,48,asia,high_vol,2,-0.00018869232,0.00012915854,0.00018869232,0.00097814321,0.57692308,0.42307692,0.57692308,0.0011034278,0.00070198674,0.0014611199,78,0.00016543925,False
EURUSD,sweep_low,48,asia,high_vol,4,-0.00033693183,3.3907393e-05,0.00033693183,0.0013790635,0.51282051,0.48717949,0.51282051,0.0015657625,0.00103839,0.0019573037,78,0.000221621,False
EURUSD,sweep_low,48,asia,high_vol,8,-0.00020166364,0.00016910594,0.00020166364,0.00186112,0.58974359,0.41025641,0.58974359,0.0021045835,0.0015585853,0.0026557759,78,0.00030070741,False
EURUSD,sweep_low,48,asia,low_vol,1,-3.2464356e-06,8.8697571e-06,3.2464356e-06,0.00022024118,0.50604839,0.48487903,0.50604839,0.00023674516,0.00022185208,0.00029707872,992,9.4322589e-06,False
EURUSD,sweep_low,48,asia,low_vol,2,-3.1774693e-06,-4.5877597e-06,3.1774693e-06,0.00031001551,0.49294355,0.50604839,0.49294355,0.00034556224,0.00031995064,0.00044731482,992,1.420226e-05,False
EURUSD,sweep_low,48,asia,low_vol,4,-4.7775508e-07,1.4266105e-05,4.7775508e-07,0.0004670584,0.51209677,0.48084677,0.51209677,0.00050643383,0.00047558431,0.00066825967,992,2.1217266e-05,False
EURUSD,sweep_low,48,asia,low_vol,8,3.7064571e-05,2.6998107e-05,-3.7064571e-05,0.00069950742,0.51008065,0.48891129,0.51008065,0.00072575623,0.00072842165,0.0010102845,992,3.2076566e-05,False
EURUSD,sweep_low,48,asia,medium_vol,1,-1.6675889e-06,2.7923211e-05,1.6675889e-06,0.00031709746,0.53731343,0.45373134,0.53731343,0.00029043639,0.00029546307,0.00043299472,335,2.3657029e-05,False
EURUSD,sweep_low,48,asia,medium_vol,2,1.4538708e-05,2.8028477e-05,-1.4538708e-05,0.0004589482,0.51641791,0.48358209,0.51641791,0.00042714625,0.00043156279,0.00062309474,335,3.4043302e-05,False
EURUSD,sweep_low,48,asia,medium_vol,4,5.5896054e-05,8.2752914e-05,-5.5896054e-05,0.00065734639,0.54029851,0.45373134,0.54029851,0.00062841309,0.00065221849,0.00090052247,335,4.9200798e-05,False
EURUSD,sweep_low,48,asia,medium_vol,8,2.321815e-05,7.815553e-05,-2.321815e-05,0.00091097845,0.53432836,0.46268657,0.53432836,0.0009421981,0.00093523241,0.001218229,335,6.6558959e-05,False
EURUSD,sweep_low,48,asia,unknown,1,0.00019149452,0.00019678281,-0.00019149452,0.00023029869,0.66666667,0.33333333,0.66666667,6.2707296e-05,0.00045896949,0.00024709907,3,0.00014266271,True
