pair,event_type,lookback_window,session,volatility_regime,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
ALL,sweep_low,24,new_york,high_vol,8,-3.1300916e-05,2.2869253e-05,3.1300916e-05,0.0015008859,0.50685731,0.49110009,0.50685731,0.0015478906,0.0014421237,0.0022479956,3427,3.8400635e-05,False
ALL,sweep_low,24,new_york,low_vol,1,1.4349995e-05,1.8326682e-05,-1.4349995e-05,0.00027922983,0.52853598,0.46501241,0.52853598,0.00030772458,0.00030670689,0.00038385484,2015,8.5512479e-06,False
ALL,sweep_low,24,new_york,low_vol,2,3.1629137e-05,3.1460886e-05,-3.1629137e-05,0.00038010129,0.53746898,0.45856079,0.53746898,0.00041903015,0.00043008578,0.00053004391,2015,1.1807945e-05,False
ALL,sweep_low,24,new_york,low_vol,4,5.0070266e-05,4.5834135e-05,-5.0070266e-05,0.0005303073,0.53300248,0.46550868,0.53300248,0.0005670239,0.00060102085,0.00073967591,2015,1.6477979e-05,False
ALL,sweep_low,24,new_york,low_vol,8,0.00010077055,8.8530674e-05,-0.00010077055,0.00069892904,0.55632754,0.4426799,0.55632754,0.00073855916,0.00082076851,0.00094963152,2015,2.1155223e-05,False
ALL,sweep_low,24,new_york,medium_vol,1,7.9505139e-06,1.4206866e-05,-7.9505139e-06,0.00038827623,0.51751638,0.47650242,0.51751638,0.00039058539,0.00038715058,0.00054607706,3511,9.2159163e-06,False
ALL,sweep_low,24,new_york,medium_vol,2,7.6149199e-06,3.5022726e-05,-7.6149199e-06,0.00053474899,0.5283395,0.46824267,0.5283395,0.00054978454,0.00054722002,0.00074717848,3511,1.2609821e-05,False
ALL,sweep_low,24,new_york,medium_vol,4,7.8986029e-06,4.6791586e-05,-7.8986029e-06,0.00070363229,0.52606095,0.47279977,0.52606095,0.00074506093,0.00074472269,0.0009783558,3511,1.6511305e-05,False
ALL,sweep_low,24,new_york,medium_vol,8,1.6234525e-05,6.2273771e-05,-1.6234525e-05,0.00092284459,0.5283395,0.47080604,0.5283395,0.0009794647,0.00097315843,0.0012753079,3511,2.1522842e-05,False
ALL,sweep_low,24,new_york,unknown,1,9.3415383e-05,0.00012361372,-9.3415383e-05,0.00031880385,0.57894737,0.42105263,0.57894737,0.00026441161,0.00033780288,0.0003921784,38,6.3619738e-05,False
ALL,sweep_low,24,new_york,unknown,2,0.00020705209,8.990317e-05,-0.00020705209,0.00046748154,0.63157895,0.36842105,0.63157895,0.00034501638,0.00052948643,0.00065148592,38,0.00010568497,False
ALL,sweep_low,24,new_york,unknown,4,0.00028942795,0.00034332154,-0.00028942795,0.00059928119,0.73684211,0.26315789,0.73684211,0.00046175871,0.00070577954,0.00082698455,38,0.00013415461,False
ALL,sweep_low,24,new_york,unknown,8,3.1219141e-05,0.00037635513,-3.1219141e-05,0.00077004592,0.60526316,0.36842105,0.60526316,0.00074426459,0.00088644814,0.0011276028,38,0.00018292134,False
ALL,sweep_low,48,asia,high_vol,1,-7.5973959e-05,0,7.5973959e-05,0.00063015835,0.49711816,0.49855908,0.49711816,0.00065636395,0.00053304234,0.0010204137,694,3.8734373e-05,False
ALL,sweep_low,48,asia,high_vol,2,-5.5746737e-05,2.3435091e-05,5.5746737e-05,0.00084253549,0.51585014,0.47838617,0.51585014,0.00091268187,0.00074984364,0.0012340533,694,4.6844024e-05,False
ALL,sweep_low,48,asia,high_vol,4,-0.00011724993,2.0946033e-05,0.00011724993,0.0011934931,0.50576369,0.49423631,0.50576369,0.0013006008,0.0010407084,0.0017616923,694,6.6872925e-05,False
ALL,sweep_low,48,asia,high_vol,8,-0.00012752302,1.7474607e-05,0.00012752302,0.0015695961,0.50576369,0.49423631,0.50576369,0.001790315,0.0014756173,0.0022451056,694,8.5223044e-05,False
ALL,sweep_low,48,asia,low_vol,1,5.8644634e-06,1.5734465e-05,-5.8644634e-06,0.0002494452,0.52026761,0.47107438,0.52026761,0.00026699852,0.00025574369,0.00034247189,2541,6.7939539e-06,False
ALL,sweep_low,48,asia,low_vol,2,7.7187248e-06,1.9139049e-05,-7.7187248e-06,0.00035423144,0.51397088,0.4832743,0.51397088,0.00038714674,0.00037359762,0.00050774165,2541,1.0072574e-05,False
ALL,sweep_low,48,asia,low_vol,4,6.3261817e-06,2.266515e-05,-6.3261817e-06,0.00054151302,0.52066116,0.47579693,0.52066116,0.0005706252,0.0005522543,0.00077375551,2541,1.5349754e-05,False
ALL,sweep_low,48,asia,low_vol,8,1.2289015e-05,5.1225353e-05,-1.2289015e-05,0.0007980093,0.52302243,0.47500984,0.52302243,0.00083379591,0.00082123481,0.0011734422,2541,2.3278734e-05,False
ALL,sweep_low,48,asia,medium_vol,1,-2.5556848e-06,2.7671645e-05,2.5556848e-06,0.00036058252,0.53274336,0.46283186,0.53274336,0.00035412156,0.00034419958,0.00049627024,1130,1.4763149e-05,False
ALL,sweep_low,48,asia,medium_vol,2,5.3769211e-06,4.5222113e-05,-5.3769211e-06,0.00052601908,0.52831858,0.4699115,0.52831858,0.00051647621,0.00049048301,0.00072845353,1130,2.1670186e-05,False
ALL,sweep_low,48,asia,medium_vol,4,-1.604645e-05,3.6098758e-05,1.604645e-05,0.00074480504,0.51415929,0.48141593,0.51415929,0.00076602466,0.00071187758,0.0010453744,1130,3.1098014e-05,False
ALL,sweep_low,48,asia,medium_vol,8,-1.3219363e-06,6.4570322e-05,1.3219363e-06,0.0010417699,0.52212389,0.47433628,0.52212389,0.001106023,0.0010114086,0.0014582467,1130,4.3380224e-05,False
ALL,sweep_low,48,asia,unknown,1,6.8008415e-05,2.7097823e-05,-6.8008415e-05,0.00028888464,0.64705882,0.35294118,0.64705882,0.00031859016,0.0004283767,0.0004102062,17,9.9489618e-05,True
ALL,sweep_low,48,asia,unknown,2,2.0270219e-05,8.4820144e-05,-2.0270219e-05,0.00043869125,0.64705882,0.35294118,0.64705882,0.00044211658,0.00058543088,0.00058551596,17,0.00014200848,True
ALL,sweep_low,48,asia,unknown,4,-0.0001583493,-0.00018003534,0.0001583493,0.00065861276,0.41176471,0.58823529,0.41176471,0.00078354547,0.0007351866,0.00080642419,17,0.0001955866,True
ALL,sweep_low,48,asia,unknown,8,-8.4510811e-05,-0.00010357634,8.4510811e-05,0.00062179114,0.35294118,0.64705882,0.35294118,0.00090300481,0.00084848426,0.00085090032,17,0.00020637364,True
ALL,sweep_low,48,london,high_vol,1,-1.0352484e-05,2.7188073e-05,1.0352484e-05,0.00055147012,0.51534909,0.48220592,0.51534909,0.00053762768,0.00049922374,0.00079091562,3681,1.3036087e-05,False
ALL,sweep_low,48,london,high_vol,2,1.2523853e-07,3.4519659e-05,-1.2523853e-07,0.00076241387,0.51860907,0.47867427,0.51860907,0.00075859235,0.00072143239,0.0010880455,3681,1.7933463e-05,False
ALL,sweep_low,48,london,high_vol,4,-1.4448247e-05,3.5945363e-05,1.4448247e-05,0.0010588,0.51263244,0.48682423,0.51263244,0.001084382,0.0010393552,0.0015200993,3681,2.5054691e-05,False
ALL,sweep_low,48,london,high_vol,8,-4.0460962e-05,3.754247e-05,4.0460962e-05,0.0014998544,0.50937245,0.48954089,0.50937245,0.0015421073,0.0014870945,0.0020983332,3681,3.4585299e-05,False
ALL,sweep_low,48,london,low_vol,1,-3.8839453e-06,0,3.8839453e-06,0.00026269165,0.49029126,0.49838188,0.49029126,0.00033316791,0.00029229079,0.00034880492,618,1.4030991e-05,False
ALL,sweep_low,48,london,low_vol,2,2.3601866e-05,3.4100883e-05,-2.3601866e-05,0.00039068888,0.53398058,0.4579288,0.53398058,0.00045796327,0.00042604721,0.00051776066,618,2.0827388e-05,False
ALL,sweep_low,48,london,low_vol,4,3.2496773e-05,7.3586467e-05,-3.2496773e-05,0.00053875177,0.53883495,0.46116505,0.53883495,0.00062677713,0.00061062921,0.00072005585,618,2.8964894e-05,False
ALL,sweep_low,48,london,low_vol,8,8.614689e-05,7.8339319e-05,-8.614689e-05,0.00077670606,0.5420712,0.4579288,0.5420712,0.00089324253,0.0009020422,0.0011301645,618,4.5461883e-05,False
ALL,sweep_low,48,london,medium_vol,1,-1.0105521e-05,4.5220394e-06,1.0105521e-05,0.00037863211,0.50232126,0.49350046,0.50232126,0.00041915505,0.00037636787,0.00050332797,2154,1.0844966e-05,False
ALL,sweep_low,48,london,medium_vol,2,-1.0711299e-05,-3.8106515e-06,1.0711299e-05,0.0005323055,0.49860724,0.50046425,0.49860724,0.00058455391,0.00053384972,0.0006998151,2154,1.5078581e-05,False
ALL,sweep_low,48,london,medium_vol,4,-3.746764e-05,-4.0588646e-06,3.746764e-05,0.00076326373,0.49582173,0.50092851,0.49582173,0.00084594509,0.00075597264,0.0011197203,2154,2.4126076e-05,False
ALL,sweep_low,48,london,medium_vol,8,-9.0358094e-05,-5.6798681e-05,9.0358094e-05,0.0011360599,0.4814299,0.5176416,0.4814299,0.0012144387,0.001086036,0.0016085716,2154,3.465912e-05,False
ALL,sweep_low,48,london,unknown,1,-0.00010284592,-5.5695206e-05,0.00010284592,0.00037626419,0.46511628,0.53488372,0.46511628,0.00042484962,0.00026934477,0.00060261417,43,9.18978e-05,False
ALL,sweep_low,48,london,unknown,2,-8.2936656e-05,-9.1736616e-05,8.2936656e-05,0.00052473271,0.44186047,0.55813953,0.44186047,0.00061607756,0.00043501281,0.00081822538,43,0.0001247782,False
ALL,sweep_low,48,london,unknown,4,-3.0058754e-05,-5.3952878e-05,3.0058754e-05,0.00067119168,0.48837209,0.51162791,0.48837209,0.0007751841,0.00060074306,0.0010299343,43,0.00015706351,False
ALL,sweep_low,48,london,unknown,8,2.0282542e-05,-7.890857e-05,-2.0282542e-05,0.0010800078,0.46511628,0.53488372,0.46511628,0.0010189008,0.00091748537,0.0014697069,43,0.0002241282,False
ALL,sweep_low,48,new_york,high_vol,1,-1.7367313e-05,-8.1235098e-06,1.7367313e-05,0.00064655443,0.49241583,0.50536441,0.49241583,0.00062496498,0.00058433224,0.001015861,2703,1.9539402e-05,False
ALL,sweep_low,48,new_york,high_vol,2,-4.0737469e-05,8.7016298e-06,4.0737469e-05,0.00087814004,0.50425453,0.49500555,0.50425453,0.00088315131,0.00081922186,0.001380824,2703,2.6559219e-05,False
ALL,sweep_low,48,new_york,high_vol,4,-3.7432401e-05,-4.5937305e-06,3.7432401e-05,0.001189048,0.49722531,0.5009249,0.49722531,0.0012165503,0.0011233035,0.0018102366,2703,3.4818681e-05,False
ALL,sweep_low,48,new_york,high_vol,8,-1.6703566e-06,2.4604685e-05,1.6703566e-06,0.0015679348,0.50536441,0.49278579,0.50536441,0.0016133636,0.0015131224,0.002378626,2703,4.5751268e-05,False
ALL,sweep_low,48,new_york,low_vol,1,1.9078067e-05,1.8848894e-05,-1.9078067e-05,0.0003014144,0.52741935,0.46532258,0.52741935,0.00033852107,0.00033260678,0.00040502866,1240,1.1502041e-05,False
ALL,sweep_low,48,new_york,low_vol,2,4.2973782e-05,4.554697e-05,-4.2973782e-05,0.00041417081,0.54516129,0.45,0.54516129,0.00045707101,0.00046875829,0.00056814863,1240,1.6134337e-05,False
ALL,sweep_low,48,new_york,low_vol,4,4.7101772e-05,4.7504291e-05,-4.7101772e-05,0.00056459476,0.53467742,0.46451613,0.53467742,0.00061287726,0.00064060991,0.0007833814,1240,2.2246537e-05,False
ALL,sweep_low,48,new_york,low_vol,8,0.00010979621,9.0916759e-05,-0.00010979621,0.00073672247,0.55483871,0.44435484,0.55483871,0.00079007924,0.00086069906,0.00099234565,1240,2.8180723e-05,False
ALL,sweep_low,48,new_york,medium_vol,1,3.3544513e-06,1.0870569e-05,-3.3544513e-06,0.00040952705,0.51326053,0.4801092,0.51326053,0.0004172697,0.00041123685,0.00057270301,2564,1.1310204e-05,False
ALL,sweep_low,48,new_york,medium_vol,2,-9.7234956e-07,2.7200769e-05,9.7234956e-07,0.00056664461,0.52223089,0.475039,0.52223089,0.00058744891,0.00057756202,0.00078485773,2564,1.5500008e-05,False
ALL,sweep_low,48,new_york,medium_vol,4,-4.4448105e-06,5.0616142e-05,4.4448105e-06,0.00073795076,0.52769111,0.47113885,0.52769111,0.00079177431,0.00078016203,0.0010158371,2564,2.0061577e-05,False
ALL,sweep_low,48,new_york,medium_vol,8,3.543337e-06,7.2997835e-05,-3.543337e-06,0.00095243554,0.53120125,0.46840874,0.53120125,0.001030433,0.0010130499,0.0013052588,2564,2.5777311e-05,False
ALL,sweep_low,48,new_york,unknown,1,0.00016747911,0.00018912615,-0.00016747911,0.00033269314,0.68,0.32,0.68,0.00023679991,0.0004135406,0.00036669642,25,7.3339284e-05,True
ALL,sweep_low,48,new_york,unknown,2,0.00032344366,0.00021079258,-0.00032344366,0.00051280869,0.72,0.28,0.72,0.00029033709,0.00063203708,0.00064782836,25,0.00012956567,True
ALL,sweep_low,48,new_york,unknown,4,0.00022196172,0.00045159519,-0.00022196172,0.00067602934,0.64,0.36,0.64,0.00046624138,0.00079065406,0.00095134594,25,0.00019026919,True
ALL,sweep_low,48,new_york,unknown,8,-0.00020432412,0.00021404491,0.00020432412,0.0009310162,0.56,0.4,0.56,0.00091501763,0.00095457094,0.0013155698,25,0.00026311395,True
ALL,sweep_low,96,asia,high_vol,1,-0.00010900664,-1.6689363e-05,0.00010900664,0.00066912098,0.48,0.514,0.48,0.00070903639,0.00054484161,0.0010748481,500,4.8068669e-05,False
ALL,sweep_low,96,asia,high_vol,2,-6.333044e-05,6.0047838e-06,6.333044e-05,0.0008850952,0.506,0.486,0.506,0.00096902057,0.00077040642,0.0012889565,500,5.7643889e-05,False
ALL,sweep_low,96,asia,high_vol,4,-0.00018451187,-2.6470683e-05,0.00018451187,0.0012095508,0.488,0.512,0.488,0.0013628247,0.0010427437,0.0017589819,500,7.8664061e-05,False
ALL,sweep_low,96,asia,high_vol,8,-0.00019397341,-3.7586894e-05,0.00019397341,0.0016343005,0.494,0.506,0.494,0.0018470383,0.0014626324,0.0022810023,500,0.00010200953,False
ALL,sweep_low,96,asia,low_vol,1,6.2272345e-06,2.6820026e-05,-6.2272345e-06,0.00023865358,0.53895509,0.44821265,0.53895509,0.00026114709,0.00024451708,0.00033027402,1091,9.999126e-06,False
ALL,sweep_low,96,asia,low_vol,2,-4.6128566e-06,3.5546287e-05,4.6128566e-06,0.00033730395,0.52520623,0.47021082,0.52520623,0.00037244345,0.00035224909,0.00049916817,1091,1.5112437e-05,False
ALL,sweep_low,96,asia,low_vol,4,1.3379151e-05,5.095447e-05,-1.3379151e-05,0.00050177092,0.54170486,0.45737855,0.54170486,0.00053799285,0.00051188237,0.00072641875,1091,2.1992504e-05,False
ALL,sweep_low,96,asia,low_vol,8,9.9824619e-06,2.7564915e-05,-9.9824619e-06,0.0007156969,0.51329056,0.48487626,0.51329056,0.00075712249,0.00074410963,0.0011066242,1091,3.3503315e-05,False
ALL,sweep_low,96,asia,medium_vol,1,1.6678999e-05,4.2110582e-05,-1.6678999e-05,0.00037518339,0.54058722,0.45423143,0.54058722,0.0003619686,0.00036321714,0.00051577229,579,2.1434765e-05,False
ALL,sweep_low,96,asia,medium_vol,2,3.3841059e-05,8.6775425e-05,-3.3841059e-05,0.00052167448,0.54404145,0.45423143,0.54404145,0.00051046879,0.0005121356,0.00069151456,579,2.8738364e-05,False
ALL,sweep_low,96,asia,medium_vol,4,3.2138795e-05,8.6219415e-05,-3.2138795e-05,0.00073897501,0.53367876,0.4611399,0.53367876,0.00075380655,0.00073620068,0.0010006507,579,4.1585625e-05,False
ALL,sweep_low,96,asia,medium_vol,8,7.1422746e-06,7.815553e-05,-7.1422746e-06,0.0010682676,0.53367876,0.4611399,0.53367876,0.001098486,0.0010396489,0.0014884916,579,6.1859599e-05,False
ALL,sweep_low,96,asia,unknown,1,-0.00015011427,-0.00010597282,0.00015011427,0.00029637331,0.5,0.5,0.5,0.00054950868,0.00041830886,0.00035944137,8,0.00012708171,True
ALL,sweep_low,96,asia,unknown,2,-0.00030682465,-0.00038908781,0.00030682465,0.00057677144,0.375,0.625,0.375,0.00078340341,0.00052729946,0.00064076054,8,0.00022654306,True
ALL,sweep_low,96,asia,unknown,4,-0.00027308528,-0.00045088727,0.00027308528,0.00088399786,0.375,0.625,0.375,0.0010974388,0.00067784528,0.001052272,8,0.00037203435,True
ALL,sweep_low,96,asia,unknown,8,-0.00011161423,-0.00016422074,0.00011161423,0.00068662383,0.375,0.625,0.375,0.0011245004,0.00081381747,0.0009689396,8,0.00034257188,True
ALL,sweep_low,96,london,high_vol,1,-2.2761545e-05,6.0638421e-06,2.2761545e-05,0.00057411072,0.50270027,0.4950495,0.50270027,0.00056747747,0.00051903019,0.00082454572,2222,1.7492131e-05,False
ALL,sweep_low,96,london,high_vol,2,-1.4935286e-05,2.3348626e-05,1.4935286e-05,0.00079797846,0.51170117,0.4860486,0.51170117,0.00080401328,0.00074019137,0.0011543481,2222,2.4488645e-05,False
ALL,sweep_low,96,london,high_vol,4,-4.7087313e-05,1.5560839e-05,4.7087313e-05,0.0011055533,0.50855086,0.49054905,0.50855086,0.0011415594,0.0010538749,0.0016040758,2222,3.4029287e-05,False
ALL,sweep_low,96,london,high_vol,8,-6.531853e-05,0,6.531853e-05,0.0015429489,0.49909991,0.49954995,0.49909991,0.0016110971,0.0015050383,0.0021553518,2222,4.5724203e-05,False
ALL,sweep_low,96,london,low_vol,1,-4.9238384e-06,2.3216831e-06,4.9238384e-06,0.00027968031,0.5,0.49152542,0.5,0.00035013971,0.00029837844,0.00037803518,236,2.4607994e-05,False
ALL,sweep_low,96,london,low_vol,2,6.4339495e-05,8.8309032e-05,-6.4339495e-05,0.00043030198,0.58898305,0.40677966,0.58898305,0.00046187281,0.00045517859,0.00055920479,236,3.6401131e-05,False
ALL,sweep_low,96,london,low_vol,4,6.4949814e-05,0.00011020037,-6.4949814e-05,0.00059655598,0.56355932,0.43644068,0.56355932,0.00064400866,0.00067514613,0.00077140613,236,5.0214262e-05,False
ALL,sweep_low,96,london,low_vol,8,5.4580304e-05,8.6365425e-05,-5.4580304e-05,0.00086907813,0.53389831,0.46610169,0.53389831,0.0009674763,0.00094936314,0.001112451,236,7.2414393e-05,False
ALL,sweep_low,96,london,medium_vol,1,-2.1943141e-05,-1.6191317e-05,2.1943141e-05,0.00037316598,0.47821878,0.51694095,0.47821878,0.00042166457,0.00036595048,0.00050449191,1033,1.5696544e-05,False
ALL,sweep_low,96,london,medium_vol,2,-2.6557266e-05,-2.7665323e-05,2.6557266e-05,0.00054312163,0.48789932,0.51113262,0.48789932,0.00060142211,0.00052306558,0.00071695191,1033,2.2306933e-05,False
ALL,sweep_low,96,london,medium_vol,4,-2.2478713e-05,0,2.2478713e-05,0.00076776066,0.49661181,0.49854792,0.49661181,0.00084442046,0.00075642266,0.0010395689,1033,3.2344701e-05,False
ALL,sweep_low,96,london,medium_vol,8,-4.1355235e-05,9.495549e-06,4.1355235e-05,0.0011592736,0.50145208,0.49854792,0.50145208,0.0012161302,0.0011268601,0.0015897065,1033,4.9461445e-05,False
ALL,sweep_low,96,london,unknown,1,-7.1583493e-05,3.5109163e-05,7.1583493e-05,0.00045660475,0.61538462,0.38461538,0.61538462,0.00046762503,0.00035113567,0.00075304165,26,0.00014768362,True
ALL,sweep_low,96,london,unknown,2,2.8894066e-05,8.7196985e-05,-2.8894066e-05,0.00057456847,0.57692308,0.42307692,0.57692308,0.00065564117,0.00055990719,0.00097733985,26,0.00019167211,True
ALL,sweep_low,96,london,unknown,4,0.00021404207,0.00028429177,-0.00021404207,0.00077716291,0.61538462,0.38461538,0.61538462,0.00076283559,0.00083816103,0.0011947159,26,0.00023430306,True
ALL,sweep_low,96,london,unknown,8,0.00059054366,0.00059951552,-0.00059054366,0.0012360996,0.69230769,0.30769231,0.69230769,0.00086297718,0.0012988615,0.0015851601,26,0.00031087548,True
ALL,sweep_low,96,new_york,high_vol,1,-1.8193735e-05,-7.6366191e-06,1.8193735e-05,0.00064132794,0.49300857,0.50473613,0.49300857,0.00062610108,0.0005859649,0.00099249142,2217,2.1078704e-05,False
ALL,sweep_low,96,new_york,high_vol,2,-3.3932335e-05,-4.552656e-06,3.3932335e-05,0.00086311528,0.49797023,0.50112765,0.49797023,0.00086874397,0.00081213381,0.0013000782,2217,2.7611286e-05,False
ALL,sweep_low,96,new_york,high_vol,4,-2.7078146e-05,-3.6218237e-06,2.7078146e-05,0.0011711132,0.49751917,0.50022553,0.49751917,0.0011953028,0.0011143129,0.0018072855,2217,3.8383443e-05,False
ALL,sweep_low,96,new_york,high_vol,8,1.8632243e-05,4.4337214e-05,-1.8632243e-05,0.0015195923,0.51150203,0.48624267,0.51150203,0.0015717726,0.0014884563,0.0022857087,2217,4.8544276e-05,False
ALL,sweep_low,96,new_york,low_vol,1,2.5009641e-05,2.7098591e-05,-2.5009641e-05,0.00030609248,0.53355705,0.45749441,0.53355705,0.00033466092,0.00034118017,0.00041276934,894,1.3805072e-05,False
ALL,sweep_low,96,new_york,low_vol,2,3.828275e-05,3.5660532e-05,-3.828275e-05,0.00041428839,0.53579418,0.45861298,0.53579418,0.00045375265,0.00047174085,0.00056774376,894,1.8988192e-05,False
ALL,sweep_low,96,new_york,low_vol,4,1.9421169e-05,6.8420026e-06,-1.9421169e-05,0.00056989383,0.50447427,0.49440716,0.50447427,0.00062036711,0.00063034082,0.00078212883,894,2.6158301e-05,False
ALL,sweep_low,96,new_york,low_vol,8,7.67094e-05,7.6168121e-05,-7.67094e-05,0.00073983305,0.5458613,0.45302013,0.5458613,0.00080625669,0.00083091657,0.00098999193,894,3.3110283e-05,False
ALL,sweep_low,96,new_york,medium_vol,1,4.6342736e-06,1.1525695e-05,-4.6342736e-06,0.0004149214,0.5122068,0.48157013,0.5122068,0.0004202539,0.00041009398,0.00058211801,2089,1.2736257e-05,False
ALL,sweep_low,96,new_york,medium_vol,2,-1.0879332e-05,2.322296e-05,1.0879332e-05,0.00056582678,0.51555768,0.48157013,0.51555768,0.00059232741,0.00057230242,0.00078237448,2089,1.7117702e-05,False
ALL,sweep_low,96,new_york,medium_vol,4,-1.4619179e-05,4.2153185e-05,1.4619179e-05,0.00074583912,0.52273815,0.47630445,0.52273815,0.0007937852,0.00077304186,0.0010198913,2089,2.2314371e-05,False
ALL,sweep_low,96,new_york,medium_vol,8,-4.8845769e-06,6.4463845e-05,4.8845769e-06,0.00094638307,0.52513164,0.47438966,0.52513164,0.0010315865,0.00099211051,0.0012943565,2089,2.8319443e-05,False
ALL,sweep_low,96,new_york,unknown,1,0.00022738815,0.00026236153,-0.00022738815,0.00027997389,0.8,0.2,0.8,0.0002049445,0.00040281239,0.00023273606,15,6.0092193e-05,True
ALL,sweep_low,96,new_york,unknown,2,0.00034763084,0.00042068314,-0.00034763084,0.00048758767,0.8,0.2,0.8,0.00023048436,0.00063194961,0.0004642859,15,0.0001198781,True
ALL,sweep_low,96,new_york,unknown,4,0.00044795042,0.00048466641,-0.00044795042,0.00051750461,0.8,0.2,0.8,0.00025745199,0.00079281012,0.00048288727,15,0.00012468096,True
ALL,sweep_low,96,new_york,unknown,8,0.00027849702,0.00042219138,-0.00027849702,0.00066508995,0.66666667,0.26666667,0.66666667,0.00053961622,0.0010470337,0.00076533539,15,0.00019760875,True
EURUSD,breakout_high,24,asia,high_vol,1,6.7391293e-05,-4.7016122e-05,6.7391293e-05,0.0005980563,0.47486034,0.47486034,0.52513966,0.00062596831,0.00048947687,0.00087456142,179,6.5367789e-05,False
EURUSD,breakout_high,24,asia,high_vol,2,4.5933968e-05,-3.9036916e-05,4.5933968e-05,0.00080138396,0.48044693,0.48044693,0.51396648,0.00082746196,0.0007169702,0.0012446467,179,9.3029259e-05,False
EURUSD,breakout_high,24,asia,high_vol,4,7.2921349e-07,-0.00015573827,7.2921349e-07,0.0010058549,0.44692737,0.44692737,0.55307263,0.0010930806,0.00098745279,0.001459119,179,0.00010905967,False
EURUSD,breakout_high,24,asia,high_vol,8,-9.6222554e-05,-0.00010233129,-9.6222554e-05,0.0014244497,0.46927374,0.46927374,0.53072626,0.0014065075,0.0013994314,0.0019396448,179,0.00014497586,False
EURUSD,breakout_high,24,asia,low_vol,1,-2.0791333e-05,-2.6876548e-05,-2.0791333e-05,0.00020226642,0.44941283,0.44941283,0.54065041,0.00020001366,0.0002187133,0.00028451135,2214,6.0465937e-06,False
EURUSD,breakout_high,24,asia,low_vol,2,-1.7604523e-05,-3.2259659e-05,-1.7604523e-05,0.00028696052,0.45709124,0.45709124,0.53703704,0.00028828288,0.00031248908,0.00040806487,2214,8.672422e-06,False
EURUSD,breakout_high,24,asia,low_vol,4,-3.4536552e-05,-5.0809894e-05,-3.4536552e-05,0.00040925296,0.44941283,0.44941283,0.54516712,0.00040887872,0.00044706998,0.00061709545,2214,1.3114856e-05,False
EURUSD,breakout_high,24,asia,low_vol,8,-4.5993264e-05,-5.5901909e-05,-4.5993264e-05,0.00061102405,0.4561879,0.4561879,0.54290876,0.00060180171,0.00067548514,0.00090510451,2214,1.9235785e-05,False
EURUSD,breakout_high,24,asia,medium_vol,1,-2.4809256e-05,-4.2838199e-05,-2.4809256e-05,0.00030306835,0.44109589,0.44109589,0.55342466,0.00027992464,0.00030313514,0.0004205173,730,1.5564044e-05,False
EURUSD,breakout_high,24,asia,medium_vol,2,-5.6330855e-05,-4.7945456e-05,-5.6330855e-05,0.00041292553,0.44520548,0.44520548,0.54931507,0.00038696574,0.00042810611,0.00056976064,730,2.1087787e-05,False
EURUSD,breakout_high,24,asia,medium_vol,4,-4.3609031e-05,-7.5904295e-05,-4.3609031e-05,0.00057356507,0.4369863,0.4369863,0.55753425,0.00055559585,0.0006134984,0.00087012348,730,3.2204715e-05,False
EURUSD,breakout_high,24,asia,medium_vol,8,-8.7729335e-05,-6.3984128e-05,-8.7729335e-05,0.00089949384,0.46438356,0.46438356,0.53287671,0.00083415742,0.00090615461,0.0013179697,730,4.8780248e-05,False
EURUSD,breakout_high,24,asia,unknown,1,-5.9856267e-05,-5.0469012e-05,-5.9856267e-05,0.00020720132,0.5,0.5,0.5,0.00024216834,0.00023820955,0.00024419686,14,6.5264356e-05,True
EURUSD,breakout_high,24,asia,unknown,2,-0.00012365295,-0.0001372152,-0.00012365295,0.00024690254,0.35714286,0.35714286,0.64285714,0.00032462112,0.0003595507,0.00029540319,14,7.8949823e-05,True
EURUSD,breakout_high,24,asia,unknown,4,-0.00020351831,8.3130165e-06,-0.00020351831,0.00038586272,0.5,0.5,0.5,0.00038985028,0.00066504157,0.00051782165,14,0.00013839366,True
EURUSD,breakout_high,24,asia,unknown,8,-0.00015807945,2.6807272e-08,-0.00015807945,0.00075753263,0.5,0.5,0.5,0.00067823999,0.00092682643,0.00093947282,14,0.00025108467,True
EURUSD,breakout_high,24,london,high_vol,1,-1.5240738e-05,-5.1411137e-05,-1.5240738e-05,0.00046414285,0.45291005,0.45291005,0.54285714,0.00045839229,0.00045853598,0.00067307411,1890,1.5482175e-05,False
EURUSD,breakout_high,24,london,high_vol,2,-3.7880675e-05,-4.3466145e-05,-3.7880675e-05,0.00064284893,0.46084656,0.46084656,0.53650794,0.00063281164,0.00064958748,0.00092899902,1890,2.1369008e-05,False
EURUSD,breakout_high,24,london,high_vol,4,-6.3040999e-05,-7.1205796e-05,-6.3040999e-05,0.00093511834,0.47460317,0.47460317,0.52433862,0.00089404738,0.00094198714,0.0013755815,1890,3.164138e-05,False
EURUSD,breakout_high,24,london,high_vol,8,-0.00010741607,-8.8948377e-05,-0.00010741607,0.001369136,0.47089947,0.47089947,0.52751323,0.0012931075,0.0013924323,0.0020122309,1890,4.6285709e-05,False
