pair,event_type,lookback_window,session,session_subcontext,transition_context,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
GBPUSD,breakout_low,24,london,late_session,inside_london,2,6.8409133e-05,7.9674952e-05,-6.8409133e-05,0.00080682471,0.53191489,0.46690307,0.53191489,0.00081136194,0.00085702513,0.0011697309,846,4.0216178e-05,False
GBPUSD,breakout_low,24,london,late_session,inside_london,4,5.7861983e-05,6.1531103e-05,-5.7861983e-05,0.0011844586,0.5177305,0.48108747,0.5177305,0.0011867404,0.0012341854,0.0016669897,846,5.7312285e-05,False
GBPUSD,breakout_low,24,london,late_session,inside_london,8,0.0001413555,3.4502577e-05,-0.0001413555,0.0017895034,0.50591017,0.49408983,0.50591017,0.0017054725,0.0018718098,0.0024247931,846,8.3366104e-05,False
GBPUSD,breakout_low,24,london,mid_session,asia_to_london_boundary,1,0.00029999803,0.00029999803,-0.00029999803,0.00029999803,1,0,1,0.0001302623,0.00072631101,,1,,True
GBPUSD,breakout_low,24,london,mid_session,asia_to_london_boundary,2,0.00027236663,0.00027236663,-0.00027236663,0.00027236663,1,0,1,0.0001302623,0.00072631101,,1,,True
GBPUSD,breakout_low,24,london,mid_session,asia_to_london_boundary,4,0.0012710443,0.0012710443,-0.0012710443,0.0012710443,1,0,1,0.0001302623,0.0014210433,,1,,True
GBPUSD,breakout_low,24,london,mid_session,asia_to_london_boundary,8,0.0016855152,0.0016855152,-0.0016855152,0.0016855152,1,0,1,0.0001302623,0.0021947224,,1,,True
GBPUSD,breakout_low,24,london,mid_session,inside_london,1,5.6938576e-06,1.9323447e-05,-5.6938576e-06,0.00049956599,0.5188781,0.48004315,0.5188781,0.00052960687,0.00051004826,0.00069499715,927,2.2826701e-05,False
GBPUSD,breakout_low,24,london,mid_session,inside_london,2,2.4211197e-05,6.1550772e-05,-2.4211197e-05,0.00070625985,0.53290183,0.46494067,0.53290183,0.00072966403,0.00071144829,0.00095182238,927,3.1261949e-05,False
GBPUSD,breakout_low,24,london,mid_session,inside_london,4,-5.6553632e-05,6.1983396e-05,5.6553632e-05,0.00098968725,0.51779935,0.48220065,0.51779935,0.0010545616,0.00098606124,0.0013526155,927,4.4425723e-05,False
GBPUSD,breakout_low,24,london,mid_session,inside_london,8,-6.673346e-05,-1.9750512e-05,6.673346e-05,0.001506478,0.49298813,0.50593312,0.49298813,0.0015662678,0.0014681208,0.0019804798,927,6.5047491e-05,False
GBPUSD,breakout_low,24,new_york,early_session,inside_new_york,1,-6.4483772e-06,3.6151822e-06,6.4483772e-06,0.00055409327,0.50116009,0.49303944,0.50116009,0.00058516256,0.00055974056,0.00078403135,862,2.6704214e-05,False
GBPUSD,breakout_low,24,new_york,early_session,inside_new_york,2,-2.1197923e-05,0,2.1197923e-05,0.00078598223,0.49535963,0.49883991,0.49535963,0.00083082367,0.0008011778,0.0011522064,862,3.9244304e-05,False
GBPUSD,breakout_low,24,new_york,early_session,inside_new_york,4,-5.6230833e-05,-5.6856378e-06,5.6230833e-05,0.0011285664,0.49767981,0.50116009,0.49767981,0.0011705624,0.0011287986,0.0015938109,862,5.4285415e-05,False
GBPUSD,breakout_low,24,new_york,early_session,inside_new_york,8,-5.1400134e-05,-2.3421773e-05,5.1400134e-05,0.0015429496,0.49651972,0.50232019,0.49651972,0.0016993045,0.001530252,0.0022480547,862,7.6569048e-05,False
GBPUSD,breakout_low,24,new_york,early_session,london_to_new_york_boundary,1,0.00011228836,7.5197032e-05,-0.00011228836,0.00042850752,0.57894737,0.4122807,0.57894737,0.00029323416,0.0004471037,0.00075791932,114,7.0985648e-05,False
GBPUSD,breakout_low,24,new_york,early_session,london_to_new_york_boundary,2,0.00016556482,0.00010805995,-0.00016556482,0.00056383367,0.57017544,0.42982456,0.57017544,0.00042802081,0.00057869907,0.00089198357,114,8.3541915e-05,False
GBPUSD,breakout_low,24,new_york,early_session,london_to_new_york_boundary,4,0.00017338964,0.00012315764,-0.00017338964,0.00070204962,0.60526316,0.39473684,0.60526316,0.00059773078,0.00081746637,0.001113857,114,0.00010432227,False
GBPUSD,breakout_low,24,new_york,early_session,london_to_new_york_boundary,8,8.4142805e-05,5.4892215e-06,-8.4142805e-05,0.00095696251,0.5,0.5,0.5,0.00090130998,0.0010660852,0.0015067983,114,0.00014112459,False
GBPUSD,breakout_low,24,new_york,late_session,inside_new_york,1,5.6916478e-05,5.0580312e-05,-5.6916478e-05,0.00037594607,0.55416013,0.44270016,0.55416013,0.00034638607,0.00040717207,0.00059421183,637,2.354353e-05,False
GBPUSD,breakout_low,24,new_york,late_session,inside_new_york,2,8.5860347e-05,9.2982891e-05,-8.5860347e-05,0.00050482761,0.59654631,0.40188383,0.59654631,0.00046109759,0.00055323079,0.00086340798,637,3.420947e-05,False
GBPUSD,breakout_low,24,new_york,late_session,inside_new_york,4,0.00013572579,0.00014769631,-0.00013572579,0.00063312238,0.6043956,0.39403454,0.6043956,0.00059161945,0.00072894786,0.0010794395,637,4.2768951e-05,False
GBPUSD,breakout_low,24,new_york,late_session,inside_new_york,8,0.00017690704,0.00017819154,-0.00017690704,0.00077370319,0.60596546,0.39246468,0.60596546,0.00075811958,0.00093074711,0.0013021806,637,5.1594273e-05,False
GBPUSD,breakout_low,24,new_york,late_session,london_to_new_york_boundary,1,0.00034374502,0.00034374502,-0.00034374502,0.00034374502,1,0,1,0,0.000597169,1.1586241e-05,2,8.1927097e-06,True
GBPUSD,breakout_low,24,new_york,late_session,london_to_new_york_boundary,2,0.00055422752,0.00055422752,-0.00055422752,0.00055422752,1,0,1,0,0.0010816009,0.00037558736,2,0.00026558037,True
GBPUSD,breakout_low,24,new_york,late_session,london_to_new_york_boundary,4,0.00090388804,0.00090388804,-0.00090388804,0.00090388804,1,0,1,0,0.0013507298,0.00090580028,2,0.00064049752,True
GBPUSD,breakout_low,24,new_york,late_session,london_to_new_york_boundary,8,0.00047408082,0.00047408082,-0.00047408082,0.00047408082,0.5,0,0.5,1.8040447e-05,0.0013507298,0.00067045153,2,0.00047408082,True
GBPUSD,breakout_low,24,new_york,mid_session,inside_new_york,1,5.6621076e-05,4.7751446e-05,-5.6621076e-05,0.00053330034,0.54475309,0.4529321,0.54475309,0.00054055285,0.00055822807,0.00082726464,1296,2.2979573e-05,False
GBPUSD,breakout_low,24,new_york,mid_session,inside_new_york,2,0.0001291339,0.00011978184,-0.0001291339,0.00077227637,0.56558642,0.43364198,0.56558642,0.00072454369,0.00080104673,0.0011606362,1296,3.2239895e-05,False
GBPUSD,breakout_low,24,new_york,mid_session,inside_new_york,4,0.00010586728,0.00011340344,-0.00010586728,0.0010304671,0.54166667,0.45601852,0.54166667,0.0010130022,0.0010853679,0.0015011335,1296,4.1698153e-05,False
GBPUSD,breakout_low,24,new_york,mid_session,inside_new_york,8,0.00018945548,8.95455e-05,-0.00018945548,0.0013014099,0.53626543,0.46219136,0.53626543,0.0013062137,0.0014210356,0.0019247545,1296,5.3465402e-05,False
GBPUSD,breakout_low,24,new_york,mid_session,london_to_new_york_boundary,1,0.00025478292,0.00025478292,-0.00025478292,0.00050314785,0.5,0.5,0.5,0.0001324613,0.00069405506,0.00071155851,2,0.00050314785,True
GBPUSD,breakout_low,24,new_york,mid_session,london_to_new_york_boundary,2,0.00038180932,0.00038180932,-0.00038180932,0.00038180932,1,0,1,0.0001324613,0.00069405506,0.00039360948,2,0.00027832393,True
GBPUSD,breakout_low,24,new_york,mid_session,london_to_new_york_boundary,4,0.00098037934,0.00098037934,-0.00098037934,0.00098037934,1,0,1,0.0001324613,0.0011928546,0.00015899488,2,0.00011242636,True
GBPUSD,breakout_low,24,new_york,mid_session,london_to_new_york_boundary,8,0.0011675342,0.0011675342,-0.0011675342,0.0011675342,1,0,1,0.0001324613,0.0015817067,0.00015836828,2,0.00011198329,True
GBPUSD,breakout_low,48,asia,early_session,inside_asia,1,-1.4325482e-05,2.3137998e-05,1.4325482e-05,0.00042364575,0.53174603,0.46296296,0.53174603,0.0003962953,0.0003636952,0.0018334757,378,9.4303812e-05,False
GBPUSD,breakout_low,48,asia,early_session,inside_asia,2,-1.1632692e-06,5.2432957e-05,1.1632692e-06,0.00047859365,0.53703704,0.46031746,0.53703704,0.00052738552,0.0004640729,0.0013593188,378,6.9915815e-05,False
GBPUSD,breakout_low,48,asia,early_session,inside_asia,4,8.85408e-05,0.00010285509,-8.85408e-05,0.0006176769,0.58201058,0.41798942,0.58201058,0.00066924903,0.00063830781,0.0014247976,378,7.3283681e-05,False
GBPUSD,breakout_low,48,asia,early_session,inside_asia,8,0.00011089734,0.00011027999,-0.00011089734,0.00079674397,0.56084656,0.43915344,0.56084656,0.00084209152,0.00086125168,0.0015120354,378,7.7770707e-05,False
GBPUSD,breakout_low,48,asia,late_session,inside_asia,1,-8.5416375e-06,2.5737092e-05,8.5416375e-06,0.0003929818,0.53735256,0.4587156,0.53735256,0.00042195879,0.00038215696,0.0005698437,763,2.0629727e-05,False
GBPUSD,breakout_low,48,asia,late_session,inside_asia,2,-1.1193233e-05,2.4351143e-05,1.1193233e-05,0.00058324844,0.5163827,0.47968545,0.5163827,0.00061494231,0.00055638682,0.00082365138,763,2.9818182e-05,False
GBPUSD,breakout_low,48,asia,late_session,inside_asia,4,4.6962257e-06,5.4025894e-05,-4.6962257e-06,0.0008842428,0.52293578,0.47706422,0.52293578,0.00090215218,0.00086313427,0.0012312605,763,4.4574621e-05,False
GBPUSD,breakout_low,48,asia,late_session,inside_asia,8,5.615146e-05,5.3876988e-05,-5.615146e-05,0.0013798376,0.50720839,0.491481,0.50720839,0.0013739894,0.0013652418,0.0019011024,763,6.8824527e-05,False
GBPUSD,breakout_low,48,asia,mid_session,inside_asia,1,4.1182409e-05,5.3201645e-05,-4.1182409e-05,0.00026939559,0.55519481,0.43831169,0.55519481,0.00023028415,0.00028598376,0.0004031869,308,2.2973706e-05,False
GBPUSD,breakout_low,48,asia,mid_session,inside_asia,2,9.2676861e-05,9.2719225e-05,-9.2676861e-05,0.00034589109,0.63961039,0.3538961,0.63961039,0.00030715748,0.0003960454,0.00051929551,308,2.9589608e-05,False
GBPUSD,breakout_low,48,asia,mid_session,inside_asia,4,0.00014893194,0.00015242252,-0.00014893194,0.00046204185,0.62987013,0.36363636,0.62987013,0.00041297198,0.00054267872,0.00071991156,308,4.1020768e-05,False
GBPUSD,breakout_low,48,asia,mid_session,inside_asia,8,0.00024306539,0.00020813418,-0.00024306539,0.00070858283,0.62337662,0.37337662,0.62337662,0.00062071234,0.00086886399,0.0013066329,308,7.4452321e-05,False
GBPUSD,breakout_low,48,london,early_session,asia_to_london_boundary,1,3.8161958e-05,8.5621436e-05,-3.8161958e-05,0.00054287185,0.54927302,0.44911147,0.54927302,0.00053722708,0.00053478315,0.00074649326,619,3.0004098e-05,False
GBPUSD,breakout_low,48,london,early_session,asia_to_london_boundary,2,4.3723051e-05,0.00010788152,-4.3723051e-05,0.0007414443,0.54927302,0.44911147,0.54927302,0.00075569907,0.00074339699,0.0010189744,619,4.095604e-05,False
GBPUSD,breakout_low,48,london,early_session,asia_to_london_boundary,4,-1.6095782e-05,7.2634412e-05,1.6095782e-05,0.0010896209,0.51696284,0.47980614,0.51696284,0.0011151273,0.0010765391,0.0015759548,619,6.3342971e-05,False
GBPUSD,breakout_low,48,london,early_session,asia_to_london_boundary,8,-0.00010044902,-0.00011203227,0.00010044902,0.001533673,0.48626817,0.51373183,0.48626817,0.001550837,0.0014629893,0.0021892099,619,8.7991777e-05,False
GBPUSD,breakout_low,48,london,early_session,inside_london,1,5.7170137e-06,3.9644616e-05,-5.7170137e-06,0.00055707093,0.52592593,0.47407407,0.52592593,0.00059308451,0.00053205696,0.00077208805,540,3.322538e-05,False
GBPUSD,breakout_low,48,london,early_session,inside_london,2,2.7471297e-05,0.00012616752,-2.7471297e-05,0.00077391597,0.56296296,0.43703704,0.56296296,0.00080573979,0.00075956019,0.001090933,540,4.6946281e-05,False
GBPUSD,breakout_low,48,london,early_session,inside_london,4,-4.7583185e-06,1.6389501e-05,4.7583185e-06,0.0010328091,0.50740741,0.48888889,0.50740741,0.0010887954,0.0010619198,0.0014566266,540,6.2683228e-05,False
GBPUSD,breakout_low,48,london,early_session,inside_london,8,-7.9163959e-06,9.8561096e-05,7.9163959e-06,0.0013504785,0.53518519,0.46481481,0.53518519,0.0014450807,0.0013836762,0.0018688366,540,8.0421921e-05,False
GBPUSD,breakout_low,48,london,late_session,inside_london,1,4.8608098e-05,4.7890206e-05,-4.8608098e-05,0.00059074964,0.54092072,0.45652174,0.54092072,0.00059872055,0.00059170571,0.00086458007,782,3.091732e-05,False
GBPUSD,breakout_low,48,london,late_session,inside_london,2,5.6097739e-05,4.718534e-05,-5.6097739e-05,0.00080522721,0.5230179,0.4769821,0.5230179,0.00082288507,0.00085294661,0.0011725203,782,4.192924e-05,False
GBPUSD,breakout_low,48,london,late_session,inside_london,4,4.7188023e-05,1.8043822e-05,-4.7188023e-05,0.001180092,0.51023018,0.48849105,0.51023018,0.0011941392,0.0012207883,0.0016559377,782,5.921621e-05,False
GBPUSD,breakout_low,48,london,late_session,inside_london,8,0.00016140796,4.1792756e-05,-0.00016140796,0.001787177,0.50767263,0.49232737,0.50767263,0.0016977893,0.0018707667,0.0024184538,782,8.648373e-05,False
GBPUSD,breakout_low,48,london,mid_session,asia_to_london_boundary,1,0.00029999803,0.00029999803,-0.00029999803,0.00029999803,1,0,1,0.0001302623,0.00072631101,,1,,True
GBPUSD,breakout_low,48,london,mid_session,asia_to_london_boundary,2,0.00027236663,0.00027236663,-0.00027236663,0.00027236663,1,0,1,0.0001302623,0.00072631101,,1,,True
GBPUSD,breakout_low,48,london,mid_session,asia_to_london_boundary,4,0.0012710443,0.0012710443,-0.0012710443,0.0012710443,1,0,1,0.0001302623,0.0014210433,,1,,True
GBPUSD,breakout_low,48,london,mid_session,asia_to_london_boundary,8,0.0016855152,0.0016855152,-0.0016855152,0.0016855152,1,0,1,0.0001302623,0.0021947224,,1,,True
GBPUSD,breakout_low,48,london,mid_session,inside_london,1,1.3983774e-05,1.6106885e-05,-1.3983774e-05,0.00049805938,0.51851852,0.48020434,0.51851852,0.00052479509,0.00051790264,0.0006981816,783,2.4950975e-05,False
GBPUSD,breakout_low,48,london,mid_session,inside_london,2,3.2179108e-05,7.3690459e-05,-3.2179108e-05,0.00071178069,0.53512133,0.46232439,0.53512133,0.00072531532,0.00072161102,0.0009606055,783,3.432924e-05,False
GBPUSD,breakout_low,48,london,mid_session,inside_london,4,-4.0477432e-05,7.4829451e-05,4.0477432e-05,0.0010038065,0.52234994,0.47765006,0.52234994,0.0010496832,0.0010091857,0.0013739563,783,4.9101194e-05,False
GBPUSD,breakout_low,48,london,mid_session,inside_london,8,-6.6121798e-05,-3.5593663e-05,6.6121798e-05,0.0015142354,0.48659004,0.51213282,0.48659004,0.0015642176,0.0014940981,0.0019586418,783,6.9996148e-05,False
GBPUSD,breakout_low,48,new_york,early_session,inside_new_york,1,-1.305758e-06,0,1.305758e-06,0.00060541975,0.49773071,0.49924357,0.49773071,0.00063522507,0.00060779785,0.00083694924,661,3.2553552e-05,False
GBPUSD,breakout_low,48,new_york,early_session,inside_new_york,2,-9.2026183e-06,0,9.2026183e-06,0.0008410602,0.49621785,0.49924357,0.49621785,0.0008945531,0.00087252204,0.0012007417,661,4.6703437e-05,False
GBPUSD,breakout_low,48,new_york,early_session,inside_new_york,4,-3.8251759e-05,7.897054e-06,3.8251759e-05,0.0012049658,0.50529501,0.49319213,0.50529501,0.0012470207,0.0012224086,0.0016688382,661,6.4910284e-05,False
GBPUSD,breakout_low,48,new_york,early_session,inside_new_york,8,-1.7034656e-05,2.5482994e-05,1.7034656e-05,0.0016315872,0.50226929,0.49621785,0.50226929,0.0018080639,0.0016391879,0.0023340616,661,9.0784473e-05,False
GBPUSD,breakout_low,48,new_york,early_session,london_to_new_york_boundary,1,0.0001778136,7.4816994e-05,-0.0001778136,0.00063050629,0.52727273,0.47272727,0.52727273,0.00041256956,0.00063805851,0.0010364128,55,0.00013974988,False
GBPUSD,breakout_low,48,new_york,early_session,london_to_new_york_boundary,2,0.00025794551,8.444961e-05,-0.00025794551,0.00078832745,0.52727273,0.47272727,0.52727273,0.00058040694,0.00080408873,0.001188936,55,0.0001603161,False
GBPUSD,breakout_low,48,new_york,early_session,london_to_new_york_boundary,4,0.00029709027,0.00017100407,-0.00029709027,0.00094293965,0.6,0.4,0.6,0.00078690537,0.0011262546,0.0014422172,55,0.00019446853,False
GBPUSD,breakout_low,48,new_york,early_session,london_to_new_york_boundary,8,0.00034473009,0.00014569156,-0.00034473009,0.0013480736,0.56363636,0.43636364,0.56363636,0.0011252326,0.0014651791,0.0019666631,55,0.00026518479,False
GBPUSD,breakout_low,48,new_york,late_session,inside_new_york,1,4.5898057e-05,4.6417796e-05,-4.5898057e-05,0.00038328908,0.53598015,0.45905707,0.53598015,0.00037313211,0.00041762463,0.00060568399,403,3.0171269e-05,False
GBPUSD,breakout_low,48,new_york,late_session,inside_new_york,2,9.2459678e-05,8.6700907e-05,-9.2459678e-05,0.00053666476,0.58312655,0.41439206,0.58312655,0.00049550604,0.00057442353,0.00091453856,403,4.555641e-05,False
GBPUSD,breakout_low,48,new_york,late_session,inside_new_york,4,0.00012299314,0.00013173087,-0.00012299314,0.00066208072,0.5955335,0.40198511,0.5955335,0.00063860366,0.00076434934,0.001139956,403,5.6785253e-05,False
GBPUSD,breakout_low,48,new_york,late_session,inside_new_york,8,0.00019562699,0.00020766499,-0.00019562699,0.00081940726,0.60545906,0.39205955,0.60545906,0.00080460323,0.00098364384,0.0014164123,403,7.0556523e-05,False
GBPUSD,breakout_low,48,new_york,late_session,london_to_new_york_boundary,1,0.00035193773,0.00035193773,-0.00035193773,0.00035193773,1,0,1,0,0.00039334217,,1,,True
GBPUSD,breakout_low,48,new_york,late_session,london_to_new_york_boundary,2,0.00081980788,0.00081980788,-0.00081980788,0.00081980788,1,0,1,0,0.001362206,,1,,True
GBPUSD,breakout_low,48,new_york,late_session,london_to_new_york_boundary,4,0.0015443856,0.0015443856,-0.0015443856,0.0015443856,1,0,1,0,0.0019004637,,1,,True
GBPUSD,breakout_low,48,new_york,late_session,london_to_new_york_boundary,8,0.00094816164,0.00094816164,-0.00094816164,0.00094816164,1,0,1,0,0.0019004637,,1,,True
GBPUSD,breakout_low,48,new_york,mid_session,inside_new_york,1,6.8633324e-05,5.3953794e-05,-6.8633324e-05,0.00055608038,0.555,0.444,0.555,0.00055482949,0.00058961022,0.0008494187,1000,2.6860978e-05,False
GBPUSD,breakout_low,48,new_york,mid_session,inside_new_york,2,0.00013590564,0.00013908574,-0.00013590564,0.00080739274,0.571,0.428,0.571,0.00074860372,0.00083551968,0.0012147906,1000,3.8415053e-05,False
GBPUSD,breakout_low,48,new_york,mid_session,inside_new_york,4,0.00012270601,0.00013594775,-0.00012270601,0.0010521279,0.547,0.451,0.547,0.0010331841,0.0011171154,0.0015130628,1000,4.7847248e-05,False
GBPUSD,breakout_low,48,new_york,mid_session,inside_new_york,8,0.00021206105,9.2469839e-05,-0.00021206105,0.0013428378,0.536,0.462,0.536,0.0013248221,0.0014702435,0.0019695319,1000,6.2282067e-05,False
GBPUSD,breakout_low,48,new_york,mid_session,london_to_new_york_boundary,1,0.00025478292,0.00025478292,-0.00025478292,0.00050314785,0.5,0.5,0.5,0.0001324613,0.00069405506,0.00071155851,2,0.00050314785,True
GBPUSD,breakout_low,48,new_york,mid_session,london_to_new_york_boundary,2,0.00038180932,0.00038180932,-0.00038180932,0.00038180932,1,0,1,0.0001324613,0.00069405506,0.00039360948,2,0.00027832393,True
GBPUSD,breakout_low,48,new_york,mid_session,london_to_new_york_boundary,4,0.00098037934,0.00098037934,-0.00098037934,0.00098037934,1,0,1,0.0001324613,0.0011928546,0.00015899488,2,0.00011242636,True
GBPUSD,breakout_low,48,new_york,mid_session,london_to_new_york_boundary,8,0.0011675342,0.0011675342,-0.0011675342,0.0011675342,1,0,1,0.0001324613,0.0015817067,0.00015836828,2,0.00011198329,True
GBPUSD,breakout_low,96,asia,early_session,inside_asia,1,-3.408166e-05,5.3047785e-05,3.408166e-05,0.00052937251,0.56277056,0.43290043,0.56277056,0.00048169481,0.00041663227,0.0023308523,231,0.00015335883,False
GBPUSD,breakout_low,96,asia,early_session,inside_asia,2,-3.4940679e-05,5.5490156e-05,3.4940679e-05,0.00055713035,0.53679654,0.45887446,0.53679654,0.00063296487,0.00051326257,0.0017010868,231,0.0001119233,False
GBPUSD,breakout_low,96,asia,early_session,inside_asia,4,3.1374018e-05,7.4299144e-05,-3.1374018e-05,0.00070111936,0.56277056,0.43722944,0.56277056,0.00080731864,0.00067788398,0.0017515809,231,0.00011524556,False
GBPUSD,breakout_low,96,asia,early_session,inside_asia,8,7.1953023e-05,7.6445525e-05,-7.1953023e-05,0.00086188529,0.53246753,0.46753247,0.53246753,0.00096969372,0.00088560911,0.0017567321,231,0.00011558448,False
GBPUSD,breakout_low,96,asia,late_session,inside_asia,1,-1.0526939e-05,3.4504169e-05,1.0526939e-05,0.00045347439,0.55666667,0.44,0.55666667,0.00048862325,0.00044370121,0.00065245304,300,3.7669394e-05,False
GBPUSD,breakout_low,96,asia,late_session,inside_asia,2,1.3995466e-05,2.7203127e-05,-1.3995466e-05,0.00066210882,0.52,0.47666667,0.52,0.0007013787,0.00063741272,0.00093683967,300,5.4088464e-05,False
GBPUSD,breakout_low,96,asia,late_session,inside_asia,4,2.6554617e-05,5.7621628e-05,-2.6554617e-05,0.0010068021,0.52,0.48,0.52,0.0010235937,0.00097247653,0.0014065252,300,8.1205773e-05,False
GBPUSD,breakout_low,96,asia,late_session,inside_asia,8,6.9028792e-05,0.00014557624,-6.9028792e-05,0.0015305198,0.52,0.47666667,0.52,0.001527504,0.001514544,0.0021338003,300,0.00012319502,False
GBPUSD,breakout_low,96,asia,mid_session,inside_asia,1,7.9090486e-06,2.3530335e-05,-7.9090486e-06,0.00028472486,0.52413793,0.47586207,0.52413793,0.00026852419,0.00029810209,0.00040515798,145,3.3646539e-05,False
GBPUSD,breakout_low,96,asia,mid_session,inside_asia,2,6.3398577e-05,7.9225492e-05,-6.3398577e-05,0.00039039715,0.6,0.39310345,0.6,0.00037215813,0.00042431352,0.00059077938,145,4.9061557e-05,False
GBPUSD,breakout_low,96,asia,mid_session,inside_asia,4,8.3141594e-05,0.00013473511,-8.3141594e-05,0.00050532365,0.62758621,0.37241379,0.62758621,0.00050270209,0.0005679966,0.00080418605,145,6.6784016e-05,False
GBPUSD,breakout_low,96,asia,mid_session,inside_asia,8,0.00026400779,0.00029835132,-0.00026400779,0.00070868523,0.68275862,0.31724138,0.68275862,0.00064620243,0.00088374821,0.0010158509,145,8.4361822e-05,False
GBPUSD,breakout_low,96,london,early_session,asia_to_london_boundary,1,3.4329138e-05,4.0994695e-05,-3.4329138e-05,0.00059671456,0.53264605,0.46391753,0.53264605,0.00057122384,0.00056123939,0.00083666259,291,4.9046029e-05,False
GBPUSD,breakout_low,96,london,early_session,asia_to_london_boundary,2,4.7078731e-05,0.00013860118,-4.7078731e-05,0.00078289973,0.56357388,0.43642612,0.56357388,0.00079149397,0.00076979304,0.0010786882,291,6.3233821e-05,False
GBPUSD,breakout_low,96,london,early_session,asia_to_london_boundary,4,-3.9153214e-05,7.2634412e-05,3.9153214e-05,0.0011261865,0.52233677,0.4742268,0.52233677,0.0011741199,0.0010912053,0.0016925251,291,9.9217578e-05,False
GBPUSD,breakout_low,96,london,early_session,asia_to_london_boundary,8,-0.00021020332,-8.3931176e-05,0.00021020332,0.0016768427,0.48453608,0.51546392,0.48453608,0.0016778868,0.0014930643,0.0024470835,291,0.00014345057,False
GBPUSD,breakout_low,96,london,early_session,inside_london,1,7.9202997e-05,0.0001339537,-7.9202997e-05,0.00056241324,0.56870229,0.43129771,0.56870229,0.00058504715,0.00057341763,0.00073970111,262,4.5698887e-05,False
GBPUSD,breakout_low,96,london,early_session,inside_london,2,9.8272898e-05,0.00017159541,-9.8272898e-05,0.00074711738,0.58396947,0.41603053,0.58396947,0.00078427674,0.00081226909,0.00097739461,262,6.0383641e-05,False
GBPUSD,breakout_low,96,london,early_session,inside_london,4,9.9792265e-05,1.7176602e-05,-9.9792265e-05,0.001012471,0.50381679,0.49236641,0.50381679,0.0010363825,0.0011612055,0.0013541058,262,8.3656938e-05,False
GBPUSD,breakout_low,96,london,early_session,inside_london,8,5.7433863e-05,9.8561096e-05,-5.7433863e-05,0.0014197278,0.55343511,0.44656489,0.55343511,0.0014519146,0.001534062,0.0018978597,262,0.00011725016,False
GBPUSD,breakout_low,96,london,late_session,inside_london,1,5.7485776e-05,7.9701699e-05,-5.7485776e-05,0.00060846991,0.56,0.438,0.56,0.0006069087,0.00060750548,0.00085545225,500,3.8256988e-05,False
GBPUSD,breakout_low,96,london,late_session,inside_london,2,3.6842783e-05,8.3727601e-05,-3.6842783e-05,0.0008099033,0.538,0.462,0.538,0.00083733056,0.00086321181,0.0011429563,500,5.111456e-05,False
GBPUSD,breakout_low,96,london,late_session,inside_london,4,3.164808e-05,6.1551206e-05,-3.164808e-05,0.0012455051,0.514,0.486,0.514,0.0012360661,0.0012614596,0.001690658,500,7.5608526e-05,False
GBPUSD,breakout_low,96,london,late_session,inside_london,8,0.00011602266,5.1369194e-05,-0.00011602266,0.0018196967,0.51,0.49,0.51,0.0017534805,0.0018986502,0.002433143,500,0.00010881346,False
GBPUSD,breakout_low,96,london,mid_session,inside_london,1,-3.9607115e-06,-2.3882934e-05,3.9607115e-06,0.00052421979,0.48868778,0.50904977,0.48868778,0.00053576991,0.00052762836,0.00073990676,442,3.5193775e-05,False
GBPUSD,breakout_low,96,london,mid_session,inside_london,2,-4.5437749e-06,7.8602065e-06,4.5437749e-06,0.00072247049,0.50904977,0.48642534,0.50904977,0.00075382397,0.00071217364,0.00097643541,442,4.6444296e-05,False
GBPUSD,breakout_low,96,london,mid_session,inside_london,4,-0.00013560453,-6.4410214e-05,0.00013560453,0.0010515611,0.47511312,0.52488688,0.47511312,0.0011145829,0.00098775297,0.0013571628,442,6.4553651e-05,False
GBPUSD,breakout_low,96,london,mid_session,inside_london,8,-0.00018380094,-9.2064696e-05,0.00018380094,0.0015752322,0.46606335,0.53167421,0.46606335,0.0016792091,0.0014405444,0.0020070517,442,9.5465712e-05,False
GBPUSD,breakout_low,96,new_york,early_session,inside_new_york,1,1.5544299e-05,2.8218069e-05,-1.5544299e-05,0.00060471792,0.51456311,0.48349515,0.51456311,0.00063117337,0.00061330306,0.00081345078,515,3.5844924e-05,False
GBPUSD,breakout_low,96,new_york,early_session,inside_new_york,2,1.7270728e-05,7.2703062e-05,-1.7270728e-05,0.0008244096,0.5223301,0.47184466,0.5223301,0.00087548006,0.00088205183,0.0011437431,515,5.0399342e-05,False
GBPUSD,breakout_low,96,new_york,early_session,inside_new_york,4,-1.7302113e-05,5.9688901e-05,1.7302113e-05,0.0011930864,0.52427184,0.47572816,0.52427184,0.0012278987,0.0012349388,0.0016369454,515,7.2132431e-05,False
GBPUSD,breakout_low,96,new_york,early_session,inside_new_york,8,-5.9989708e-05,-3.0611347e-05,5.9989708e-05,0.0016691947,0.49320388,0.50485437,0.49320388,0.0018257806,0.0016520354,0.00242993,515,0.00010707551,False
GBPUSD,breakout_low,96,new_york,early_session,london_to_new_york_boundary,1,0.0001757986,-1.1501656e-05,-0.0001757986,0.0006552887,0.48979592,0.51020408,0.48979592,0.00042442402,0.00063441875,0.0010853676,49,0.00015505251,False
