pair,event_type,lookback_window,session,session_subcontext,transition_context,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
ALL,breakout_low,48,new_york,early_session,inside_new_york,1,2.1842584e-05,3.4219195e-05,-2.1842584e-05,0.00057919136,0.52307692,0.47355769,0.52307692,0.00059972643,0.00058515548,0.00093600064,2080,2.0523172e-05,False
ALL,breakout_low,48,new_york,early_session,inside_new_york,2,1.2338649e-05,1.0682468e-05,-1.2338649e-05,0.00080095547,0.50625,0.48846154,0.50625,0.00084957938,0.00083015165,0.0012446948,2080,2.7291738e-05,False
ALL,breakout_low,48,new_york,early_session,inside_new_york,4,-4.5478792e-05,-1.9732708e-05,4.5478792e-05,0.0011448243,0.49326923,0.50576923,0.49326923,0.0012053204,0.0011531642,0.0016572506,2080,3.6337623e-05,False
ALL,breakout_low,48,new_york,early_session,inside_new_york,8,-2.5873623e-05,2.446228e-05,2.5873623e-05,0.0015602557,0.50240385,0.49711538,0.50240385,0.0016690932,0.0015462499,0.0022305756,2080,4.8908606e-05,False
ALL,breakout_low,48,new_york,early_session,london_to_new_york_boundary,1,7.4043311e-05,9.5550564e-05,-7.4043311e-05,0.00064368637,0.5959596,0.4040404,0.5959596,0.00057923225,0.0006094532,0.0016340608,198,0.00011612764,False
ALL,breakout_low,48,new_york,early_session,london_to_new_york_boundary,2,0.00013574882,0.00012146869,-0.00013574882,0.00076583291,0.6010101,0.39393939,0.6010101,0.00072441592,0.00075654839,0.0016681232,198,0.00011854836,False
ALL,breakout_low,48,new_york,early_session,london_to_new_york_boundary,4,0.00017971853,0.00019901751,-0.00017971853,0.00087569039,0.63636364,0.36363636,0.63636364,0.00092159512,0.00098678349,0.0015286182,198,0.00010863416,False
ALL,breakout_low,48,new_york,early_session,london_to_new_york_boundary,8,0.00018255712,0.00015312522,-0.00018255712,0.0013402235,0.55050505,0.44949495,0.55050505,0.0013707833,0.0013656727,0.0020141892,198,0.00014314219,False
ALL,breakout_low,48,new_york,late_session,inside_new_york,1,4.9103907e-05,6.3430215e-05,-4.9103907e-05,0.0003766737,0.57824268,0.41338912,0.57824268,0.00036564486,0.000417379,0.00063391254,1195,1.8337722e-05,False
ALL,breakout_low,48,new_york,late_session,inside_new_york,2,7.7178367e-05,9.408152e-05,-7.7178367e-05,0.0005147916,0.57656904,0.41924686,0.57656904,0.00050303211,0.00056474942,0.00091934297,1195,2.6594609e-05,False
ALL,breakout_low,48,new_york,late_session,inside_new_york,4,0.00013676444,0.00012845097,-0.00013676444,0.00064950404,0.59497908,0.40167364,0.59497908,0.00063495867,0.00074136925,0.001077416,1195,3.1167321e-05,False
ALL,breakout_low,48,new_york,late_session,inside_new_york,8,0.00023412821,0.00024601314,-0.00023412821,0.0008075273,0.63430962,0.36401674,0.63430962,0.00078036002,0.00095404884,0.001371971,1195,3.9688161e-05,False
ALL,breakout_low,48,new_york,late_session,london_to_new_york_boundary,1,-3.0642706e-05,-3.0642706e-05,3.0642706e-05,0.00038258043,0.5,0.5,0.5,0.00027716186,0.00076863238,0.00054105044,2,0.00038258043,True
ALL,breakout_low,48,new_york,late_session,london_to_new_york_boundary,2,-0.00022000938,-0.00022000938,0.00022000938,0.0010398173,0.5,0.5,0.5,0.00094486999,0.0012530643,0.0014705237,2,0.0010398173,True
ALL,breakout_low,48,new_york,late_session,london_to_new_york_boundary,4,0.00077723209,0.00077723209,-0.00077723209,0.00077723209,1,0,1,0.00094486999,0.0015221932,0.0010849188,2,0.00076715347,True
ALL,breakout_low,48,new_york,late_session,london_to_new_york_boundary,8,-0.0002314221,-0.0002314221,0.0002314221,0.0011795837,0.5,0.5,0.5,0.00094486999,0.0015221932,0.0016681833,2,0.0011795837,True
ALL,breakout_low,48,new_york,mid_session,inside_new_york,1,4.1316789e-05,6.0345317e-05,-4.1316789e-05,0.0005081997,0.55382003,0.4417657,0.55382003,0.0005206495,0.00051775717,0.00078609238,2945,1.4485415e-05,False
ALL,breakout_low,48,new_york,mid_session,inside_new_york,2,5.9634305e-05,6.3166349e-05,-5.9634305e-05,0.00070929753,0.53616299,0.46044143,0.53616299,0.00071068423,0.00071802717,0.0010763418,2945,1.9833875e-05,False
ALL,breakout_low,48,new_york,mid_session,inside_new_york,4,6.2878553e-05,9.2516352e-05,-6.2878553e-05,0.00093437202,0.5344652,0.46383701,0.5344652,0.00095503586,0.00096667528,0.0014278064,2945,2.6310353e-05,False
ALL,breakout_low,48,new_york,mid_session,inside_new_york,8,0.00012481294,7.9206666e-05,-0.00012481294,0.0011803572,0.52801358,0.46960951,0.52801358,0.0012072881,0.0012675558,0.001768124,2945,3.2581425e-05,False
ALL,breakout_low,48,new_york,mid_session,london_to_new_york_boundary,1,0.00018838787,5.5597769e-05,-0.00018838787,0.00035396449,0.66666667,0.33333333,0.66666667,0.00014853845,0.00048586911,0.00051612272,3,0.00029798359,True
ALL,breakout_low,48,new_york,mid_session,london_to_new_york_boundary,2,0.00033330305,0.00023629052,-0.00033330305,0.00033330305,1,0,1,0.00014853845,0.00054918879,0.00029072802,3,0.0001678519,True
ALL,breakout_low,48,new_york,mid_session,london_to_new_york_boundary,4,0.00076323738,0.00086795298,-0.00076323738,0.00076323738,1,0,1,0.00023347948,0.00093577522,0.000392545,3,0.00022663596,True
ALL,breakout_low,48,new_york,mid_session,london_to_new_york_boundary,8,0.0010625225,0.001055551,-0.0010625225,0.0010625225,1,0,1,0.00023347948,0.001352537,0.00021359455,3,0.00012331887,True
ALL,breakout_low,96,asia,early_session,inside_asia,1,-2.2485736e-05,5.0448132e-05,2.2485736e-05,0.00048676297,0.54231626,0.4532294,0.54231626,0.00049801509,0.00042128389,0.0013846816,898,4.6207424e-05,False
ALL,breakout_low,96,asia,early_session,inside_asia,2,-2.5453593e-05,5.9605097e-05,2.5453593e-05,0.00059667978,0.54565702,0.45100223,0.54565702,0.00066352523,0.00055942961,0.0012715997,898,4.2433832e-05,False
ALL,breakout_low,96,asia,early_session,inside_asia,4,3.324727e-05,7.1678314e-05,-3.324727e-05,0.00074652334,0.54454343,0.45100223,0.54454343,0.00084293705,0.00075065338,0.0013395806,898,4.4702385e-05,False
ALL,breakout_low,96,asia,early_session,inside_asia,8,5.7005892e-05,3.7854699e-05,-5.7005892e-05,0.0009844496,0.51336303,0.48329621,0.51336303,0.0010587952,0.0010129629,0.001618491,898,5.4009743e-05,False
ALL,breakout_low,96,asia,late_session,inside_asia,1,2.058479e-05,3.3848966e-05,-2.058479e-05,0.00042983274,0.54700855,0.44566545,0.54700855,0.0004445201,0.00043475147,0.00062180945,819,2.1727781e-05,False
ALL,breakout_low,96,asia,late_session,inside_asia,2,5.8149101e-05,5.5498618e-05,-5.8149101e-05,0.00061609208,0.54456654,0.45421245,0.54456654,0.0006246286,0.00061888799,0.00090584826,819,3.16529e-05,False
ALL,breakout_low,96,asia,late_session,inside_asia,4,7.9294953e-05,8.8983805e-05,-7.9294953e-05,0.00094183515,0.53846154,0.46153846,0.53846154,0.00091511073,0.00094738855,0.0013555849,819,4.7367968e-05,False
ALL,breakout_low,96,asia,late_session,inside_asia,8,1.7169981e-05,0.00010893865,-1.7169981e-05,0.0014618976,0.52380952,0.47496947,0.52380952,0.0014105085,0.001393554,0.002043005,819,7.138837e-05,False
ALL,breakout_low,96,asia,mid_session,inside_asia,1,6.9135516e-06,2.325275e-05,-6.9135516e-06,0.00038038577,0.52495379,0.4676525,0.52495379,0.00039537736,0.00037233762,0.00067004946,541,2.8807676e-05,False
ALL,breakout_low,96,asia,mid_session,inside_asia,2,-2.4097527e-06,5.112394e-05,2.4097527e-06,0.0005034321,0.54713494,0.44731978,0.54713494,0.00054432801,0.00048996537,0.0008947283,541,3.8467374e-05,False
ALL,breakout_low,96,asia,mid_session,inside_asia,4,4.1558834e-06,0.00011681652,-4.1558834e-06,0.00066338555,0.5767098,0.4232902,0.5767098,0.00072662456,0.00066510656,0.0010653058,541,4.5801075e-05,False
ALL,breakout_low,96,asia,mid_session,inside_asia,8,7.7812032e-05,0.00016292736,-7.7812032e-05,0.00087680671,0.57486137,0.42513863,0.57486137,0.00096161196,0.00092029758,0.0014225997,541,6.1162339e-05,False
ALL,breakout_low,96,london,early_session,asia_to_london_boundary,1,1.6490723e-05,4.6915918e-05,-1.6490723e-05,0.00053897491,0.52932761,0.46781116,0.52932761,0.00053184829,0.00051901629,0.0007703528,699,2.9137419e-05,False
ALL,breakout_low,96,london,early_session,asia_to_london_boundary,2,2.3743206e-05,0.00010040353,-2.3743206e-05,0.00074705957,0.54077253,0.45779685,0.54077253,0.00075680411,0.00070921344,0.001030193,699,3.8965478e-05,False
ALL,breakout_low,96,london,early_session,asia_to_london_boundary,4,-6.1376436e-05,2.3981007e-05,6.1376436e-05,0.0010580627,0.50786838,0.48640916,0.50786838,0.0011028697,0.00099957675,0.0015495905,699,5.8610897e-05,False
ALL,breakout_low,96,london,early_session,asia_to_london_boundary,8,-0.0002225828,-7.4743303e-05,0.0002225828,0.0014369627,0.48211731,0.51788269,0.48211731,0.001538602,0.0013011038,0.002093685,699,7.9190441e-05,False
ALL,breakout_low,96,london,early_session,inside_london,1,-5.7492225e-06,6.9354861e-05,5.7492225e-06,0.00055311984,0.54294032,0.45123726,0.54294032,0.00058080104,0.00049559379,0.00098479163,687,3.7572144e-05,False
ALL,breakout_low,96,london,early_session,inside_london,2,3.6749347e-05,7.4034589e-05,-3.6749347e-05,0.00070706461,0.5342067,0.4628821,0.5342067,0.00077220662,0.00070022062,0.0010408043,687,3.9709159e-05,False
ALL,breakout_low,96,london,early_session,inside_london,4,5.7635064e-05,7.3520508e-05,-5.7635064e-05,0.00088418766,0.54439592,0.45269287,0.54439592,0.00099359083,0.00098050174,0.0012900742,687,4.9219401e-05,False
ALL,breakout_low,96,london,early_session,inside_london,8,3.6761877e-05,0.00012886426,-3.6761877e-05,0.0011819012,0.55458515,0.44395924,0.55458515,0.0013141478,0.0012883512,0.0016852694,687,6.4297037e-05,False
ALL,breakout_low,96,london,late_session,inside_london,1,4.6733924e-05,5.1189938e-05,-4.6733924e-05,0.00054663139,0.54714065,0.44822257,0.54714065,0.00055565938,0.00055595975,0.00085632276,1294,2.3805119e-05,False
ALL,breakout_low,96,london,late_session,inside_london,2,4.2884124e-05,4.956344e-05,-4.2884124e-05,0.00076201088,0.5309119,0.4675425,0.5309119,0.00077205641,0.00079111747,0.0012232436,1294,3.4005237e-05,False
ALL,breakout_low,96,london,late_session,inside_london,4,2.7821945e-05,5.1562729e-05,-2.7821945e-05,0.0010969834,0.51931994,0.47913447,0.51931994,0.0011154955,0.0011324896,0.0016197638,1294,4.5028198e-05,False
ALL,breakout_low,96,london,late_session,inside_london,8,9.7958242e-05,6.2930131e-05,-9.7958242e-05,0.0016798793,0.51545595,0.48454405,0.51545595,0.0016407655,0.0017443626,0.002458284,1294,6.8338418e-05,False
ALL,breakout_low,96,london,mid_session,inside_london,1,1.3290123e-05,2.1934726e-05,-1.3290123e-05,0.00046956974,0.52767528,0.46771218,0.52767528,0.00047839545,0.00048429965,0.00072891146,1084,2.2139109e-05,False
ALL,breakout_low,96,london,mid_session,inside_london,2,2.0766985e-05,4.8105473e-05,-2.0766985e-05,0.00065250275,0.5295203,0.46863469,0.5295203,0.00066892436,0.00065459286,0.00093908123,1084,2.8522561e-05,False
ALL,breakout_low,96,london,mid_session,inside_london,4,-1.8322348e-05,7.1957611e-05,1.8322348e-05,0.0008843573,0.52859779,0.4704797,0.52859779,0.00094554631,0.00089363129,0.0012439546,1084,3.7782432e-05,False
ALL,breakout_low,96,london,mid_session,inside_london,8,-5.2308756e-05,6.3657255e-05,5.2308756e-05,0.0012971563,0.51752768,0.48062731,0.51752768,0.0013658528,0.0012890862,0.0018100749,1084,5.4977111e-05,False
ALL,breakout_low,96,new_york,early_session,inside_new_york,1,4.2130738e-05,4.5760726e-05,-4.2130738e-05,0.0005814458,0.53025374,0.46584255,0.53025374,0.00059567375,0.00059951101,0.00090187204,1537,2.3004245e-05,False
ALL,breakout_low,96,new_york,early_session,inside_new_york,2,4.5085931e-05,2.1672417e-05,-4.5085931e-05,0.00078881354,0.51333767,0.48015615,0.51333767,0.00083272906,0.00084898305,0.0012024976,1537,3.0672366e-05,False
ALL,breakout_low,96,new_york,early_session,inside_new_york,4,-1.9483037e-05,-1.1910906e-05,1.9483037e-05,0.0011392566,0.4964216,0.50292778,0.4964216,0.0011897915,0.0011632022,0.0016378683,1537,4.1777462e-05,False
ALL,breakout_low,96,new_york,early_session,inside_new_york,8,-2.1894323e-05,-1.9038626e-05,2.1894323e-05,0.0015730017,0.49577098,0.5035784,0.49577098,0.001654644,0.0015592377,0.0022788005,1537,5.8125859e-05,False
ALL,breakout_low,96,new_york,early_session,london_to_new_york_boundary,1,5.465091e-05,8.2874266e-05,-5.465091e-05,0.00070327073,0.58125,0.41875,0.58125,0.00065373749,0.00063573226,0.0017978469,160,0.00014213228,False
ALL,breakout_low,96,new_york,early_session,london_to_new_york_boundary,2,0.00011603257,0.00010566088,-0.00011603257,0.0008269211,0.5875,0.4125,0.5875,0.00080670884,0.00079428295,0.0018268591,160,0.0001444259,False
ALL,breakout_low,96,new_york,early_session,london_to_new_york_boundary,4,0.00015906236,0.00021781016,-0.00015906236,0.00091604532,0.625,0.375,0.625,0.0010161166,0.00099470517,0.0015796218,160,0.00012488007,False
ALL,breakout_low,96,new_york,early_session,london_to_new_york_boundary,8,0.00021440078,0.00017716457,-0.00021440078,0.0013838838,0.5625,0.4375,0.5625,0.0014317952,0.0013918731,0.0020860757,160,0.00016491876,False
ALL,breakout_low,96,new_york,late_session,inside_new_york,1,4.1437138e-05,5.5523507e-05,-4.1437138e-05,0.0003655101,0.56673114,0.4245648,0.56673114,0.00035977712,0.00040840228,0.00062705751,1034,1.9500561e-05,False
ALL,breakout_low,96,new_york,late_session,inside_new_york,2,7.4186518e-05,7.9298905e-05,-7.4186518e-05,0.00050982121,0.56576402,0.42940039,0.56576402,0.00050138309,0.0005537062,0.00090999969,1034,2.8299644e-05,False
ALL,breakout_low,96,new_york,late_session,inside_new_york,4,0.00012631244,0.00011025896,-0.00012631244,0.00064458795,0.58317215,0.4139265,0.58317215,0.0006343844,0.00072454788,0.0010749115,1034,3.3428158e-05,False
ALL,breakout_low,96,new_york,late_session,inside_new_york,8,0.00020858086,0.00022190652,-0.00020858086,0.00078705856,0.62282398,0.37524178,0.62282398,0.00078586642,0.00092739397,0.0013788243,1034,4.2879397e-05,False
ALL,breakout_low,96,new_york,late_session,london_to_new_york_boundary,1,-3.0642706e-05,-3.0642706e-05,3.0642706e-05,0.00038258043,0.5,0.5,0.5,0.00027716186,0.00076863238,0.00054105044,2,0.00038258043,True
ALL,breakout_low,96,new_york,late_session,london_to_new_york_boundary,2,-0.00022000938,-0.00022000938,0.00022000938,0.0010398173,0.5,0.5,0.5,0.00094486999,0.0012530643,0.0014705237,2,0.0010398173,True
ALL,breakout_low,96,new_york,late_session,london_to_new_york_boundary,4,0.00077723209,0.00077723209,-0.00077723209,0.00077723209,1,0,1,0.00094486999,0.0015221932,0.0010849188,2,0.00076715347,True
ALL,breakout_low,96,new_york,late_session,london_to_new_york_boundary,8,-0.0002314221,-0.0002314221,0.0002314221,0.0011795837,0.5,0.5,0.5,0.00094486999,0.0015221932,0.0016681833,2,0.0011795837,True
ALL,breakout_low,96,new_york,mid_session,inside_new_york,1,4.51634e-05,5.8803307e-05,-4.51634e-05,0.000501228,0.55046615,0.44466964,0.55046615,0.00051444716,0.00051691309,0.00075728565,2467,1.5246675e-05,False
ALL,breakout_low,96,new_york,mid_session,inside_new_york,2,6.861952e-05,5.697746e-05,-6.861952e-05,0.00070195447,0.53222537,0.46493717,0.53222537,0.0006978099,0.00071714136,0.0010574695,2467,2.1290373e-05,False
ALL,breakout_low,96,new_york,mid_session,inside_new_york,4,8.424486e-05,9.52886e-05,-8.424486e-05,0.00093143397,0.53546818,0.46331577,0.53546818,0.00094216411,0.00097166425,0.0013666324,2467,2.7514849e-05,False
ALL,breakout_low,96,new_york,mid_session,inside_new_york,8,0.00015282428,7.3740195e-05,-0.00015282428,0.0011778678,0.52736117,0.46980138,0.52736117,0.0011891155,0.0012776819,0.0017513988,2467,3.5261474e-05,False
ALL,breakout_low,96,new_york,mid_session,london_to_new_york_boundary,1,0.00018838787,5.5597769e-05,-0.00018838787,0.00035396449,0.66666667,0.33333333,0.66666667,0.00014853845,0.00048586911,0.00051612272,3,0.00029798359,True
ALL,breakout_low,96,new_york,mid_session,london_to_new_york_boundary,2,0.00033330305,0.00023629052,-0.00033330305,0.00033330305,1,0,1,0.00014853845,0.00054918879,0.00029072802,3,0.0001678519,True
ALL,breakout_low,96,new_york,mid_session,london_to_new_york_boundary,4,0.00076323738,0.00086795298,-0.00076323738,0.00076323738,1,0,1,0.00023347948,0.00093577522,0.000392545,3,0.00022663596,True
ALL,breakout_low,96,new_york,mid_session,london_to_new_york_boundary,8,0.0010625225,0.001055551,-0.0010625225,0.0010625225,1,0,1,0.00023347948,0.001352537,0.00021359455,3,0.00012331887,True
ALL,sweep_high,24,asia,early_session,inside_asia,1,3.5510493e-06,-4.6662032e-06,3.5510493e-06,0.00028387733,0.48826939,0.48826939,0.50455424,0.00028872532,0.00028315228,0.00042178313,3623,7.0073699e-06,False
ALL,sweep_high,24,asia,early_session,inside_asia,2,-6.6400012e-07,-1.5030192e-05,-6.6400012e-07,0.00040528928,0.4827491,0.4827491,0.51283467,0.00040980841,0.00040328897,0.00060161079,3623,9.994969e-06,False
ALL,sweep_high,24,asia,early_session,inside_asia,4,7.2657783e-06,0,7.2657783e-06,0.00056486766,0.49986199,0.49986199,0.49792989,0.00058402129,0.00057082191,0.00084926836,3623,1.4109473e-05,False
ALL,sweep_high,24,asia,early_session,inside_asia,8,4.4103792e-06,-1.4741707e-05,4.4103792e-06,0.0007325505,0.49102953,0.49102953,0.50483025,0.00076653084,0.00075998405,0.0010912606,3623,1.8129855e-05,False
ALL,sweep_high,24,asia,late_session,inside_asia,1,-2.6361033e-06,0,-2.6361033e-06,0.00033013103,0.49284468,0.49284468,0.4991274,0.00032690062,0.00032959587,0.00047407096,2865,8.8568857e-06,False
ALL,sweep_high,24,asia,late_session,inside_asia,2,-5.4570488e-07,8.5660075e-06,-5.4570488e-07,0.00047574293,0.5078534,0.5078534,0.48830716,0.00048410523,0.00048619782,0.00070212946,2865,1.3117615e-05,False
ALL,sweep_high,24,asia,late_session,inside_asia,4,-8.5050988e-06,1.3056989e-05,-8.5050988e-06,0.00071722344,0.50750436,0.50750436,0.4886562,0.00073029278,0.00074671293,0.0010426123,2865,1.9478726e-05,False
ALL,sweep_high,24,asia,late_session,inside_asia,8,-2.1054738e-05,2.1051922e-05,-2.1054738e-05,0.0011091097,0.50471204,0.50471204,0.49458988,0.0011250652,0.0011826618,0.0016614662,2865,3.1040535e-05,False
ALL,sweep_high,24,asia,mid_session,inside_asia,1,-1.5386913e-05,-1.3961326e-05,-1.5386913e-05,0.00020683655,0.45698925,0.45698925,0.53030303,0.00020244004,0.00022073113,0.00033909424,2046,7.4966563e-06,False
ALL,sweep_high,24,asia,mid_session,inside_asia,2,-1.7923539e-05,-2.4823178e-05,-1.7923539e-05,0.00029980922,0.46089932,0.46089932,0.53176931,0.00029223251,0.00031458852,0.00052925173,2046,1.1700636e-05,False
ALL,sweep_high,24,asia,mid_session,inside_asia,4,-1.8850734e-05,-2.9380619e-05,-1.8850734e-05,0.00040757546,0.45845552,0.45845552,0.53519062,0.00041158779,0.00043377227,0.00063688061,2046,1.4080083e-05,False
ALL,sweep_high,24,asia,mid_session,inside_asia,8,-2.4684482e-05,-4.7357954e-05,-2.4684482e-05,0.00059306623,0.47067449,0.47067449,0.52541544,0.00060059524,0.00063370975,0.00089008933,2046,1.9677992e-05,False
ALL,sweep_high,24,london,early_session,asia_to_london_boundary,1,-2.3549781e-06,-3.5751825e-06,-2.3549781e-06,0.0004297706,0.49456803,0.49456803,0.500776,0.00042627498,0.00043193928,0.00061802384,1933,1.4056892e-05,False
ALL,sweep_high,24,london,early_session,asia_to_london_boundary,2,-8.6144014e-06,-9.6851362e-06,-8.6144014e-06,0.00061315878,0.49146405,0.49146405,0.50543197,0.00061200727,0.00063086068,0.00090281905,1933,2.0534531e-05,False
ALL,sweep_high,24,london,early_session,asia_to_london_boundary,4,-2.3648212e-05,-9.270547e-06,-2.3648212e-05,0.00091969209,0.49663735,0.49663735,0.50181066,0.00088573681,0.00093793585,0.0014752666,1933,3.3554795e-05,False
ALL,sweep_high,24,london,early_session,asia_to_london_boundary,8,-5.1765662e-05,3.9658059e-05,-5.1765662e-05,0.0012501053,0.51060528,0.51060528,0.48784273,0.0012113357,0.0012951436,0.0017865298,1933,4.0634447e-05,False
ALL,sweep_high,24,london,early_session,inside_london,1,1.0773702e-05,0,1.0773702e-05,0.00041551565,0.49800342,0.49800342,0.49743297,0.00042155832,0.0004114948,0.00058507864,1753,1.3974082e-05,False
ALL,sweep_high,24,london,early_session,inside_london,2,7.1434732e-06,7.3986113e-06,7.1434732e-06,0.00058520482,0.50313748,0.50313748,0.49401027,0.00059587699,0.00058309271,0.00083024284,1753,1.982961e-05,False
ALL,sweep_high,24,london,early_session,inside_london,4,-1.3434674e-05,9.1380531e-06,-1.3434674e-05,0.00081551343,0.50598973,0.50598973,0.49286937,0.00082693138,0.00082443942,0.0011918506,1753,2.8466291e-05,False
ALL,sweep_high,24,london,early_session,inside_london,8,-3.5374086e-05,1.4021575e-05,-3.5374086e-05,0.0010942801,0.50313748,0.50313748,0.49515117,0.0011019806,0.001140995,0.0015622874,1753,3.7313842e-05,False
ALL,sweep_high,24,london,late_session,asia_to_london_boundary,1,-0.00040914247,-0.00040914247,-0.00040914247,0.00040914247,0,0,1,0.00038089192,0.00043349783,0.00033493416,2,0.00023683422,True
ALL,sweep_high,24,london,late_session,asia_to_london_boundary,2,-0.00041880209,-0.00041880209,-0.00041880209,0.00041880209,0,0,1,0.00038089192,0.00075655494,0.00057945029,2,0.00040973323,True
ALL,sweep_high,24,london,late_session,asia_to_london_boundary,4,-0.0004459985,-0.0004459985,-0.0004459985,0.0004459985,0,0,1,0.00038089192,0.0010082157,7.9249313e-05,2,5.6037727e-05,True
ALL,sweep_high,24,london,late_session,asia_to_london_boundary,8,0.00015369364,0.00015369364,0.00015369364,0.0013789429,0.5,0.5,0.5,0.00081846419,0.001522969,0.0019501198,2,0.0013789429,True
ALL,sweep_high,24,london,late_session,inside_london,1,2.4397044e-05,-1.1456778e-05,2.4397044e-05,0.00046344602,0.48780488,0.48780488,0.50914634,0.00048552591,0.00044346075,0.00076438822,2296,1.5952474e-05,False
ALL,sweep_high,24,london,late_session,inside_london,2,1.0615373e-05,-7.6891447e-06,1.0615373e-05,0.00068704083,0.49390244,0.49390244,0.50304878,0.00069386077,0.00066602239,0.0011313383,2296,2.3610574e-05,False
ALL,sweep_high,24,london,late_session,inside_london,4,2.766631e-05,7.4990602e-06,2.766631e-05,0.000989576,0.5021777,0.5021777,0.49608014,0.0009986215,0.00098753205,0.0015425131,2296,3.2191626e-05,False
ALL,sweep_high,24,london,late_session,inside_london,8,4.2384835e-05,3.274393e-05,4.2384835e-05,0.0014620276,0.50783972,0.50783972,0.4912892,0.0014859431,0.0014757368,0.0021325161,2296,4.4504751e-05,False
ALL,sweep_high,24,london,mid_session,asia_to_london_boundary,1,-0.00011584923,-0.00011584923,-0.00011584923,0.00011584923,0,0,1,0.00048094982,0.00011584923,,1,,True
ALL,sweep_high,24,london,mid_session,asia_to_london_boundary,2,-4.5637574e-05,-4.5637574e-05,-4.5637574e-05,4.5637574e-05,0,0,1,0.00065647896,0.00011584923,,1,,True
ALL,sweep_high,24,london,mid_session,asia_to_london_boundary,4,-0.00087413508,-0.00087413508,-0.00087413508,0.00087413508,0,0,1,0.00065647896,0.0012322145,,1,,True
ALL,sweep_high,24,london,mid_session,asia_to_london_boundary,8,-0.0018851829,-0.0018851829,-0.0018851829,0.0018851829,0,0,1,0.00065647896,0.0018957146,,1,,True
ALL,sweep_high,24,london,mid_session,inside_london,1,8.5342312e-06,7.9247466e-06,8.5342312e-06,0.00036762551,0.50598432,0.50598432,0.48947586,0.00037431162,0.00035941077,0.00053939632,2423,1.0957999e-05,False
ALL,sweep_high,24,london,mid_session,inside_london,2,1.6762706e-05,-4.4055969e-06,1.6762706e-05,0.00052215495,0.49484111,0.49484111,0.50226991,0.00054393707,0.00051441782,0.00074816902,2423,1.519928e-05,False
ALL,sweep_high,24,london,mid_session,inside_london,4,3.747803e-05,1.6688083e-05,3.747803e-05,0.00070842173,0.50763516,0.50763516,0.49071399,0.00075856114,0.00072079433,0.0010079268,2423,2.0476337e-05,False
ALL,sweep_high,24,london,mid_session,inside_london,8,7.1513544e-06,-8.7740079e-06,7.1513544e-06,0.0010595787,0.49566653,0.49566653,0.50226991,0.001106756,0.0010791282,0.0014730952,2423,2.9926374e-05,False
ALL,sweep_high,24,new_york,early_session,inside_new_york,1,1.8854505e-05,1.3638843e-05,1.8854505e-05,0.00049098474,0.50920656,0.50920656,0.48476733,0.00049211974,0.00047526299,0.00083944644,2987,1.535944e-05,False
ALL,sweep_high,24,new_york,early_session,inside_new_york,2,1.9491504e-05,0,1.9491504e-05,0.00067517195,0.49916304,0.49916304,0.49882826,0.00069428601,0.00068364549,0.0010794685,2987,1.9751149e-05,False
ALL,sweep_high,24,new_york,early_session,inside_new_york,4,1.3086857e-05,-1.3309022e-05,1.3086857e-05,0.00097130959,0.49079344,0.49079344,0.50753264,0.00099167193,0.00097804358,0.0014610471,2987,2.6732933e-05,False
ALL,sweep_high,24,new_york,early_session,inside_new_york,8,4.5642284e-05,-4.68957e-05,4.5642284e-05,0.0013249646,0.48476733,0.48476733,0.51355875,0.0013510475,0.0013285369,0.0019430006,2987,3.5551287e-05,False
ALL,sweep_high,24,new_york,early_session,london_to_new_york_boundary,1,-9.1494681e-06,-9.0394234e-06,-9.1494681e-06,0.0002165316,0.47163121,0.47163121,0.52304965,0.00020556645,0.00023495521,0.00039137467,564,1.6479847e-05,False
ALL,sweep_high,24,new_york,early_session,london_to_new_york_boundary,2,-5.2300834e-06,3.6084759e-06,-5.2300834e-06,0.00030125357,0.50177305,0.50177305,0.4858156,0.00029889274,0.00033086521,0.00055889655,564,2.353379e-05,False
ALL,sweep_high,24,new_york,early_session,london_to_new_york_boundary,4,-4.0327353e-06,1.5418358e-05,-4.0327353e-06,0.00043468796,0.51595745,0.51595745,0.4787234,0.00044757964,0.0004629024,0.0007062591,564,2.9738873e-05,False
ALL,sweep_high,24,new_york,early_session,london_to_new_york_boundary,8,-5.6532486e-05,-5.2945273e-05,-5.6532486e-05,0.00071746473,0.46631206,0.46631206,0.52659574,0.00074316905,0.00077333583,0.0010398251,564,4.3784537e-05,False
ALL,sweep_high,24,new_york,late_session,inside_new_york,1,-3.6406341e-05,-2.2269929e-05,-3.6406341e-05,0.00030761673,0.45220428,0.45220428,0.53993889,0.00026992519,0.00032284978,0.00059173771,2291,1.2362796e-05,False
ALL,sweep_high,24,new_york,late_session,inside_new_york,2,-5.0742662e-05,-4.2894318e-05,-5.0742662e-05,0.00042061136,0.44303797,0.44303797,0.55128765,0.00037528089,0.00044891162,0.00081618551,2291,1.705204e-05,False
ALL,sweep_high,24,new_york,late_session,inside_new_york,4,-8.1242608e-05,-7.0143279e-05,-8.1242608e-05,0.00052078525,0.41990397,0.41990397,0.57573112,0.00049519157,0.00059942431,0.00096066563,2291,2.007057e-05,False
