pair,event_type,lookback_window,magnitude_bucket,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
ALL,sweep_low,48,medium,2,-2.532722e-05,1.3228247e-05,2.532722e-05,0.00059940442,0.50879007,0.48862461,0.50879007,0.00063228602,0.00057151856,0.00092465532,5802,1.2139226e-05,False
ALL,sweep_low,48,medium,4,-2.2775391e-05,2.3330679e-05,2.2775391e-05,0.00083030385,0.51206481,0.48621165,0.51206481,0.00088368172,0.00080568473,0.0012677326,5802,1.6643275e-05,False
ALL,sweep_low,48,medium,8,-5.9205199e-06,6.8229463e-05,5.9205199e-06,0.001145129,0.52257842,0.4762151,0.52257842,0.0012127527,0.0011477525,0.0017182749,5802,2.2558166e-05,False
ALL,sweep_low,48,small,1,-4.2847781e-06,1.2993369e-05,4.2847781e-06,0.00042033268,0.51438911,0.47975185,0.51438911,0.00042460176,0.00039764172,0.00062610845,5803,8.2190814e-06,False
ALL,sweep_low,48,small,2,1.7089779e-06,2.4194817e-05,-1.7089779e-06,0.00057659836,0.51973117,0.47785628,0.51973117,0.00059369074,0.00056304326,0.00084345803,5803,1.1072283e-05,False
ALL,sweep_low,48,small,4,-1.3268393e-05,3.712297e-05,1.3268393e-05,0.00079437036,0.51869723,0.47923488,0.51869723,0.0008395793,0.00079371949,0.001164832,5803,1.529104e-05,False
ALL,sweep_low,48,small,8,1.3001568e-05,6.0218919e-05,-1.3001568e-05,0.0011044517,0.52214372,0.47647768,0.52214372,0.0011590153,0.0011231556,0.0016121111,5803,2.1162583e-05,False
ALL,sweep_low,96,large,1,-9.4735845e-06,1.2751732e-05,9.4735845e-06,0.00051528693,0.50797141,0.48708081,0.50797141,0.0005291218,0.00049231786,0.00080125105,3638,1.3284257e-05,False
ALL,sweep_low,96,large,2,-9.9623466e-06,2.7673457e-05,9.9623466e-06,0.00070923571,0.51539307,0.48213304,0.51539307,0.00073619185,0.00069098543,0.0010855454,3638,1.7997684e-05,False
ALL,sweep_low,96,large,4,-4.1766901e-05,1.1438214e-05,4.1766901e-05,0.00097296969,0.50522265,0.49367784,0.50522265,0.0010261195,0.0009476328,0.0015181916,3638,2.5170696e-05,False
ALL,sweep_low,96,large,8,-7.5398397e-05,-2.4287192e-05,7.5398397e-05,0.0013186674,0.49285322,0.5057724,0.49285322,0.0014119261,0.0012811053,0.0019403635,3638,3.2170051e-05,False
ALL,sweep_low,96,medium,1,-5.9091424e-06,4.5010865e-06,5.9091424e-06,0.00045510022,0.50275028,0.49174917,0.50275028,0.00045768481,0.00043077045,0.00071573615,3636,1.1869735e-05,False
ALL,sweep_low,96,medium,2,-1.640136e-05,1.8015573e-05,1.640136e-05,0.0006305846,0.51237624,0.48459846,0.51237624,0.00065135533,0.00060998681,0.00094055343,3636,1.5598094e-05,False
ALL,sweep_low,96,medium,4,-7.4534972e-06,2.7276779e-05,7.4534972e-06,0.00087520623,0.51347635,0.48459846,0.51347635,0.00090907518,0.00085452515,0.0013101039,3636,2.1726701e-05,False
ALL,sweep_low,96,medium,8,2.627109e-05,8.0698453e-05,-2.627109e-05,0.0011775974,0.52915292,0.46919692,0.52915292,0.0012267251,0.0011882071,0.0017672106,3636,2.9307338e-05,False
ALL,sweep_low,96,small,1,-1.7726712e-05,1.1898981e-05,1.7726712e-05,0.00043747177,0.51320132,0.48129813,0.51320132,0.00044660661,0.00040516803,0.00064777819,3636,1.0742723e-05,False
ALL,sweep_low,96,small,2,-7.3928154e-06,2.0373158e-05,7.3928154e-06,0.00059627997,0.51512651,0.48212321,0.51512651,0.00061947346,0.0005700777,0.00087612622,3636,1.4529636e-05,False
ALL,sweep_low,96,small,4,-1.5300303e-05,4.0614727e-05,1.5300303e-05,0.00081065059,0.52035204,0.47744774,0.52035204,0.00085877358,0.00080361145,0.0011813297,3636,1.9591116e-05,False
ALL,sweep_low,96,small,8,1.1045414e-05,6.8411655e-05,-1.1045414e-05,0.0011065622,0.52310231,0.47552255,0.52310231,0.0011696847,0.0011187179,0.0016110706,3636,2.6717919e-05,False
EURUSD,breakout_high,24,large,1,-2.0194385e-05,-3.9642523e-05,-2.0194385e-05,0.0004106754,0.4568299,0.4568299,0.5367268,0.00042015577,0.00042368602,0.0006208879,3104,1.1144288e-05,False
EURUSD,breakout_high,24,large,2,-4.2562464e-05,-5.4308207e-05,-4.2562464e-05,0.00057847621,0.45747423,0.45747423,0.53994845,0.00057652689,0.00059997935,0.0008797152,3104,1.5789968e-05,False
EURUSD,breakout_high,24,large,4,-7.2337883e-05,-8.4195756e-05,-7.2337883e-05,0.00080320321,0.45457474,0.45457474,0.54252577,0.00078477591,0.00084133967,0.0012305645,3104,2.2087346e-05,False
EURUSD,breakout_high,24,large,8,-7.8071558e-05,-6.9323242e-05,-7.8071558e-05,0.0010881803,0.46907216,0.46907216,0.52996134,0.0010652241,0.0011476516,0.0016010467,3104,2.8737113e-05,False
EURUSD,breakout_high,24,medium,1,-1.4945003e-05,-3.5849682e-05,-1.4945003e-05,0.00034440266,0.45439897,0.45439897,0.53915566,0.00033948864,0.00034265116,0.00051383097,3103,9.2242143e-06,False
EURUSD,breakout_high,24,medium,2,-2.3366536e-05,-3.2710471e-05,-2.3366536e-05,0.00046641302,0.46406703,0.46406703,0.53206574,0.00046487835,0.00048632565,0.00069193731,3103,1.2421552e-05,False
EURUSD,breakout_high,24,medium,4,-3.2265418e-05,-4.1699679e-05,-3.2265418e-05,0.00065283059,0.47180148,0.47180148,0.52594264,0.0006483685,0.00068694567,0.0009858595,3103,1.7697998e-05,False
EURUSD,breakout_high,24,medium,8,-5.2150739e-05,-6.385696e-05,-5.2150739e-05,0.00096203524,0.46374476,0.46374476,0.53464389,0.00093404067,0.001000512,0.0014528299,3103,2.6080978e-05,False
EURUSD,breakout_high,24,small,1,-2.048698e-05,-2.4026453e-05,-2.048698e-05,0.00029710506,0.45779639,0.45779639,0.53479381,0.00028702502,0.00029977945,0.00044782061,3104,8.0379115e-06,False
EURUSD,breakout_high,24,small,2,-1.9109934e-05,-3.1774877e-05,-1.9109934e-05,0.00040791594,0.46423969,0.46423969,0.53092784,0.00040946093,0.0004248818,0.00063899054,3104,1.1469212e-05,False
EURUSD,breakout_high,24,small,4,-4.5829622e-05,-6.2384005e-05,-4.5829622e-05,0.0005913279,0.45103093,0.45103093,0.54478093,0.00058218716,0.00061360261,0.00091231438,3104,1.6375089e-05,False
EURUSD,breakout_high,24,small,8,-7.3602727e-05,-5.91019e-05,-7.3602727e-05,0.00086132117,0.45908505,0.45908505,0.53930412,0.00082603525,0.00089859012,0.0013533168,3104,2.429062e-05,False
EURUSD,breakout_high,48,large,1,-3.148663e-05,-4.2087719e-05,-3.148663e-05,0.00043737457,0.45823502,0.45823502,0.53421425,0.00044912143,0.0004616564,0.00065643845,2119,1.4260296e-05,False
EURUSD,breakout_high,48,large,2,-5.5484445e-05,-6.3276989e-05,-5.5484445e-05,0.00061966048,0.44926852,0.44926852,0.54789995,0.00061559446,0.000656422,0.00092864632,2119,2.0173668e-05,False
EURUSD,breakout_high,48,large,4,-0.00010594189,-0.0001024061,-0.00010594189,0.00086673385,0.44785276,0.44785276,0.5512034,0.00083035782,0.0009244759,0.0013066303,2119,2.8384893e-05,False
EURUSD,breakout_high,48,large,8,-0.00011243982,-0.00011103234,-0.00011243982,0.001171687,0.45729118,0.45729118,0.54129306,0.0011276537,0.001248097,0.0016929426,2119,3.6777038e-05,False
EURUSD,breakout_high,48,medium,1,-1.407827e-05,-3.6632589e-05,-1.407827e-05,0.00036476273,0.45278565,0.45278565,0.5434372,0.0003642896,0.00036813032,0.00052290906,2118,1.136222e-05,False
EURUSD,breakout_high,48,medium,2,-3.1984276e-05,-4.5195216e-05,-3.1984276e-05,0.00050408497,0.46033994,0.46033994,0.5368272,0.00049640521,0.00052777921,0.00072359205,2118,1.5722833e-05,False
EURUSD,breakout_high,48,medium,4,-4.3662184e-05,-3.9588679e-05,-4.3662184e-05,0.00070140916,0.47214353,0.47214353,0.52360718,0.00069322549,0.00074514041,0.0010374087,2118,2.2541712e-05,False
EURUSD,breakout_high,48,medium,8,-6.7397492e-05,-9.6355327e-05,-6.7397492e-05,0.0010330939,0.45892351,0.45892351,0.5401322,0.0010040891,0.0010856778,0.0015567407,2118,3.3826207e-05,False
EURUSD,breakout_high,48,small,1,-2.589288e-05,-3.7204842e-05,-2.589288e-05,0.00033339721,0.45162813,0.45162813,0.54270882,0.00031685854,0.00033619217,0.0004859993,2119,1.0557721e-05,False
EURUSD,breakout_high,48,small,2,-2.9026312e-05,-4.1022649e-05,-2.9026312e-05,0.00045854965,0.45965078,0.45965078,0.5375177,0.00045229272,0.00047575059,0.00071521542,2119,1.5537151e-05,False
EURUSD,breakout_high,48,small,4,-6.5403412e-05,-8.7288097e-05,-6.5403412e-05,0.00065831574,0.44738084,0.44738084,0.54978764,0.00063063908,0.00068465885,0.00099062549,2119,2.1520087e-05,False
EURUSD,breakout_high,48,small,8,-0.0001165933,-8.4292366e-05,-0.0001165933,0.00094966073,0.44974044,0.44974044,0.54884379,0.00088590491,0.0010047839,0.0014689717,2119,3.1911553e-05,False
EURUSD,breakout_high,96,large,1,-2.8668206e-05,-4.5256855e-05,-2.8668206e-05,0.00047346965,0.45546088,0.45546088,0.53679318,0.000485189,0.00049496873,0.00068901137,1291,1.9176232e-05,False
EURUSD,breakout_high,96,large,2,-6.6542118e-05,-9.7686232e-05,-6.6542118e-05,0.00067020922,0.44074361,0.44074361,0.5577072,0.00065879048,0.00071003775,0.00098244279,1291,2.7342873e-05,False
EURUSD,breakout_high,96,large,4,-0.00013547732,-0.00015860354,-0.00013547732,0.00092663348,0.43222308,0.43222308,0.56700232,0.00087182839,0.00099100256,0.0013650168,1291,3.7990487e-05,False
EURUSD,breakout_high,96,large,8,-0.00016448034,-0.00016070188,-0.00016448034,0.0012312362,0.44074361,0.44074361,0.5577072,0.0011448312,0.0013269464,0.0017611084,1291,4.9014318e-05,False
EURUSD,breakout_high,96,medium,1,-1.4995033e-05,-3.7772412e-05,-1.4995033e-05,0.00038928352,0.46589147,0.46589147,0.53100775,0.000386318,0.00039682481,0.00055057521,1290,1.5329281e-05,False
EURUSD,breakout_high,96,medium,2,-2.7795755e-05,-2.7804043e-05,-2.7795755e-05,0.00052984241,0.47131783,0.47131783,0.52713178,0.00052429666,0.00056150587,0.00076289336,1290,2.1240708e-05,False
EURUSD,breakout_high,96,medium,4,-2.683219e-05,-1.7205041e-05,-2.683219e-05,0.00071708353,0.4875969,0.4875969,0.50697674,0.00072574828,0.00077765594,0.0010586111,1290,2.9474171e-05,False
EURUSD,breakout_high,96,medium,8,-2.9668494e-05,-6.6445289e-05,-2.9668494e-05,0.001043481,0.46046512,0.46046512,0.5379845,0.0010548482,0.0010888448,0.0015901387,1290,4.4273123e-05,False
EURUSD,breakout_high,96,small,1,-2.9705599e-05,-4.4449799e-05,-2.9705599e-05,0.00035213814,0.44341085,0.44341085,0.5503876,0.00034062988,0.00035700916,0.00051645632,1290,1.4379333e-05,False
EURUSD,breakout_high,96,small,2,-4.4035363e-05,-5.7636871e-05,-4.4035363e-05,0.00049235966,0.44806202,0.44806202,0.5496124,0.00047634887,0.00050566262,0.0007583446,1290,2.1114059e-05,False
EURUSD,breakout_high,96,small,4,-8.0600118e-05,-0.00010296624,-8.0600118e-05,0.00070627506,0.43643411,0.43643411,0.56046512,0.00065459199,0.0007221466,0.0010527136,1290,2.9309971e-05,False
EURUSD,breakout_high,96,small,8,-0.00012422046,-8.254739e-05,-0.00012422046,0.00098596685,0.45503876,0.45503876,0.54341085,0.00090646144,0.0010370126,0.0015527662,1290,4.3232585e-05,False
EURUSD,breakout_low,24,large,1,2.4430713e-05,4.5851585e-05,-2.4430713e-05,0.000421853,0.54317732,0.45187871,0.54317732,0.00043215303,0.00042919035,0.00066451015,3034,1.2064069e-05,False
EURUSD,breakout_low,24,large,2,4.0786242e-05,5.6692327e-05,-4.0786242e-05,0.00057625674,0.53922215,0.45517469,0.53922215,0.00059527012,0.00058962103,0.00087362402,3034,1.5860497e-05,False
EURUSD,breakout_low,24,large,4,2.4813172e-05,5.1751503e-05,-2.4813172e-05,0.00079546555,0.52669743,0.47165458,0.52669743,0.00082631657,0.00082239808,0.0011649437,3034,2.1149356e-05,False
EURUSD,breakout_low,24,large,8,1.9363195e-05,3.9705811e-05,-1.9363195e-05,0.0011320096,0.51219512,0.48549769,0.51219512,0.0011458425,0.0011457813,0.0016596767,3034,3.013115e-05,False
EURUSD,breakout_low,24,medium,1,3.1595242e-05,3.681631e-05,-3.1595242e-05,0.00034564888,0.54104847,0.45169799,0.54104847,0.00035050413,0.00036376156,0.00050735289,3033,9.2124242e-06,False
EURUSD,breakout_low,24,medium,2,3.8757146e-05,4.0748136e-05,-3.8757146e-05,0.0004925608,0.53544346,0.46158919,0.53544346,0.00049190809,0.00051466489,0.00071285913,3033,1.294397e-05,False
EURUSD,breakout_low,24,medium,4,3.641423e-05,4.1593685e-05,-3.641423e-05,0.0006922154,0.52060666,0.47675569,0.52060666,0.00070045623,0.00072999663,0.00099261768,3033,1.8023777e-05,False
EURUSD,breakout_low,24,medium,8,4.8068335e-05,8.3220446e-05,-4.8068335e-05,0.00096758834,0.53379492,0.46488625,0.53379492,0.00098315077,0.0010226438,0.0013916665,3033,2.5269635e-05,False
EURUSD,breakout_low,24,small,1,2.7097819e-05,3.8229547e-05,-2.7097819e-05,0.00033614792,0.54929113,0.44411474,0.54929113,0.00032342655,0.00034213344,0.00049388017,3033,8.9677891e-06,False
EURUSD,breakout_low,24,small,2,3.6493097e-05,4.4341375e-05,-3.6493097e-05,0.0004683988,0.53972964,0.45532476,0.53972964,0.00045192658,0.00048283444,0.00068470217,3033,1.2432701e-05,False
EURUSD,breakout_low,24,small,4,4.1910023e-05,5.2799704e-05,-4.1910023e-05,0.0006385108,0.53939993,0.45631388,0.53939993,0.00063088106,0.00067953921,0.00094300887,3033,1.7122989e-05,False
EURUSD,breakout_low,24,small,8,3.3612325e-05,5.7352351e-05,-3.3612325e-05,0.00089200405,0.53016815,0.46818332,0.53016815,0.00089964895,0.0009410811,0.0013149046,3033,2.3875806e-05,False
EURUSD,breakout_low,48,large,1,2.9411326e-05,4.7706613e-05,-2.9411326e-05,0.0004600669,0.54255825,0.45316215,0.54255825,0.00046925007,0.00047181202,0.00071868356,2103,1.5671771e-05,False
EURUSD,breakout_low,48,large,2,5.6819655e-05,6.5903649e-05,-5.6819655e-05,0.00062739338,0.54208274,0.45221113,0.54208274,0.00064235018,0.00064256244,0.00094093406,2103,2.0518214e-05,False
EURUSD,breakout_low,48,large,4,4.3775837e-05,7.4531075e-05,-4.3775837e-05,0.00085444662,0.53495007,0.4636234,0.53495007,0.00087853124,0.00088640075,0.0012317788,2103,2.6860437e-05,False
EURUSD,breakout_low,48,large,8,3.6010386e-05,6.1083623e-05,-3.6010386e-05,0.0012189499,0.51973371,0.47788873,0.51973371,0.0012232002,0.0012368532,0.0017763748,2103,3.8736017e-05,False
EURUSD,breakout_low,48,medium,1,3.9632954e-05,4.9219645e-05,-3.9632954e-05,0.00037504172,0.55064194,0.44365193,0.55064194,0.0003848675,0.00039517355,0.00054569953,2103,1.1899643e-05,False
EURUSD,breakout_low,48,medium,2,3.6049254e-05,3.7421882e-05,-3.6049254e-05,0.00053010495,0.52496434,0.47028055,0.52496434,0.00053733309,0.00055246403,0.00076099375,2103,1.6594396e-05,False
EURUSD,breakout_low,48,medium,4,1.9596221e-05,3.2395484e-05,-1.9596221e-05,0.00074998613,0.51402758,0.48311935,0.51402758,0.00076951149,0.00077513032,0.0010661335,2103,2.3248341e-05,False
EURUSD,breakout_low,48,medium,8,1.7304214e-05,8.3220446e-05,-1.7304214e-05,0.0010519853,0.52734189,0.47170709,0.52734189,0.0010817691,0.0010883103,0.001496846,2103,3.2640552e-05,False
EURUSD,breakout_low,48,small,1,3.196686e-05,4.7231078e-05,-3.196686e-05,0.00035795467,0.55254398,0.44032335,0.55254398,0.00035086517,0.00037137468,0.00050913234,2103,1.1102251e-05,False
EURUSD,breakout_low,48,small,2,3.7424078e-05,4.0941844e-05,-3.7424078e-05,0.00050166507,0.53352354,0.46124584,0.53352354,0.00048767599,0.00052231907,0.00071462807,2103,1.5583336e-05,False
EURUSD,breakout_low,48,small,4,4.3965036e-05,5.8283158e-05,-4.3965036e-05,0.00069965077,0.53257252,0.46314788,0.53257252,0.00068642985,0.00073943486,0.0010141323,2103,2.2114391e-05,False
EURUSD,breakout_low,48,small,8,5.5565653e-05,8.0288638e-05,-5.5565653e-05,0.00097908381,0.53447456,0.46314788,0.53447456,0.00097301348,0.0010346561,0.0014232562,2103,3.1035837e-05,False
EURUSD,breakout_low,96,large,1,5.4765865e-05,6.5550303e-05,-5.4765865e-05,0.00047989725,0.5632622,0.43292683,0.5632622,0.00048472323,0.00050760505,0.00076811853,1312,2.1206125e-05,False
EURUSD,breakout_low,96,large,2,7.7736778e-05,7.0117823e-05,-7.7736778e-05,0.00065422974,0.54115854,0.45426829,0.54115854,0.00065732104,0.00069014943,0.00098041528,1312,2.7067189e-05,False
EURUSD,breakout_low,96,large,4,6.8803875e-05,9.7558434e-05,-6.8803875e-05,0.00088834715,0.54496951,0.4535061,0.54496951,0.00089818313,0.00093566434,0.0013002281,1312,3.5896544e-05,False
EURUSD,breakout_low,96,large,8,4.5786801e-05,5.417768e-05,-4.5786801e-05,0.001249973,0.51829268,0.47942073,0.51829268,0.0012341542,0.0012652469,0.0018342988,1312,5.0641105e-05,False
EURUSD,breakout_low,96,medium,1,2.9057291e-05,4.1286487e-05,-2.9057291e-05,0.00039855766,0.54385965,0.45003814,0.54385965,0.00040194004,0.00041333408,0.00057515214,1311,1.5884787e-05,False
EURUSD,breakout_low,96,medium,2,3.6842051e-05,3.7253834e-05,-3.6842051e-05,0.00053445052,0.52707857,0.46987033,0.52707857,0.00055035635,0.00056466699,0.00075549192,1311,2.0865485e-05,False
EURUSD,breakout_low,96,medium,4,1.9438681e-05,5.5282725e-05,-1.9438681e-05,0.0007579059,0.52173913,0.47520976,0.52173913,0.0007802085,0.00078422389,0.0010812841,1311,2.9863345e-05,False
EURUSD,breakout_low,96,medium,8,6.5307149e-05,0.00010658935,-6.5307149e-05,0.0010360651,0.53623188,0.46376812,0.53623188,0.0010590646,0.0010972325,0.0014839945,1311,4.0985566e-05,False
EURUSD,breakout_low,96,small,1,3.3642651e-05,3.8552858e-05,-3.3642651e-05,0.00036717364,0.54192073,0.44893293,0.54192073,0.00035897666,0.00038549122,0.00050612332,1312,1.3972993e-05,False
EURUSD,breakout_low,96,small,2,4.4390802e-05,4.4489526e-05,-4.4390802e-05,0.00051964148,0.53658537,0.45960366,0.53658537,0.00050599432,0.00054072242,0.00074164928,1312,2.0475365e-05,False
EURUSD,breakout_low,96,small,4,4.348013e-05,6.8931358e-05,-4.348013e-05,0.00070975206,0.53582317,0.45960366,0.53582317,0.0007049135,0.00074941593,0.0010328293,1312,2.8514228e-05,False
EURUSD,breakout_low,96,small,8,7.0291959e-05,9.6366843e-05,-7.0291959e-05,0.00097111943,0.54344512,0.4527439,0.54344512,0.00097560169,0.0010421312,0.0014441684,1312,3.9870429e-05,False
EURUSD,sweep_high,24,large,1,1.0651022e-05,0,1.0651022e-05,0.00037549789,0.49983182,0.49983182,0.49478641,0.00038113614,0.00036558658,0.00060855101,2973,1.1160908e-05,False
EURUSD,sweep_high,24,large,2,-1.473908e-05,-2.277759e-05,-1.473908e-05,0.00052536846,0.48267743,0.48267743,0.5136226,0.00052903618,0.00052793561,0.00080632794,2973,1.4788164e-05,False
EURUSD,sweep_high,24,large,4,-3.4246904e-05,-2.1265104e-05,-3.4246904e-05,0.00073398727,0.48604104,0.48604104,0.5119408,0.00073038608,0.00076489122,0.0011363394,2973,2.0840619e-05,False
EURUSD,sweep_high,24,large,8,-2.3262925e-05,0,-2.3262925e-05,0.0010182557,0.4991591,0.4991591,0.49882274,0.0010146967,0.0010600011,0.0015042888,2973,2.7588861e-05,False
EURUSD,sweep_high,24,medium,1,-7.4327708e-06,-1.0842886e-05,-7.4327708e-06,0.00033176065,0.480821,0.480821,0.51043069,0.00032370629,0.0003304068,0.00053035283,2972,9.7283791e-06,False
EURUSD,sweep_high,24,medium,2,-1.9257979e-05,-2.4840798e-05,-1.9257979e-05,0.00046298469,0.47207268,0.47207268,0.52321669,0.00045647588,0.00047192405,0.00075424548,2972,1.3835291e-05,False
EURUSD,sweep_high,24,medium,4,-3.5941376e-05,-1.8035441e-05,-3.5941376e-05,0.00065516174,0.487214,0.487214,0.50975774,0.00063646455,0.00067573607,0.0010050347,2972,1.8435573e-05,False
EURUSD,sweep_high,24,medium,8,-8.343551e-05,-4.322014e-05,-8.343551e-05,0.00092593738,0.47880215,0.47880215,0.51884253,0.00088271752,0.00099438706,0.0014127689,2972,2.5914733e-05,False
EURUSD,sweep_high,24,small,1,-3.8316952e-06,-1.7573071e-05,-3.8316952e-06,0.00030390855,0.47225025,0.47225025,0.52001345,0.0002981758,0.00030298178,0.00045414618,2973,8.3291025e-06,False
EURUSD,sweep_high,24,small,2,8.3906223e-06,0,8.3906223e-06,0.0004306026,0.4974773,0.4974773,0.49882274,0.00043741594,0.00043232329,0.00065954601,2973,1.2096163e-05,False
EURUSD,sweep_high,24,small,4,3.6214263e-06,-1.5275805e-05,3.6214263e-06,0.00060889853,0.48570468,0.48570468,0.51059536,0.00062643857,0.00061489335,0.00093058436,2973,1.7067043e-05,False
EURUSD,sweep_high,24,small,8,-1.9641539e-05,-1.8005771e-05,-1.9641539e-05,0.00086083118,0.489741,0.489741,0.50723175,0.00087259007,0.00089121311,0.0012914161,2973,2.3684746e-05,False
EURUSD,sweep_high,48,large,1,1.0272962e-05,0,1.0272962e-05,0.0004061632,0.49680275,0.49680275,0.49778652,0.00041583938,0.00039518841,0.0006459034,2033,1.432514e-05,False
EURUSD,sweep_high,48,large,2,-2.549437e-05,-3.8515196e-05,-2.549437e-05,0.00057269157,0.47417609,0.47417609,0.52238072,0.00057233018,0.0005732855,0.0008537769,2033,1.8935453e-05,False
EURUSD,sweep_high,48,large,4,-4.2614098e-05,-1.2300224e-05,-4.2614098e-05,0.00080549536,0.4923758,0.4923758,0.50614855,0.00078797216,0.00084034319,0.0012139838,2033,2.6924286e-05,False
EURUSD,sweep_high,48,large,8,-5.0829741e-05,0,-5.0829741e-05,0.0011094766,0.49926217,0.49926217,0.49926217,0.0010960512,0.0011684298,0.0016073825,2033,3.5649262e-05,False
EURUSD,sweep_high,48,medium,1,-9.5577613e-06,-1.2694364e-05,-9.5577613e-06,0.00037448774,0.47883858,0.47883858,0.5132874,0.00036127413,0.00036604728,0.00060676524,2032,1.3460427e-05,False
EURUSD,sweep_high,48,medium,2,-2.860608e-05,-3.3030948e-05,-2.860608e-05,0.00052162441,0.47194882,0.47194882,0.52608268,0.00051002174,0.00052498754,0.00084806656,2032,1.8813435e-05,False
EURUSD,sweep_high,48,medium,4,-4.8910936e-05,-1.8887084e-05,-4.8910936e-05,0.00072918461,0.48769685,0.48769685,0.50885827,0.00070165858,0.00075272086,0.0010978162,2032,2.4353859e-05,False
EURUSD,sweep_high,48,medium,8,-0.00010882142,-6.7991142e-05,-0.00010882142,0.001014905,0.4734252,0.4734252,0.52559055,0.00096346662,0.0011073012,0.0015237636,2032,3.3803039e-05,False
EURUSD,sweep_high,48,small,1,-4.3296004e-06,-2.198788e-05,-4.3296004e-06,0.00034487589,0.47024102,0.47024102,0.52385637,0.00033569734,0.0003368127,0.0005003861,2033,1.1097791e-05,False
EURUSD,sweep_high,48,small,2,8.2466385e-06,0,8.2466385e-06,0.0004750814,0.49778652,0.49778652,0.49778652,0.00048149876,0.00047736949,0.00069970057,2033,1.5518278e-05,False
EURUSD,sweep_high,48,small,4,-7.1775816e-06,-8.5580536e-06,-7.1775816e-06,0.00067768111,0.49040826,0.49040826,0.50614855,0.0006896816,0.0006798077,0.00098727149,2033,2.1896157e-05,False
EURUSD,sweep_high,48,small,8,-3.2528153e-05,-2.8623184e-05,-3.2528153e-05,0.00094157682,0.48696508,0.48696508,0.50959174,0.00095034756,0.00098344253,0.0013650093,2033,3.0273799e-05,False
EURUSD,sweep_high,96,large,1,8.8178782e-06,-1.3424482e-05,8.8178782e-06,0.00042738752,0.48427152,0.48427152,0.50993377,0.00044144504,0.00041588044,0.00066736011,1208,1.9201129e-05,False
EURUSD,sweep_high,96,large,2,-2.0808761e-05,-3.7650357e-05,-2.0808761e-05,0.00060425146,0.48096026,0.48096026,0.51572848,0.00060725241,0.0006005001,0.00089625505,1208,2.5786841e-05,False
EURUSD,sweep_high,96,large,4,-6.5304846e-05,-4.4453871e-05,-6.5304846e-05,0.00084332403,0.47764901,0.47764901,0.51986755,0.00082281623,0.00087169702,0.0012572185,1208,3.6172397e-05,False
EURUSD,sweep_high,96,large,8,-7.9965694e-05,-5.3115963e-05,-7.9965694e-05,0.001095559,0.48509934,0.48509934,0.51407285,0.0011062855,0.0011857617,0.0016124286,1208,4.6392419e-05,False
EURUSD,sweep_high,96,medium,1,-2.2271095e-05,-2.9627122e-05,-2.2271095e-05,0.00040633423,0.46478873,0.46478873,0.52775476,0.00037854858,0.0003957591,0.0006654763,1207,1.9154859e-05,False
EURUSD,sweep_high,96,medium,2,-4.422439e-05,-4.9624433e-05,-4.422439e-05,0.0005576203,0.46313173,0.46313173,0.53521127,0.00053277763,0.00056480059,0.00093591478,1207,2.6939074e-05,False
EURUSD,sweep_high,96,medium,4,-4.1851479e-05,-1.3274865e-05,-4.1851479e-05,0.00079428126,0.49130075,0.49130075,0.50538525,0.00074202598,0.00078935119,0.0012114699,1207,3.4870566e-05,False
EURUSD,sweep_high,96,medium,8,-9.6735018e-05,-6.5543071e-05,-9.6735018e-05,0.0010483343,0.47390224,0.47390224,0.52526926,0.0010060189,0.0011298393,0.0016243599,1207,4.6755062e-05,False
EURUSD,sweep_high,96,small,1,6.8279582e-06,-1.3752825e-05,6.8279582e-06,0.00036368628,0.48301574,0.48301574,0.51367026,0.00035857193,0.00034974667,0.0005338588,1207,1.5366422e-05,False
EURUSD,sweep_high,96,small,2,-1.9792735e-06,-1.3559996e-05,-1.9792735e-06,0.00050503553,0.48550124,0.48550124,0.51201326,0.00050414648,0.00050251141,0.00072835335,1207,2.0964692e-05,False
EURUSD,sweep_high,96,small,4,1.2791658e-06,-2.5391129e-05,1.2791658e-06,0.00070262584,0.48218724,0.48218724,0.51532726,0.00071751437,0.00070208447,0.0010168329,1207,2.9268197e-05,False
EURUSD,sweep_high,96,small,8,-4.6237437e-05,-2.7630161e-05,-4.6237437e-05,0.00098420521,0.48881524,0.48881524,0.50952775,0.00098536123,0.0010127882,0.0014287401,1207,4.1124401e-05,False
EURUSD,sweep_low,24,large,1,1.5286469e-05,1.65781e-05,-1.5286469e-05,0.00038382931,0.51776139,0.4788874,0.51776139,0.00037978665,0.0003820065,0.00057457322,2984,1.051831e-05,False
EURUSD,sweep_low,24,large,2,2.3171048e-05,2.9056657e-05,-2.3171048e-05,0.0005347717,0.51977212,0.47821716,0.51977212,0.000535098,0.00054222436,0.00079407073,2984,1.4536498e-05,False
EURUSD,sweep_low,24,large,4,2.6390805e-05,2.8110132e-05,-2.6390805e-05,0.0007461591,0.52077748,0.47687668,0.52077748,0.00075047942,0.00076437614,0.0010896714,2984,1.9947852e-05,False
EURUSD,sweep_low,24,large,8,-5.5289526e-06,4.5901459e-06,5.5289526e-06,0.0010413899,0.50134048,0.49731903,0.50134048,0.0010562593,0.0010437405,0.0015113224,2984,2.7666723e-05,False
