pair,event_type,lookback_window,magnitude_bucket,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
EURUSD,sweep_low,24,medium,1,-3.1305556e-06,1.7389568e-05,3.1305556e-06,0.00034644832,0.51407507,0.48022788,0.51407507,0.00034788399,0.00032760748,0.0005543444,2984,1.0147995e-05,False
EURUSD,sweep_low,24,medium,2,-8.6631917e-06,2.2681017e-05,8.6631917e-06,0.00045766495,0.52245308,0.47386059,0.52245308,0.0004897269,0.00046329059,0.00067670739,2984,1.2388009e-05,False
EURUSD,sweep_low,24,medium,4,-1.6533263e-05,2.6182951e-05,1.6533263e-05,0.00064586964,0.51474531,0.48290885,0.51474531,0.00068890523,0.00065365347,0.00094750477,2984,1.7345307e-05,False
EURUSD,sweep_low,24,medium,8,1.7777367e-06,3.994151e-05,-1.7777367e-06,0.00090806826,0.51776139,0.48089812,0.51776139,0.00095603041,0.0009376147,0.0013475205,2984,2.4668115e-05,False
EURUSD,sweep_low,24,small,1,-3.6871659e-06,9.0052786e-06,3.6871659e-06,0.00033419931,0.51005362,0.48290885,0.51005362,0.00033856439,0.00031781452,0.00050134042,2984,9.1776885e-06,False
EURUSD,sweep_low,24,small,2,1.7578412e-06,1.4557097e-05,-1.7578412e-06,0.00045814942,0.51407507,0.48156836,0.51407507,0.00047367181,0.00045280312,0.0006850679,2984,1.2541059e-05,False
EURUSD,sweep_low,24,small,4,1.014094e-05,3.1198125e-05,-1.014094e-05,0.00064133157,0.51977212,0.47587131,0.51977212,0.00066710124,0.00064682761,0.00094882326,2984,1.7369444e-05,False
EURUSD,sweep_low,24,small,8,3.367294e-05,5.2742132e-05,-3.367294e-05,0.00093097405,0.52446381,0.47386059,0.52446381,0.00095487351,0.00094954455,0.0013904325,2984,2.5453675e-05,False
EURUSD,sweep_low,48,large,1,7.2059719e-06,1.2766935e-05,-7.2059719e-06,0.00041213665,0.51080173,0.48583773,0.51080173,0.00041325074,0.00040980689,0.00059913031,2083,1.3127338e-05,False
EURUSD,sweep_low,48,large,2,9.2688861e-06,2.7623038e-05,-9.2688861e-06,0.00058426767,0.5156025,0.48391743,0.5156025,0.00059143584,0.00058446015,0.00085209968,2083,1.8670062e-05,False
EURUSD,sweep_low,48,large,4,2.6485066e-06,1.8647932e-05,-2.6485066e-06,0.00081032959,0.51320211,0.48391743,0.51320211,0.0008294165,0.00082028994,0.0011836406,2083,2.5934342e-05,False
EURUSD,sweep_low,48,large,8,-3.3252402e-05,-4.4123227e-06,3.3252402e-05,0.0011339691,0.49735958,0.50120019,0.49735958,0.0011584565,0.0011200984,0.001629605,2083,3.5705713e-05,False
EURUSD,sweep_low,48,medium,1,-1.0008781e-05,2.4898956e-05,1.0008781e-05,0.00038695432,0.5192123,0.47502402,0.5192123,0.00038860624,0.00036242076,0.00062455522,2082,1.36877e-05,False
EURUSD,sweep_low,48,medium,2,-2.8000401e-05,1.314274e-05,2.8000401e-05,0.00052011353,0.50816523,0.48895293,0.50816523,0.00055640809,0.00051054947,0.00076026252,2082,1.666185e-05,False
EURUSD,sweep_low,48,medium,4,-3.4744722e-05,2.6278743e-05,3.4744722e-05,0.00071781792,0.5129683,0.48511047,0.5129683,0.00078020767,0.00071075798,0.0010396738,2082,2.2785405e-05,False
EURUSD,sweep_low,48,medium,8,-2.0431537e-05,4.3906864e-05,2.0431537e-05,0.0010079101,0.51633045,0.48174832,0.51633045,0.0010689172,0.0010171524,0.0014814923,2082,3.2468261e-05,False
EURUSD,sweep_low,48,small,1,-7.7741187e-06,1.2327416e-05,7.7741187e-06,0.00036836772,0.51608257,0.47767643,0.51608257,0.00037441805,0.00034587796,0.00053291733,2083,1.1676568e-05,False
EURUSD,sweep_low,48,small,2,9.6072091e-06,2.8028477e-05,-9.6072091e-06,0.0004963493,0.51944311,0.47815651,0.51944311,0.00051255574,0.00049231161,0.00071705954,2083,1.5711244e-05,False
EURUSD,sweep_low,48,small,4,1.1074074e-05,4.0609137e-05,-1.1074074e-05,0.00069422713,0.52520403,0.47239558,0.52520403,0.00072465465,0.00070864824,0.0010062774,2083,2.2048197e-05,False
EURUSD,sweep_low,48,small,8,4.379123e-05,5.6068801e-05,-4.379123e-05,0.0010137999,0.52712434,0.47239558,0.52712434,0.0010291251,0.0010346297,0.0014776173,2083,3.2375563e-05,False
EURUSD,sweep_low,96,large,1,-2.0008479e-05,-4.1238134e-06,2.0008479e-05,0.0004473619,0.49420849,0.5011583,0.49420849,0.00046029867,0.00042534551,0.00064465787,1295,1.7914076e-05,False
EURUSD,sweep_low,96,large,2,-2.8898586e-05,8.8449003e-06,2.8898586e-05,0.0006184558,0.50501931,0.49420849,0.50501931,0.00065288416,0.00059223995,0.00089261507,1295,2.4804434e-05,False
EURUSD,sweep_low,96,large,4,-2.8213202e-05,8.220811e-06,2.8213202e-05,0.00085198829,0.5034749,0.49498069,0.5034749,0.00088998804,0.00082037725,0.0012431192,1295,3.4544419e-05,False
EURUSD,sweep_low,96,large,8,-7.1038353e-05,-7.1389371e-05,7.1038353e-05,0.0011820489,0.48262548,0.51660232,0.48262548,0.0012125611,0.0011209351,0.001712102,1295,4.7576747e-05,False
EURUSD,sweep_low,96,medium,1,1.2868356e-06,2.4023913e-05,-1.2868356e-06,0.00040621855,0.52009274,0.47295209,0.52009274,0.00039299422,0.00038420104,0.00068244044,1294,1.8971323e-05,False
EURUSD,sweep_low,96,medium,2,-1.746223e-05,1.6759793e-05,1.746223e-05,0.00053414075,0.51159196,0.48377125,0.51159196,0.00056169096,0.00053496424,0.00078527463,1294,2.1830035e-05,False
EURUSD,sweep_low,96,medium,4,-2.8180483e-05,1.8656636e-05,2.8180483e-05,0.0007415074,0.50772798,0.49072643,0.50772798,0.00077986013,0.0007356707,0.0010764792,1294,2.99253e-05,False
EURUSD,sweep_low,96,medium,8,-1.2545026e-06,4.3403742e-05,1.2545026e-06,0.00099841763,0.51622875,0.48145286,0.51622875,0.0010586621,0.0010246258,0.0014778016,1294,4.1081755e-05,False
EURUSD,sweep_low,96,small,1,-1.8947099e-05,8.6721029e-06,1.8947099e-05,0.00037303799,0.51004637,0.48377125,0.51004637,0.00038577404,0.00034390672,0.00054698665,1294,1.5205811e-05,False
EURUSD,sweep_low,96,small,2,-9.1897458e-06,1.7846476e-05,9.1897458e-06,0.00049993423,0.51545595,0.48377125,0.51545595,0.00052581346,0.00048346855,0.0007139748,1294,1.9847954e-05,False
EURUSD,sweep_low,96,small,4,-1.242158e-05,3.321927e-05,1.242158e-05,0.00068667098,0.52163833,0.47604328,0.52163833,0.00073273518,0.0006869434,0.000966566,1294,2.6869797e-05,False
EURUSD,sweep_low,96,small,8,4.9057547e-05,7.7423283e-05,-4.9057547e-05,0.00097021349,0.5309119,0.4683153,0.5309119,0.0010061295,0.00099419576,0.0014004148,1294,3.8930462e-05,False
GBPUSD,breakout_high,24,large,1,-9.5345967e-06,-3.4441461e-05,-9.5345967e-06,0.00049611896,0.46029697,0.46029697,0.53615236,0.00051458602,0.00050432202,0.00081846443,3098,1.4704799e-05,False
GBPUSD,breakout_high,24,large,2,-2.9104936e-05,-6.2794995e-05,-2.9104936e-05,0.00068580177,0.45836023,0.45836023,0.53905746,0.00070536296,0.00070309795,0.001083249,3098,1.9462005e-05,False
GBPUSD,breakout_high,24,large,4,-3.2486467e-05,-5.7415379e-05,-3.2486467e-05,0.0009413963,0.47224015,0.47224015,0.52550032,0.00097614783,0.00098500431,0.0014533431,3098,2.6111237e-05,False
GBPUSD,breakout_high,24,large,8,-8.005534e-05,-7.4745571e-05,-8.005534e-05,0.0012838921,0.46998063,0.46998063,0.52872821,0.0013141443,0.0013698707,0.001904933,3098,3.4224649e-05,False
GBPUSD,breakout_high,24,medium,1,-1.387402e-05,-2.4524531e-05,-1.387402e-05,0.00041712375,0.47013239,0.47013239,0.52663868,0.00041947407,0.00042706254,0.00066590594,3097,1.1965815e-05,False
GBPUSD,breakout_high,24,medium,2,-1.0838548e-05,-3.0008965e-05,-1.0838548e-05,0.00057924771,0.46851792,0.46851792,0.52954472,0.00059369496,0.00059485432,0.00089335193,3097,1.6052844e-05,False
GBPUSD,breakout_high,24,medium,4,-3.8633231e-05,-5.3240765e-05,-3.8633231e-05,0.00083168007,0.46851792,0.46851792,0.53083629,0.00083074514,0.00085188748,0.0012582206,3097,2.2609252e-05,False
GBPUSD,breakout_high,24,medium,8,-2.8502088e-05,-3.5546708e-05,-2.8502088e-05,0.0011677793,0.48724572,0.48724572,0.5117856,0.001165577,0.0011950624,0.0017066253,3097,3.0666738e-05,False
GBPUSD,breakout_high,24,small,1,-2.0623706e-05,-2.6827479e-05,-2.0623706e-05,0.00037240456,0.46061975,0.46061975,0.53582957,0.00036609053,0.00037844506,0.00057574119,3098,1.0343954e-05,False
GBPUSD,breakout_high,24,small,2,-2.3487811e-05,-3.8378785e-05,-2.3487811e-05,0.00052987838,0.47159458,0.47159458,0.52550032,0.00052021145,0.00054025874,0.00080049703,3098,1.4381991e-05,False
GBPUSD,breakout_high,24,small,4,-5.1691382e-05,-6.1785957e-05,-5.1691382e-05,0.00073564027,0.46029697,0.46029697,0.53744351,0.00073469127,0.0007773037,0.0011053371,3098,1.9858848e-05,False
GBPUSD,breakout_high,24,small,8,-5.8658389e-05,-4.5582644e-05,-5.8658389e-05,0.0010462975,0.47417689,0.47417689,0.52356359,0.0010341421,0.0011056402,0.0015623716,3098,2.8070079e-05,False
GBPUSD,breakout_high,48,large,1,-2.9750406e-05,-4.5891477e-05,-2.9750406e-05,0.00052199292,0.45513116,0.45513116,0.54164749,0.00053766081,0.00054560905,0.00079563444,2173,1.7068042e-05,False
GBPUSD,breakout_high,48,large,2,-5.2050424e-05,-8.0855778e-05,-5.2050424e-05,0.00072265485,0.45052922,0.45052922,0.54716981,0.00073580839,0.00075613679,0.0010814221,2173,2.3198792e-05,False
GBPUSD,breakout_high,48,large,4,-3.3072617e-05,-6.0469241e-05,-3.3072617e-05,0.00098659682,0.47215831,0.47215831,0.52646111,0.001026881,0.0010540173,0.0014609463,2173,3.134039e-05,False
GBPUSD,breakout_high,48,large,8,-7.140331e-05,-6.8294349e-05,-7.140331e-05,0.0013484178,0.47722043,0.47722043,0.52093879,0.001388929,0.0014478155,0.0019410473,2173,4.1639572e-05,False
GBPUSD,breakout_high,48,medium,1,-1.0455993e-05,-2.4600415e-05,-1.0455993e-05,0.00043488331,0.47053407,0.47053407,0.5271639,0.00045418551,0.00044781017,0.00068751759,2172,1.4752102e-05,False
GBPUSD,breakout_high,48,medium,2,-9.0686621e-06,-3.0127715e-05,-9.0686621e-06,0.00061211854,0.47099448,0.47099448,0.5271639,0.00063699583,0.00062567318,0.00092804086,2172,1.9913023e-05,False
GBPUSD,breakout_high,48,medium,4,-3.4990435e-05,-5.1868809e-05,-3.4990435e-05,0.0008851975,0.46961326,0.46961326,0.53038674,0.00088906006,0.00089566687,0.0013025911,2172,2.7949767e-05,False
GBPUSD,breakout_high,48,medium,8,-5.9783177e-05,-8.4396761e-05,-5.9783177e-05,0.0012606079,0.47605893,0.47605893,0.52302026,0.0012416143,0.0012768189,0.0018061959,2172,3.8755642e-05,False
GBPUSD,breakout_high,48,small,1,-2.9953872e-05,-3.0632229e-05,-2.9953872e-05,0.00040814795,0.45856354,0.45856354,0.53729282,0.00040062707,0.00041937123,0.00061857682,2172,1.3272836e-05,False
GBPUSD,breakout_high,48,small,2,-3.6927579e-05,-2.5263956e-05,-3.6927579e-05,0.00057695782,0.48066298,0.48066298,0.51657459,0.00055747929,0.00059502831,0.00086774789,2172,1.8619313e-05,False
GBPUSD,breakout_high,48,small,4,-8.8653561e-05,-7.4294083e-05,-8.8653561e-05,0.00079908399,0.45718232,0.45718232,0.54051565,0.00078104624,0.00085874775,0.0012072005,2172,2.5902966e-05,False
GBPUSD,breakout_high,48,small,8,-0.00010820333,-8.1314565e-05,-0.00010820333,0.0011375066,0.46132597,0.46132597,0.53729282,0.0010922595,0.0012235475,0.0016662498,2172,3.5752812e-05,False
GBPUSD,breakout_high,96,large,1,-9.2716384e-06,-4.3947726e-05,-9.2716384e-06,0.00055151426,0.45393759,0.45393759,0.5423477,0.00057479396,0.00056286164,0.0008382337,1346,2.2847705e-05,False
GBPUSD,breakout_high,96,large,2,-2.199227e-05,-6.0305945e-05,-2.199227e-05,0.00074893889,0.46433878,0.46433878,0.53343239,0.00078397722,0.00076749747,0.0010988105,1346,2.9950236e-05,False
GBPUSD,breakout_high,96,large,4,-9.307979e-06,-4.9218072e-05,-9.307979e-06,0.0010286307,0.47548291,0.47548291,0.52228826,0.0010879129,0.0010687575,0.0015358496,1346,4.1862597e-05,False
GBPUSD,breakout_high,96,large,8,-4.7164494e-05,-4.5003375e-05,-4.7164494e-05,0.0013954696,0.48514116,0.48514116,0.51188707,0.0014633287,0.0014499324,0.0020139533,1346,5.4894252e-05,False
GBPUSD,breakout_high,96,medium,1,-2.4571736e-05,-2.298921e-05,-2.4571736e-05,0.00044240672,0.47806691,0.47806691,0.5204461,0.00047015978,0.00047210818,0.00067367863,1345,1.8369259e-05,False
GBPUSD,breakout_high,96,medium,2,-3.4501456e-05,-3.9484646e-05,-3.4501456e-05,0.0006299507,0.45947955,0.45947955,0.53828996,0.00065317938,0.00066275879,0.0009466775,1345,2.5813145e-05,False
GBPUSD,breakout_high,96,medium,4,-5.0694629e-05,-5.6905075e-05,-5.0694629e-05,0.00091991573,0.46765799,0.46765799,0.53234201,0.00091514363,0.00094213878,0.0013394793,1345,3.6523707e-05,False
GBPUSD,breakout_high,96,medium,8,-3.8844863e-05,-5.7883769e-05,-3.8844863e-05,0.0013043437,0.48327138,0.48327138,0.51524164,0.0012799767,0.0013103372,0.001848317,1345,5.0398232e-05,False
GBPUSD,breakout_high,96,small,1,-1.5770437e-05,-1.7498972e-05,-1.5770437e-05,0.00041383374,0.47399703,0.47399703,0.52154532,0.00041671444,0.0004273601,0.00061676947,1346,1.6811263e-05,False
GBPUSD,breakout_high,96,small,2,-2.101786e-05,-1.664829e-05,-2.101786e-05,0.00059392805,0.48365527,0.48365527,0.51337296,0.00058270001,0.00060050586,0.00088925795,1346,2.4238471e-05,False
GBPUSD,breakout_high,96,small,4,-5.7587636e-05,-7.7436421e-05,-5.7587636e-05,0.00080344704,0.46136701,0.46136701,0.5371471,0.00080519859,0.00084187704,0.0012056215,1346,3.2861582e-05,False
GBPUSD,breakout_high,96,small,8,-8.4090351e-05,-6.751204e-05,-8.4090351e-05,0.001114286,0.47102526,0.47102526,0.52748886,0.0011115167,0.0011782453,0.0016370771,1346,4.4621752e-05,False
GBPUSD,breakout_low,24,large,1,-1.3531399e-05,2.3148416e-05,1.3531399e-05,0.00052213945,0.51970851,0.47797284,0.51970851,0.00055133892,0.00050622285,0.0009921362,3019,1.8056756e-05,False
GBPUSD,breakout_low,24,large,2,-4.7273105e-06,6.1394227e-05,4.7273105e-06,0.0007153841,0.53494535,0.46141106,0.53494535,0.00076174585,0.00070489745,0.0011386809,3019,2.0723852e-05,False
GBPUSD,breakout_low,24,large,4,-2.0724968e-05,2.311631e-05,2.0724968e-05,0.00099798121,0.50877774,0.48923485,0.50877774,0.0010585639,0.00098575688,0.0015116082,3019,2.7511082e-05,False
GBPUSD,breakout_low,24,large,8,3.4408694e-05,3.6622584e-05,-3.4408694e-05,0.0013929393,0.50910898,0.49055979,0.50910898,0.0014474732,0.0013995408,0.002032814,3019,3.6996963e-05,False
GBPUSD,breakout_low,24,medium,1,5.529631e-05,3.2571986e-05,-5.529631e-05,0.00043985077,0.53545394,0.46222664,0.53545394,0.00043383078,0.0004651775,0.00064759714,3018,1.1788141e-05,False
GBPUSD,breakout_low,24,medium,2,8.2082648e-05,7.3707363e-05,-8.2082648e-05,0.00062760173,0.54406892,0.45394301,0.54406892,0.00060780113,0.0006622776,0.00092009954,3018,1.6748472e-05,False
GBPUSD,breakout_low,24,medium,4,8.2771091e-05,9.4252435e-05,-8.2771091e-05,0.00087080204,0.54738237,0.45062956,0.54738237,0.00085930756,0.00093582535,0.0012632739,3018,2.2995238e-05,False
GBPUSD,breakout_low,24,medium,8,0.00011441211,9.6503287e-05,-0.00011441211,0.0012573434,0.53445991,0.46454606,0.53445991,0.0012315326,0.0013274109,0.0018741182,3018,3.4114371e-05,False
GBPUSD,breakout_low,24,small,1,2.8139819e-05,3.3297538e-05,-2.8139819e-05,0.00041278948,0.53958264,0.45478635,0.53958264,0.00040468437,0.00041417579,0.00061578072,3019,1.1207133e-05,False
GBPUSD,breakout_low,24,small,2,5.0644175e-05,6.4089726e-05,-5.0644175e-05,0.00057702413,0.54885724,0.44749917,0.54885724,0.00055697242,0.00059364086,0.00088031708,3019,1.6021662e-05,False
GBPUSD,breakout_low,24,small,4,4.4925585e-05,7.7837064e-05,-4.4925585e-05,0.00081113569,0.54620735,0.45114276,0.54620735,0.00080769345,0.00084332401,0.0012346977,3019,2.2471346e-05,False
GBPUSD,breakout_low,24,small,8,3.573605e-05,5.6331417e-05,-3.573605e-05,0.001123216,0.52136469,0.47731037,0.52136469,0.0011532575,0.00117995,0.001676854,3019,3.0518535e-05,False
GBPUSD,breakout_low,48,large,1,-3.6441318e-06,4.229663e-05,3.6441318e-06,0.00057315818,0.53120534,0.46641258,0.53120534,0.0006001964,0.00055789296,0.0011158449,2099,2.4355531e-05,False
GBPUSD,breakout_low,48,large,2,1.224027e-05,8.3245564e-05,-1.224027e-05,0.00077187245,0.53787518,0.45831348,0.53787518,0.00081784949,0.00077216945,0.0012349377,2099,2.6954969e-05,False
GBPUSD,breakout_low,48,large,4,-1.4643735e-06,5.4025894e-05,1.4643735e-06,0.0010711056,0.51881848,0.48022868,0.51881848,0.0011290979,0.0010708675,0.001610242,2099,3.5146731e-05,False
GBPUSD,breakout_low,48,large,8,4.8301819e-05,5.5305656e-05,-4.8301819e-05,0.0014913057,0.51548356,0.48404002,0.51548356,0.0015406125,0.0015115646,0.0021363993,2099,4.6631159e-05,False
GBPUSD,breakout_low,48,medium,1,5.0972102e-05,3.4301238e-05,-5.0972102e-05,0.00048216203,0.53241182,0.46615825,0.53241182,0.00048319122,0.00049631616,0.00070111319,2098,1.5306835e-05,False
GBPUSD,breakout_low,48,medium,2,7.3728371e-05,6.9603908e-05,-7.3728371e-05,0.00068902624,0.54003813,0.45948522,0.54003813,0.00067847044,0.00070984917,0.00098826434,2098,2.1575973e-05,False
GBPUSD,breakout_low,48,medium,4,5.8960462e-05,8.080408e-05,-5.8960462e-05,0.00096170377,0.53384175,0.46520496,0.53384175,0.00095890728,0.0010109841,0.001369153,2098,2.9891606e-05,False
GBPUSD,breakout_low,48,medium,8,0.00010949759,0.00013115949,-0.00010949759,0.0013909157,0.53527169,0.46377502,0.53527169,0.00136634,0.00143337,0.0020218592,2098,4.4141609e-05,False
GBPUSD,breakout_low,48,small,1,3.541691e-05,3.9550704e-05,-3.541691e-05,0.00045935645,0.54073368,0.45545498,0.54073368,0.0004522294,0.00047103305,0.00067096954,2099,1.4645243e-05,False
GBPUSD,breakout_low,48,small,2,6.3497081e-05,8.444961e-05,-6.3497081e-05,0.00064574937,0.55788471,0.43973321,0.55788471,0.00062375665,0.00066969,0.00097141253,2099,2.1203008e-05,False
GBPUSD,breakout_low,48,small,4,5.8635426e-05,0.0001067993,-5.8635426e-05,0.00090406586,0.55454979,0.44211529,0.55454979,0.0008952733,0.00094505766,0.0013451956,2099,2.9361566e-05,False
GBPUSD,breakout_low,48,small,8,6.673559e-05,7.9004691e-05,-6.673559e-05,0.0012464548,0.52453549,0.47355884,0.52453549,0.0012657326,0.0013237022,0.001823998,2099,3.9812379e-05,False
GBPUSD,breakout_low,96,large,1,5.1803689e-06,4.7678835e-05,-5.1803689e-06,0.00062301416,0.53665911,0.46031746,0.53665911,0.0006347506,0.00059622799,0.0012977421,1323,3.5678655e-05,False
GBPUSD,breakout_low,96,large,2,2.924759e-05,8.6865551e-05,-2.924759e-05,0.00081590481,0.54119426,0.45502646,0.54119426,0.00085898444,0.00081694435,0.0013445561,1323,3.6965706e-05,False
GBPUSD,breakout_low,96,large,4,1.9667262e-05,9.2835592e-05,-1.9667262e-05,0.0011130194,0.52758881,0.47089947,0.52758881,0.0011683586,0.0011176969,0.0016913014,1323,4.649873e-05,False
GBPUSD,breakout_low,96,large,8,6.7644307e-05,8.9005155e-05,-6.7644307e-05,0.0015835161,0.5260771,0.4739229,0.5260771,0.0015944359,0.0015760155,0.0022833151,1323,6.2774885e-05,False
GBPUSD,breakout_low,96,medium,1,6.4940851e-05,4.3997998e-05,-6.4940851e-05,0.00051534665,0.53706505,0.46142209,0.53706505,0.00050602334,0.00053391214,0.00074083412,1322,2.0375358e-05,False
GBPUSD,breakout_low,96,medium,2,9.5415002e-05,9.0774393e-05,-9.5415002e-05,0.00072252321,0.54538578,0.45310136,0.54538578,0.00069756274,0.00075709056,0.0010338088,1322,2.843312e-05,False
GBPUSD,breakout_low,96,medium,4,8.3009573e-05,9.2366906e-05,-8.3009573e-05,0.0010280465,0.53706505,0.46293495,0.53706505,0.00098590053,0.0010825086,0.0014526585,1322,3.9952853e-05,False
GBPUSD,breakout_low,96,medium,8,0.00010954954,0.00013608326,-0.00010954954,0.0014349792,0.53403933,0.46369138,0.53403933,0.001402982,0.0014936938,0.0021282995,1322,5.8535188e-05,False
GBPUSD,breakout_low,96,small,1,3.3005205e-05,3.2179594e-05,-3.3005205e-05,0.00045689946,0.53630862,0.46142209,0.53630862,0.00045281419,0.00047032176,0.00064983417,1322,1.7872562e-05,False
GBPUSD,breakout_low,96,small,2,5.4004632e-05,7.8300572e-05,-5.4004632e-05,0.00064168875,0.55219365,0.44553707,0.55219365,0.0006283796,0.00066788109,0.00093791328,1322,2.5795679e-05,False
GBPUSD,breakout_low,96,small,4,1.4786689e-05,7.7670862e-05,-1.4786689e-05,0.00090385692,0.53857791,0.45990923,0.53857791,0.00092070324,0.00092781176,0.0013203132,1322,3.6312925e-05,False
GBPUSD,breakout_low,96,small,8,2.2492712e-06,2.9647989e-05,-2.2492712e-06,0.0012111551,0.50983359,0.48789713,0.50983359,0.0012993447,0.0012645621,0.0017588441,1322,4.8373958e-05,False
GBPUSD,sweep_high,24,large,1,4.9003977e-06,-1.0771722e-05,4.9003977e-06,0.00044008552,0.48624788,0.48624788,0.50797963,0.00045272593,0.00044092864,0.00070960092,2945,1.3075898e-05,False
GBPUSD,sweep_high,24,large,2,-1.7219525e-05,-1.2083424e-05,-1.7219525e-05,0.00063801739,0.48828523,0.48828523,0.50797963,0.0006418032,0.00063983022,0.00096100035,2945,1.7708464e-05,False
GBPUSD,sweep_high,24,large,4,-1.3572477e-05,-2.004474e-05,-1.3572477e-05,0.00087535175,0.48658744,0.48658744,0.51103565,0.00090464845,0.00090819788,0.0012980709,2945,2.3919701e-05,False
GBPUSD,sweep_high,24,large,8,-1.6271597e-05,-2.803263e-05,-1.6271597e-05,0.0012239182,0.49066214,0.49066214,0.50764007,0.0012525608,0.0012738299,0.0017722084,2945,3.2656689e-05,False
GBPUSD,sweep_high,24,medium,1,-9.5211921e-06,-1.1641308e-05,-9.5211921e-06,0.00040318476,0.48149406,0.48149406,0.51103565,0.00039730017,0.00040234302,0.00065011898,2945,1.1979817e-05,False
GBPUSD,sweep_high,24,medium,2,-2.9612259e-06,-7.9381145e-06,-2.9612259e-06,0.00057114551,0.48794567,0.48794567,0.50730051,0.0005675419,0.00057629103,0.00091263068,2945,1.6817151e-05,False
GBPUSD,sweep_high,24,medium,4,-7.7688301e-06,-1.1454972e-05,-7.7688301e-06,0.00079089726,0.49168081,0.49168081,0.50628183,0.00079553308,0.00080839106,0.0012207121,2945,2.2494202e-05,False
GBPUSD,sweep_high,24,medium,8,-8.2314351e-06,-1.8148491e-05,-8.2314351e-06,0.0011281484,0.49134126,0.49134126,0.50628183,0.0011468673,0.0011404067,0.0017556159,2945,3.2350936e-05,False
GBPUSD,sweep_high,24,small,1,1.0024262e-05,3.5732279e-06,1.0024262e-05,0.00038864121,0.50186757,0.50186757,0.49473684,0.00039114669,0.00037949493,0.00062616169,2945,1.1538354e-05,False
GBPUSD,sweep_high,24,small,2,-8.6555158e-07,-2.0135471e-05,-8.6555158e-07,0.00054304909,0.4770798,0.4770798,0.52088285,0.00055767628,0.00054946917,0.00089218807,2945,1.6440452e-05,False
GBPUSD,sweep_high,24,small,4,-1.6395105e-07,-1.6287289e-16,-1.6395105e-07,0.0007753152,0.49779287,0.49779287,0.50016978,0.00080113285,0.00077891124,0.0012418629,2945,2.2883951e-05,False
GBPUSD,sweep_high,24,small,8,3.1481278e-05,-7.3064699e-06,3.1481278e-05,0.0010572142,0.49677419,0.49677419,0.50118846,0.001132871,0.0010847538,0.0017002779,2945,3.1331218e-05,False
GBPUSD,sweep_high,48,large,1,2.1216268e-05,-3.6421911e-06,2.1216268e-05,0.00049047794,0.49342426,0.49342426,0.50121773,0.00050691268,0.00048221422,0.00084764687,2053,1.8707704e-05,False
GBPUSD,sweep_high,48,large,2,2.194909e-06,-8.2064076e-06,2.194909e-06,0.00070295656,0.49147589,0.49147589,0.50608865,0.00071577808,0.00069253388,0.0011025429,2053,2.43333e-05,False
GBPUSD,sweep_high,48,large,4,1.8926923e-05,0,1.8926923e-05,0.00094622729,0.4968339,0.4968339,0.49975645,0.0010057446,0.00096604205,0.0014486111,2053,3.1971082e-05,False
GBPUSD,sweep_high,48,large,8,1.4116047e-05,-8.0294843e-06,1.4116047e-05,0.0013322873,0.49732099,0.49732099,0.50170482,0.0013819055,0.001355087,0.0019585369,2053,4.3225227e-05,False
GBPUSD,sweep_high,48,medium,1,-1.0222651e-05,-1.8629988e-05,-1.0222651e-05,0.00043863177,0.4785575,0.4785575,0.51413255,0.0004304551,0.00043038861,0.00070291025,2052,1.5517123e-05,False
GBPUSD,sweep_high,48,medium,2,-8.7389502e-06,-1.910244e-05,-8.7389502e-06,0.00061342094,0.48001949,0.48001949,0.51461988,0.00061258097,0.00061448581,0.00095494468,2052,2.1080919e-05,False
GBPUSD,sweep_high,48,medium,4,-9.7752128e-06,-1.8655378e-05,-9.7752128e-06,0.00085029284,0.48586745,0.48586745,0.51169591,0.00085813701,0.00086152529,0.0012846046,2052,2.8358338e-05,False
GBPUSD,sweep_high,48,medium,8,-3.3124607e-05,-3.9760025e-05,-3.3124607e-05,0.0011895139,0.48684211,0.48684211,0.51267057,0.0012036561,0.0012191202,0.0017566318,2052,3.8778595e-05,False
GBPUSD,sweep_high,48,small,1,2.2171295e-05,1.1054722e-05,2.2171295e-05,0.00042312834,0.51120858,0.51120858,0.48635478,0.00043132151,0.00040469929,0.00068094685,2052,1.5032269e-05,False
GBPUSD,sweep_high,48,small,2,9.3412269e-06,-2.3831479e-05,9.3412269e-06,0.00059537945,0.4751462,0.4751462,0.5214425,0.00061975389,0.00058991405,0.00098400312,2052,2.1722399e-05,False
GBPUSD,sweep_high,48,small,4,3.9368309e-06,-7.9639399e-06,3.9368309e-06,0.00085204778,0.49561404,0.49561404,0.50243665,0.00088073892,0.00083734329,0.0013586921,2052,2.9993862e-05,False
GBPUSD,sweep_high,48,small,8,1.4749737e-05,-2.2683029e-05,1.4749737e-05,0.0011487712,0.4917154,0.4917154,0.50584795,0.0012364277,0.0011695079,0.001735427,2052,3.8310487e-05,False
GBPUSD,sweep_high,96,large,1,2.007342e-05,-4.0270611e-06,2.007342e-05,0.00051673742,0.49056604,0.49056604,0.50628931,0.00053270262,0.00050689933,0.00085699397,1272,2.4028918e-05,False
