pair,event_type,lookback_window,session,range_regime,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
ALL,sweep_high,48,london,expanded,4,0.00017765973,0.00019218098,0.00017765973,0.0011324392,0.57179161,0.57179161,0.42736129,0.001162068,0.00094733022,0.0018072885,2361,3.7194566e-05,False
ALL,sweep_high,48,london,expanded,8,0.00020151999,0.00034802342,0.00020151999,0.0016745151,0.58407454,0.58407454,0.41423126,0.0016858785,0.0014180652,0.0023710111,2361,4.8796154e-05,False
ALL,sweep_high,48,london,normal,1,-1.6536786e-05,-1.8189507e-05,-1.6536786e-05,0.00040241442,0.47342631,0.47342631,0.52393517,0.00040671499,0.00041242802,0.00055638092,2653,1.0801986e-05,False
ALL,sweep_high,48,london,normal,2,-4.3989612e-05,-3.3797628e-05,-4.3989612e-05,0.00056934838,0.4756879,0.4756879,0.52242744,0.00057048335,0.00059982251,0.00077953151,2653,1.5134394e-05,False
ALL,sweep_high,48,london,normal,4,-3.8547417e-05,-1.3638471e-05,-3.8547417e-05,0.0007785989,0.49453449,0.49453449,0.50433472,0.00080149423,0.00085786575,0.0010598606,2653,2.0576908e-05,False
ALL,sweep_high,48,london,normal,8,-7.3748166e-05,-5.3956349e-05,-7.3748166e-05,0.0010964208,0.48322654,0.48322654,0.51526574,0.0011224861,0.0012313656,0.0014576447,2653,2.8299779e-05,False
ALL,sweep_high,48,london,unknown,1,2.4150215e-05,4.402279e-05,2.4150215e-05,0.00021376159,0.57142857,0.57142857,0.42857143,0.00025999667,0.00024239117,0.00027056994,14,7.2312858e-05,True
ALL,sweep_high,48,london,unknown,2,0.00021165057,-1.9215626e-05,0.00021165057,0.00046687506,0.5,0.5,0.5,0.00050784015,0.00031590278,0.00057782025,14,0.00015442896,True
ALL,sweep_high,48,london,unknown,4,1.501501e-05,5.3000207e-05,1.501501e-05,0.00043290452,0.5,0.5,0.5,0.00061268946,0.00043778307,0.00053054378,14,0.00014179379,True
ALL,sweep_high,48,london,unknown,8,-2.9250247e-05,-2.1087229e-05,-2.9250247e-05,0.00069417334,0.5,0.5,0.5,0.00078104746,0.00065044588,0.00087895516,14,0.00023491065,True
ALL,sweep_high,48,new_york,compressed,1,-5.8786765e-05,-4.4121784e-05,-5.8786765e-05,0.00032435453,0.43619792,0.43619792,0.55859375,0.00030330096,0.00038536083,0.00045776545,1536,1.1680123e-05,False
ALL,sweep_high,48,new_york,compressed,2,-9.1521484e-05,-6.9375281e-05,-9.1521484e-05,0.00044032356,0.42447917,0.42447917,0.56966146,0.00041721076,0.00053406975,0.00062130304,1536,1.5852869e-05,False
ALL,sweep_high,48,new_york,compressed,4,-0.00019483318,-0.00013811117,-0.00019483318,0.00059314554,0.39453125,0.39453125,0.60091146,0.00054576345,0.00076234333,0.00082873157,1536,2.1145515e-05,False
ALL,sweep_high,48,new_york,compressed,8,-0.00023480859,-0.00015726596,-0.00023480859,0.00073738669,0.39453125,0.39453125,0.6015625,0.00069195776,0.0010291097,0.0010086315,1536,2.5735756e-05,False
ALL,sweep_high,48,new_york,expanded,1,7.2126671e-05,3.6856546e-05,7.2126671e-05,0.00053614543,0.52708541,0.52708541,0.46759721,0.00054828528,0.00047449735,0.00094596147,3009,1.7244966e-05,False
ALL,sweep_high,48,new_york,expanded,2,0.00011483187,5.943319e-05,0.00011483187,0.00075843744,0.53904952,0.53904952,0.45895646,0.0007968658,0.0006662868,0.0012352522,3009,2.2518763e-05,False
ALL,sweep_high,48,new_york,expanded,4,0.00020516006,0.00012641204,0.00020516006,0.0010513955,0.55832502,0.55832502,0.44001329,0.0011219695,0.00087574454,0.001606964,3009,2.9295105e-05,False
ALL,sweep_high,48,new_york,expanded,8,0.00028915539,0.00019117565,0.00028915539,0.0013890774,0.5736125,0.5736125,0.42572283,0.0015009607,0.0011659827,0.0021397466,3009,3.9007781e-05,False
ALL,sweep_high,48,new_york,normal,1,-2.7063783e-05,-1.1811954e-05,-2.7063783e-05,0.00039702421,0.48151529,0.48151529,0.51300776,0.00038463424,0.00041636393,0.00058950033,2191,1.2593976e-05,False
ALL,sweep_high,48,new_york,normal,2,-5.1565235e-05,-3.1542756e-05,-5.1565235e-05,0.00053971703,0.4710178,0.4710178,0.52578731,0.00052118041,0.00058973436,0.00080438743,2191,1.7184784e-05,False
ALL,sweep_high,48,new_york,normal,4,-7.1052591e-05,-4.1062281e-05,-7.1052591e-05,0.00071889074,0.47558193,0.47558193,0.52213601,0.00071774903,0.00081442728,0.0010433764,2191,2.22905e-05,False
ALL,sweep_high,48,new_york,normal,8,-0.00012299169,-7.3537363e-05,-0.00012299169,0.00096703516,0.45960749,0.45960749,0.53765404,0.00094656535,0.0010921287,0.0013825971,2191,2.9537548e-05,False
ALL,sweep_high,48,new_york,unknown,1,-0.00012257674,-0.00023210845,-0.00012257674,0.0003156463,0.4375,0.4375,0.5625,0.00023737943,0.00039291704,0.00035005615,16,8.7514038e-05,True
ALL,sweep_high,48,new_york,unknown,2,-0.00038589921,-0.00027795762,-0.00038589921,0.00055711848,0.25,0.25,0.75,0.00031209343,0.000682531,0.00073277659,16,0.00018319415,True
ALL,sweep_high,48,new_york,unknown,4,-0.00041083442,-0.00057376779,-0.00041083442,0.00082835678,0.25,0.25,0.75,0.00044463552,0.00096057533,0.00090131707,16,0.00022532927,True
ALL,sweep_high,48,new_york,unknown,8,-0.00059398791,-0.00045664537,-0.00059398791,0.00083433881,0.3125,0.3125,0.6875,0.00048109887,0.0011435295,0.00099017461,16,0.00024754365,True
ALL,sweep_high,96,asia,compressed,1,-6.4733926e-05,-4.5449009e-05,-6.4733926e-05,0.00024340935,0.40804598,0.40804598,0.57279693,0.00021117526,0.0002853545,0.00033627147,522,1.4718202e-05,False
ALL,sweep_high,96,asia,compressed,2,-9.4975632e-05,-6.590519e-05,-9.4975632e-05,0.00031442556,0.4137931,0.4137931,0.58237548,0.00027904011,0.00040510346,0.0004203031,522,1.8396167e-05,False
ALL,sweep_high,96,asia,compressed,4,-0.00014173333,-0.00010917948,-0.00014173333,0.00045018423,0.40038314,0.40038314,0.59578544,0.00038875476,0.00057796956,0.00062391547,522,2.7308038e-05,False
ALL,sweep_high,96,asia,compressed,8,-0.0001825188,-0.00019510857,-0.0001825188,0.00058968786,0.38314176,0.38314176,0.61494253,0.00053540797,0.00079364075,0.00080769702,522,3.5351938e-05,False
ALL,sweep_high,96,asia,expanded,1,3.2009357e-05,7.3022816e-06,3.2009357e-05,0.00037249722,0.50348953,0.50348953,0.49152542,0.00039262858,0.00035466773,0.00056178986,1003,1.7738767e-05,False
ALL,sweep_high,96,asia,expanded,2,6.4517135e-05,3.6231064e-05,6.4517135e-05,0.00055280015,0.52841476,0.52841476,0.46759721,0.00057817156,0.00050196451,0.00081574955,1003,2.5757658e-05,False
ALL,sweep_high,96,asia,expanded,4,0.00010356954,6.6251491e-05,0.00010356954,0.00078830096,0.53938185,0.53938185,0.45663011,0.00084368704,0.00070894861,0.0011486039,1003,3.6267683e-05,False
ALL,sweep_high,96,asia,expanded,8,0.00011869338,0.00011920599,0.00011869338,0.0011649884,0.53539382,0.53539382,0.46261216,0.0012256367,0.0010621996,0.0018456917,1003,5.8278544e-05,False
ALL,sweep_high,96,asia,normal,1,-1.1834711e-05,-9.432036e-06,-1.1834711e-05,0.00027853013,0.48870637,0.48870637,0.50308008,0.0002830988,0.00028388648,0.00039543267,974,1.267048e-05,False
ALL,sweep_high,96,asia,normal,2,-2.8064855e-05,-5.0837731e-05,-2.8064855e-05,0.00040885618,0.45482546,0.45482546,0.54209446,0.00040758473,0.00041748653,0.00057556346,974,1.8442243e-05,False
ALL,sweep_high,96,asia,normal,4,-6.0141496e-05,-7.6839767e-05,-6.0141496e-05,0.00057716642,0.44353183,0.44353183,0.55338809,0.00057120464,0.00061686494,0.00080538365,974,2.5806157e-05,False
ALL,sweep_high,96,asia,normal,8,-0.00011621548,-0.00013752152,-0.00011621548,0.00078692167,0.4312115,0.4312115,0.56776181,0.0007664621,0.00089391766,0.0010834948,974,3.4717412e-05,False
ALL,sweep_high,96,asia,unknown,1,-6.6206796e-05,-0.00015461299,-6.6206796e-05,0.00024196537,0.28571429,0.28571429,0.71428571,0.0001362335,0.00023751589,0.00026626542,7,0.00010063887,True
ALL,sweep_high,96,asia,unknown,2,-0.00020934984,-0.00016359954,-0.00020934984,0.00037629517,0.14285714,0.14285714,0.85714286,0.00017101378,0.00044281061,0.00046587652,7,0.00017608477,True
ALL,sweep_high,96,asia,unknown,4,0.00013797625,0.00015812835,0.00013797625,0.00056117826,0.57142857,0.57142857,0.28571429,0.00051307281,0.00051683654,0.00075729139,7,0.00028622924,True
ALL,sweep_high,96,asia,unknown,8,-2.2640348e-05,-0.000209612,-2.2640348e-05,0.00076859575,0.42857143,0.42857143,0.57142857,0.0007156724,0.00066288416,0.00092912048,7,0.00035117453,True
ALL,sweep_high,96,london,compressed,1,-7.2379386e-05,-4.541046e-05,-7.2379386e-05,0.00034807899,0.4481982,0.4481982,0.54842342,0.00031688166,0.00039678867,0.00046919681,888,1.5745214e-05,False
ALL,sweep_high,96,london,compressed,2,-0.00012779699,-0.00010576104,-0.00012779699,0.00046742878,0.40315315,0.40315315,0.59009009,0.00042878001,0.00057071938,0.00061975256,888,2.0797534e-05,False
ALL,sweep_high,96,london,compressed,4,-0.00022303454,-0.00020066297,-0.00022303454,0.00066319823,0.38851351,0.38851351,0.60923423,0.00058181714,0.00085482731,0.00091740044,888,3.0785943e-05,False
ALL,sweep_high,96,london,compressed,8,-0.00028486004,-0.00022883637,-0.00028486004,0.00088698055,0.38513514,0.38513514,0.61373874,0.00079092694,0.001204053,0.0012452971,888,4.1789436e-05,False
ALL,sweep_high,96,london,expanded,1,7.5691884e-05,4.3204956e-05,7.5691884e-05,0.00051690532,0.53760446,0.53760446,0.45473538,0.00053881832,0.00045917955,0.00080165354,1436,2.1154828e-05,False
ALL,sweep_high,96,london,expanded,2,0.00010081679,8.6887149e-05,0.00010081679,0.00076297599,0.55013928,0.55013928,0.44707521,0.00079516486,0.00067954092,0.0012320316,1436,3.251207e-05,False
ALL,sweep_high,96,london,expanded,4,0.00016337275,0.00019055286,0.00016337275,0.0011124933,0.57172702,0.57172702,0.42618384,0.0011435704,0.0009653587,0.0018647083,1436,4.920777e-05,False
ALL,sweep_high,96,london,expanded,8,0.00019315233,0.00031710724,0.00019315233,0.0016247357,0.58426184,0.58426184,0.41295265,0.0016703232,0.001407112,0.0023562718,1436,6.2179636e-05,False
ALL,sweep_high,96,london,normal,1,-1.6877431e-05,-1.8009216e-05,-1.6877431e-05,0.00039725678,0.4743025,0.4743025,0.52422907,0.00040724027,0.00041216318,0.00054924232,1362,1.4882484e-05,False
ALL,sweep_high,96,london,normal,2,-4.3438062e-05,-3.7859293e-05,-4.3438062e-05,0.00056023979,0.47503671,0.47503671,0.52422907,0.00057019908,0.00059487875,0.00075848962,1362,2.0552331e-05,False
ALL,sweep_high,96,london,normal,4,-4.5710308e-05,-2.7066296e-05,-4.5710308e-05,0.00075870888,0.48604993,0.48604993,0.51101322,0.0007844934,0.00085084383,0.0010257655,1362,2.7794543e-05,False
ALL,sweep_high,96,london,normal,8,-0.00011935013,-0.00010280538,-0.00011935013,0.0010544171,0.47063142,0.47063142,0.52790015,0.0010913085,0.0012337337,0.0013961816,1362,3.7831481e-05,False
ALL,sweep_high,96,london,unknown,1,0.0001008208,6.2238081e-05,0.0001008208,0.00021443826,0.57142857,0.57142857,0.42857143,0.00033200298,0.00014482752,0.00028336825,7,0.00010710313,True
ALL,sweep_high,96,london,unknown,2,0.00042138119,0.00044007689,0.00042138119,0.00052988492,0.85714286,0.85714286,0.14285714,0.00057400173,0.00020824202,0.00053296322,7,0.00020144116,True
ALL,sweep_high,96,london,unknown,4,0.00036024586,0.00030492655,0.00036024586,0.00039557227,0.71428571,0.71428571,0.28571429,0.00071655148,0.00022401209,0.00038197067,7,0.00014437134,True
ALL,sweep_high,96,london,unknown,8,0.0007740842,0.00049899098,0.0007740842,0.0007740842,1,1,0,0.0011270739,0.00023915121,0.00064296217,7,0.00024301686,True
ALL,sweep_high,96,new_york,compressed,1,-5.6244911e-05,-4.5201083e-05,-5.6244911e-05,0.00031910674,0.42741117,0.42741117,0.56954315,0.00028589662,0.00037356535,0.0004463263,985,1.4221138e-05,False
ALL,sweep_high,96,new_york,compressed,2,-0.00010526655,-7.2510729e-05,-0.00010526655,0.00043107427,0.41827411,0.41827411,0.57664975,0.00039454845,0.00051915587,0.00061523301,985,1.9602954e-05,False
ALL,sweep_high,96,new_york,compressed,4,-0.00019910805,-0.00013935178,-0.00019910805,0.00056696262,0.39593909,0.39593909,0.6,0.00051285383,0.00074369302,0.00079639068,985,2.5375117e-05,False
ALL,sweep_high,96,new_york,compressed,8,-0.00030561261,-0.00019858099,-0.00030561261,0.0007223941,0.36852792,0.36852792,0.62639594,0.00063930932,0.0010158941,0.00096152656,985,3.0636784e-05,False
ALL,sweep_high,96,new_york,expanded,1,6.0326732e-05,3.7199335e-05,6.0326732e-05,0.00052049836,0.52796421,0.52796421,0.46793438,0.00053518015,0.00047169699,0.00086514079,2682,1.670542e-05,False
ALL,sweep_high,96,new_york,expanded,2,9.5043728e-05,5.9584781e-05,9.5043728e-05,0.00072999899,0.54138702,0.54138702,0.45637584,0.00077008027,0.00066126394,0.0011398068,2682,2.2009078e-05,False
ALL,sweep_high,96,new_york,expanded,4,0.00018765117,0.00012385516,0.00018765117,0.0010170934,0.55592841,0.55592841,0.44220731,0.0010878537,0.00086758143,0.0015141139,2682,2.9236755e-05,False
ALL,sweep_high,96,new_york,expanded,8,0.00027286397,0.00018086664,0.00027286397,0.0013313644,0.57345265,0.57345265,0.42580164,0.0014530723,0.0011428392,0.0020376351,2682,3.9345677e-05,False
ALL,sweep_high,96,new_york,normal,1,-2.2918322e-05,-9.1974744e-06,-2.2918322e-05,0.00039120226,0.4838892,0.4838892,0.51045789,0.00037868371,0.00041507944,0.00058325798,1769,1.3867455e-05,False
ALL,sweep_high,96,new_york,normal,2,-5.976509e-05,-3.6242389e-05,-5.976509e-05,0.00052960849,0.46919163,0.46919163,0.52741662,0.00050921551,0.00059268214,0.00077803281,1769,1.8498393e-05,False
ALL,sweep_high,96,new_york,normal,4,-7.7452471e-05,-3.7987426e-05,-7.7452471e-05,0.00071946431,0.47993217,0.47993217,0.51724138,0.00069317161,0.00081135972,0.001039622,1769,2.4717897e-05,False
ALL,sweep_high,96,new_york,normal,8,-0.00013354457,-7.6782096e-05,-0.00013354457,0.00093996206,0.45618994,0.45618994,0.54267948,0.00091432128,0.0010809852,0.0013636368,1769,3.2421627e-05,False
ALL,sweep_high,96,new_york,unknown,1,-9.4791043e-05,-0.00024319962,-9.4791043e-05,0.00030960603,0.44444444,0.44444444,0.55555556,0.00020915754,0.00037755683,0.00034597632,9,0.00011532544,True
ALL,sweep_high,96,new_york,unknown,2,-0.00037654896,-0.00012884022,-0.00037654896,0.00043383973,0.33333333,0.33333333,0.66666667,0.00025934334,0.00062857045,0.00053545406,9,0.00017848469,True
ALL,sweep_high,96,new_york,unknown,4,-0.00024723553,-0.00066212011,-0.00024723553,0.00080458233,0.33333333,0.33333333,0.66666667,0.00047370031,0.00089737267,0.00094927277,9,0.00031642426,True
ALL,sweep_high,96,new_york,unknown,8,-0.00048024085,-0.00048303613,-0.00048024085,0.00079464371,0.33333333,0.33333333,0.66666667,0.00052953123,0.0010708731,0.00083794716,9,0.00027931572,True
ALL,sweep_low,24,asia,compressed,1,4.4307397e-05,4.6489406e-05,-4.4307397e-05,0.00024907271,0.56405354,0.42877629,0.56405354,0.00024232151,0.00028047835,0.00034893094,2092,7.6288424e-06,False
ALL,sweep_low,24,asia,compressed,2,6.7968022e-05,6.8629085e-05,-6.7968022e-05,0.00033652383,0.5750478,0.41826004,0.5750478,0.00033975339,0.00039778394,0.00048841546,2092,1.0678458e-05,False
ALL,sweep_low,24,asia,compressed,4,0.00011373738,0.00012188849,-0.00011373738,0.00047876844,0.61424474,0.38001912,0.61424474,0.00046620011,0.00057887623,0.00069745123,2092,1.5248706e-05,False
ALL,sweep_low,24,asia,compressed,8,0.00011805841,0.00017980558,-0.00011805841,0.00066087407,0.61759082,0.38049713,0.61759082,0.00066027241,0.00082667525,0.00098383286,2092,2.1510004e-05,False
ALL,sweep_low,24,asia,expanded,1,-5.3827531e-05,-2.0167959e-05,5.3827531e-05,0.00039107352,0.47362794,0.51817534,0.47362794,0.00041689497,0.00033058935,0.00065546575,2806,1.2373888e-05,False
ALL,sweep_low,24,asia,expanded,2,-8.3571313e-05,-4.6489738e-05,8.3571313e-05,0.00055192263,0.46186743,0.53456878,0.46186743,0.00060803826,0.00046740609,0.000882428,2806,1.6658483e-05,False
ALL,sweep_low,24,asia,expanded,4,-0.00013152398,-9.4260841e-05,0.00013152398,0.00080727532,0.4468995,0.54989309,0.4468995,0.00089371688,0.00067072437,0.0012512943,2806,2.3621944e-05,False
ALL,sweep_low,24,asia,expanded,8,-0.00017276635,-0.00015235335,0.00017276635,0.0011633192,0.43121882,0.56699929,0.43121882,0.0012968654,0.00097579811,0.001698335,2806,3.2061182e-05,False
ALL,sweep_low,24,asia,normal,1,1.7628958e-05,2.360439e-05,-1.7628958e-05,0.00027603105,0.53219527,0.46181491,0.53219527,0.00028134086,0.00027820845,0.0003909427,3339,6.7655779e-06,False
ALL,sweep_low,24,asia,normal,2,3.4352387e-05,2.3174971e-05,-3.4352387e-05,0.00038980428,0.52351003,0.4719976,0.52351003,0.00039457294,0.00040929764,0.00055583457,3339,9.6191644e-06,False
ALL,sweep_low,24,asia,normal,4,4.8780951e-05,4.1745731e-05,-4.8780951e-05,0.00054949917,0.52949985,0.46780473,0.52949985,0.00056401044,0.00059177233,0.00079324847,3339,1.3727803e-05,False
ALL,sweep_low,24,asia,normal,8,9.5158398e-05,7.7337058e-05,-9.5158398e-05,0.00077346101,0.53938305,0.45852052,0.53938305,0.00079013245,0.00087034891,0.0011131663,3339,1.9264239e-05,False
ALL,sweep_low,24,asia,unknown,1,-4.7006435e-05,-2.6881712e-05,4.7006435e-05,0.00018553809,0.5,0.5,0.5,0.00022112452,0.00018119507,0.00026681253,8,9.4332476e-05,True
ALL,sweep_low,24,asia,unknown,2,-5.5761652e-05,9.3459444e-05,5.5761652e-05,0.00030021968,0.75,0.25,0.75,0.00031402434,0.00023398441,0.00042432783,8,0.00015002254,True
ALL,sweep_low,24,asia,unknown,4,-0.00031794151,-0.00047140751,0.00031794151,0.00052198299,0.375,0.625,0.375,0.00055397324,0.00026471828,0.00051866614,8,0.00018337617,True
ALL,sweep_low,24,asia,unknown,8,-0.00022409974,-0.00030491745,0.00022409974,0.0007204222,0.375,0.625,0.375,0.00074579134,0.00047366789,0.00081635144,8,0.00028862382,True
ALL,sweep_low,24,london,compressed,1,6.6939091e-05,6.1603856e-05,-6.6939091e-05,0.00034927949,0.56521739,0.42892037,0.56521739,0.00033684814,0.00039365303,0.00047713434,2047,1.0545854e-05,False
ALL,sweep_low,24,london,compressed,2,0.00011610819,9.552502e-05,-0.00011610819,0.00048435863,0.57498779,0.42159257,0.57498779,0.00046221747,0.00056662625,0.00063893525,2047,1.4122056e-05,False
ALL,sweep_low,24,london,compressed,4,0.00016226018,0.00015709685,-0.00016226018,0.00064862231,0.59452858,0.40400586,0.59452858,0.00063672143,0.00080608752,0.00097314457,2047,2.1508912e-05,False
ALL,sweep_low,24,london,compressed,8,0.00020132881,0.00020482849,-0.00020132881,0.00084398101,0.59794822,0.4000977,0.59794822,0.00086839605,0.0011202147,0.0012514918,2047,2.7661077e-05,False
ALL,sweep_low,24,london,expanded,1,-7.6272212e-05,-4.8430841e-05,7.6272212e-05,0.00055478654,0.46221028,0.53409473,0.46221028,0.00058278097,0.00046986934,0.00081724528,2977,1.4978316e-05,False
ALL,sweep_low,24,london,expanded,2,-0.00011979276,-9.9985002e-05,0.00011979276,0.00078581767,0.44978166,0.54753107,0.44978166,0.00084230955,0.00067180492,0.0011368116,2977,2.0835268e-05,False
ALL,sweep_low,24,london,expanded,4,-0.00022508958,-0.00019240579,0.00022508958,0.0011516015,0.43063487,0.5680215,0.43063487,0.0012490476,0.00095677435,0.001635054,2977,2.996696e-05,False
ALL,sweep_low,24,london,expanded,8,-0.00030443222,-0.00036902694,0.00030443222,0.0017180618,0.42391669,0.57608331,0.42391669,0.0018346798,0.0014021811,0.0023502375,2977,4.3074707e-05,False
ALL,sweep_low,24,london,normal,1,1.5137975e-05,2.460963e-05,-1.5137975e-05,0.0004310637,0.51815079,0.47843624,0.51815079,0.00043489123,0.00041800273,0.00059929474,3223,1.0556266e-05,False
ALL,sweep_low,24,london,normal,2,3.6737221e-05,3.6892201e-05,-3.6737221e-05,0.00059338155,0.52311511,0.47440273,0.52311511,0.00060383413,0.00060623528,0.00082200068,3223,1.4479115e-05,False
ALL,sweep_low,24,london,normal,4,8.1957356e-05,5.754071e-05,-8.1957356e-05,0.00081727852,0.52776916,0.47005895,0.52776916,0.0008381076,0.0008797204,0.0011188993,3223,1.9708831e-05,False
ALL,sweep_low,24,london,normal,8,8.2412922e-05,7.4739592e-05,-8.2412922e-05,0.001144233,0.525287,0.47378219,0.525287,0.001178224,0.0012483524,0.0015424574,3223,2.7169585e-05,False
ALL,sweep_low,24,london,unknown,1,-4.4597847e-05,-1.7817372e-05,4.4597847e-05,0.00023740476,0.4516129,0.5483871,0.4516129,0.00030510802,0.00019834295,0.00032327877,31,5.8062582e-05,False
ALL,sweep_low,24,london,unknown,2,-0.00016383389,-0.00012459248,0.00016383389,0.00039618213,0.38709677,0.61290323,0.38709677,0.00049973426,0.00028378357,0.00048309483,31,8.6766393e-05,False
ALL,sweep_low,24,london,unknown,4,-0.00028990448,-0.00021003526,0.00028990448,0.00054630441,0.32258065,0.67741935,0.32258065,0.00075599834,0.00037379696,0.0006309469,31,0.00011332141,False
ALL,sweep_low,24,london,unknown,8,-0.00046991134,-0.00041667708,0.00046991134,0.00083060445,0.32258065,0.67741935,0.32258065,0.0010699902,0.00049518582,0.00092740954,31,0.00016656767,False
ALL,sweep_low,24,new_york,compressed,1,7.5476854e-05,6.0436444e-05,-7.5476854e-05,0.00033631902,0.57505568,0.41959911,0.57505568,0.00031559807,0.0003853687,0.00047464536,2245,1.001754e-05,False
ALL,sweep_low,24,new_york,compressed,2,0.00011535054,8.8959224e-05,-0.00011535054,0.00045190916,0.59732739,0.39732739,0.59732739,0.00042758348,0.0005451884,0.00064115733,2245,1.3531827e-05,False
ALL,sweep_low,24,new_york,compressed,4,0.0001687693,0.00014662643,-0.0001687693,0.00059039313,0.61202673,0.38619154,0.61202673,0.00057076421,0.00075896943,0.00082475226,2245,1.7406656e-05,False
ALL,sweep_low,24,new_york,compressed,8,0.00025441775,0.00022533568,-0.00025441775,0.00073989987,0.63340757,0.36614699,0.63340757,0.00071517664,0.0010123415,0.00097533469,2245,2.0584745e-05,False
ALL,sweep_low,24,new_york,expanded,1,-5.4660915e-05,-2.597272e-05,5.4660915e-05,0.00052787678,0.46826223,0.52757544,0.46826223,0.00054985668,0.0004674981,0.00081862972,3844,1.3203705e-05,False
ALL,sweep_low,24,new_york,expanded,2,-0.00010055077,-4.2056348e-05,0.00010055077,0.00074166589,0.47294485,0.52549428,0.47294485,0.0007904165,0.00065845359,0.0011433632,3844,1.8441342e-05,False
ALL,sweep_low,24,new_york,expanded,4,-0.00015123432,-8.8794922e-05,0.00015123432,0.0010180131,0.44901145,0.54890739,0.44901145,0.0011044666,0.00089349835,0.0015678246,3844,2.5287494e-05,False
ALL,sweep_low,24,new_york,expanded,8,-0.00020526817,-0.00014242356,0.00020526817,0.0013871281,0.45109261,0.54760666,0.45109261,0.0015118781,0.0011945028,0.0020947569,3844,3.3786402e-05,False
ALL,sweep_low,24,new_york,normal,1,2.7800782e-05,1.8448806e-05,-2.7800782e-05,0.00041812744,0.52326389,0.471875,0.52326389,0.00040780872,0.00042587666,0.00063394477,2880,1.1812863e-05,False
ALL,sweep_low,24,new_york,normal,2,5.0694377e-05,4.5619125e-05,-5.0694377e-05,0.00056277762,0.53020833,0.46770833,0.53020833,0.00055802989,0.00060552212,0.00083275014,2880,1.5517383e-05,False
ALL,sweep_low,24,new_york,normal,4,8.8746348e-05,6.9282749e-05,-8.8746348e-05,0.00075110715,0.53472222,0.46354167,0.53472222,0.00075318684,0.00082693838,0.0010708262,2880,1.9953669e-05,False
ALL,sweep_low,24,new_york,normal,8,0.00012908765,8.9465677e-05,-0.00012908765,0.00097551662,0.54305556,0.45451389,0.54305556,0.00098117586,0.0010978647,0.0013851681,2880,2.5811084e-05,False
ALL,sweep_low,24,new_york,unknown,1,0.00012593347,0.00015511813,-0.00012593347,0.00038637992,0.54545455,0.45454545,0.54545455,0.00027671608,0.00035884051,0.00046752576,22,9.9676826e-05,True
ALL,sweep_low,24,new_york,unknown,2,0.00021692615,4.1559305e-06,-0.00021692615,0.00051795059,0.54545455,0.45454545,0.54545455,0.00035582678,0.00055519925,0.00077867423,22,0.0001660139,True
ALL,sweep_low,24,new_york,unknown,4,0.00029396403,0.00038558397,-0.00029396403,0.00073158775,0.77272727,0.22727273,0.77272727,0.00049869958,0.00074894217,0.0010180378,22,0.00021704639,True
ALL,sweep_low,24,new_york,unknown,8,3.670189e-06,0.00044323839,-3.670189e-06,0.00084379391,0.72727273,0.27272727,0.72727273,0.00077195607,0.00091931154,0.0012540793,22,0.0002673706,True
ALL,sweep_low,48,asia,compressed,1,5.1028021e-05,5.8547552e-05,-5.1028021e-05,0.00026589467,0.5847554,0.407281,0.5847554,0.00025667425,0.00030729616,0.00037469587,879,1.2638178e-05,False
ALL,sweep_low,48,asia,compressed,2,8.8034157e-05,0.00010441367,-8.8034157e-05,0.00036708193,0.60295791,0.39476678,0.60295791,0.00035883571,0.00043659939,0.0005293305,879,1.7853875e-05,False
ALL,sweep_low,48,asia,compressed,4,0.00013074996,0.00017074145,-0.00013074996,0.00055029724,0.63367463,0.36177474,0.63367463,0.00051361772,0.0006486734,0.00079874179,879,2.6940892e-05,False
ALL,sweep_low,48,asia,compressed,8,0.000144692,0.00022328186,-0.000144692,0.00073626513,0.62798635,0.36860068,0.62798635,0.00072175821,0.00092361212,0.0010511142,879,3.5453202e-05,False
ALL,sweep_low,48,asia,expanded,1,-7.3881631e-05,-3.4633084e-05,7.3881631e-05,0.00042713474,0.46324786,0.52991453,0.46324786,0.00046152021,0.00035630962,0.00071259584,1755,1.7010016e-05,False
ALL,sweep_low,48,asia,expanded,2,-0.00010586575,-5.8919774e-05,0.00010586575,0.00060503403,0.45584046,0.54017094,0.45584046,0.00067610914,0.00050092737,0.00092113575,1755,2.1987967e-05,False
ALL,sweep_low,48,asia,expanded,4,-0.00017683742,-0.00014058957,0.00017683742,0.00088804297,0.43589744,0.56182336,0.43589744,0.00099502007,0.00071267837,0.0013242949,1755,3.1611575e-05,False
ALL,sweep_low,48,asia,expanded,8,-0.00023796975,-0.0001891746,0.00023796975,0.0012406752,0.42564103,0.57264957,0.42564103,0.0014398159,0.0010223073,0.0018019177,1755,4.3012669e-05,False
ALL,sweep_low,48,asia,normal,1,2.5813871e-05,3.0564215e-05,-2.5813871e-05,0.00028646008,0.54498567,0.4487106,0.54498567,0.00028864827,0.00029798315,0.00039881143,1745,9.5470651e-06,False
ALL,sweep_low,48,asia,normal,2,5.4717514e-05,4.6939542e-05,-5.4717514e-05,0.00040223807,0.53810888,0.45959885,0.53810888,0.00040454674,0.00044146111,0.00056214463,1745,1.3457065e-05,False
