pair,event_type,lookback_window,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
USDJPY,breakout_low,24,1,6.8032859e-06,5.5990863e-05,-6.8032859e-06,0.00047726235,0.55071708,0.44458931,0.55071708,0.00050153001,0.00045716318,0.00086946874,7670,9.9278747e-06,False
USDJPY,breakout_low,24,2,9.386826e-06,5.8685142e-05,-9.386826e-06,0.00065284245,0.54002608,0.4559322,0.54002608,0.00070059618,0.00063847428,0.0011386611,7670,1.30016e-05,False
USDJPY,breakout_low,24,4,5.2008125e-06,7.1555068e-05,-5.2008125e-06,0.00089335791,0.53820078,0.46036506,0.53820078,0.00096896291,0.00088844187,0.0014699208,7670,1.678403e-05,False
USDJPY,breakout_low,24,8,1.864316e-05,0.0001043934,-1.864316e-05,0.0012190469,0.53663625,0.46219035,0.53663625,0.0013141529,0.0012169928,0.0019263993,7670,2.1996249e-05,False
USDJPY,breakout_low,48,1,8.1611596e-06,6.0584542e-05,-8.1611596e-06,0.00051593002,0.55278884,0.44143426,0.55278884,0.0005428046,0.00049501061,0.00094644207,5020,1.3358023e-05,False
USDJPY,breakout_low,48,2,6.4977817e-06,5.3927687e-05,-6.4977817e-06,0.00069990186,0.53366534,0.46175299,0.53366534,0.00075687313,0.00068626871,0.0012017458,5020,1.6961363e-05,False
USDJPY,breakout_low,48,4,1.5410771e-05,7.69012e-05,-1.5410771e-05,0.00093685348,0.53884462,0.45996016,0.53884462,0.0010243883,0.00094638383,0.0014979405,5020,2.1141837e-05,False
USDJPY,breakout_low,48,8,3.785473e-05,0.00011257812,-3.785473e-05,0.0012878918,0.5376494,0.46135458,0.5376494,0.0013742674,0.0012940561,0.0019956478,5020,2.8166445e-05,False
USDJPY,breakout_low,96,1,6.2314639e-06,5.4982818e-05,-6.2314639e-06,0.00055585392,0.54318387,0.44959374,0.54318387,0.00058820888,0.00053479084,0.0010138486,3323,1.7587654e-05,False
USDJPY,breakout_low,96,2,9.9207469e-06,4.5593606e-05,-9.9207469e-06,0.00075143361,0.52693349,0.46975624,0.52693349,0.00081242441,0.00073500404,0.0012986807,3323,2.2528755e-05,False
USDJPY,breakout_low,96,4,3.5979828e-05,7.7621672e-05,-3.5979828e-05,0.00098548713,0.53746615,0.46133012,0.53746615,0.0010843302,0.0010051437,0.001546177,3323,2.6822177e-05,False
USDJPY,breakout_low,96,8,5.0538083e-05,0.00010893865,-5.0538083e-05,0.0013393683,0.53445682,0.46464039,0.53445682,0.0014323578,0.0013656539,0.0020935179,3323,3.6317129e-05,False
USDJPY,sweep_high,24,1,8.0912077e-06,-3.2929508e-06,8.0912077e-06,0.00035934985,0.49311169,0.49311169,0.50096778,0.00036113398,0.00036122318,0.00058580901,8783,6.2507856e-06,False
USDJPY,sweep_high,24,2,2.0273531e-05,0,2.0273531e-05,0.00051362746,0.49812137,0.49812137,0.49755209,0.00052094543,0.00051517819,0.00084138914,8783,8.9779144e-06,False
USDJPY,sweep_high,24,4,3.5978441e-05,-3.2531751e-06,3.5978441e-05,0.00072470333,0.49721052,0.49721052,0.50017078,0.00074468702,0.00073194412,0.0011712544,8783,1.2497692e-05,False
USDJPY,sweep_high,24,8,3.9903413e-05,-8.8189254e-06,3.9903413e-05,0.0010082261,0.49425026,0.49425026,0.5032449,0.0010317012,0.0010306523,0.0015986444,8783,1.7058091e-05,False
USDJPY,sweep_high,48,1,7.1201532e-06,0,7.1201532e-06,0.00036595178,0.49483013,0.49483013,0.49876908,0.0003700409,0.00037049109,0.00057587292,6093,7.3775314e-06,False
USDJPY,sweep_high,48,2,2.5820347e-05,4.3731332e-06,2.5820347e-05,0.00052231443,0.50139504,0.50139504,0.49433776,0.00053469775,0.00052645926,0.00081863054,6093,1.0487509e-05,False
USDJPY,sweep_high,48,4,4.3136119e-05,0,4.3136119e-05,0.00073958703,0.49942557,0.49942557,0.49778434,0.00075944288,0.00074199454,0.0011779008,6093,1.5090135e-05,False
