scope,pair,volatility_regime,session,horizon_sessions,mean_forward_return,median_forward_return,mean_abs_forward_return,positive_return_fraction,forward_return_std,sample_count,forward_return_se,low_sample
pair_regime_session,USDJPY,high_vol,asia,4,0.00031449311768706663,0.0005959611124002159,0.005132689628837952,0.5431578947368421,0.007467142295146373,475,0.0003426159859113832,False
pair_regime_session,USDJPY,high_vol,asia,8,0.0002585213381792192,0.0002996798873928943,0.008583415804546057,0.5136842105263157,0.01184610522036231,475,0.0005435365845274624,False
pair_regime_session,USDJPY,high_vol,london,1,0.0004555856412861671,0.0005169011393927128,0.005070233157532697,0.5411931818181818,0.00711813996278709,704,0.000268274993884081,False
pair_regime_session,USDJPY,high_vol,london,2,0.0002242318013753326,0.00024750416527981453,0.0033428159260590544,0.5284090909090909,0.004898560542463157,704,0.0001846214469567057,False
pair_regime_session,USDJPY,high_vol,london,4,0.0006223686850770658,0.0009601102058944373,0.006676927338385103,0.546875,0.009161538530388438,704,0.00034528847508730084,False
pair_regime_session,USDJPY,high_vol,london,8,0.0005649341177499441,0.0011580857472314092,0.007155551553585656,0.5553977272727273,0.00972087155803783,704,0.0003663691317414658,False
pair_regime_session,USDJPY,high_vol,new_york,1,0.0005489370774391575,0.000372614337074027,0.004375742356782706,0.5306748466257669,0.006014734707407555,652,0.00023555519067411135,False
pair_regime_session,USDJPY,high_vol,new_york,2,0.0003326962623462337,9.81697331668338e-05,0.0032626159008054723,0.5214723926380368,0.004714977681604431,652,0.00018465277702883314,False
pair_regime_session,USDJPY,high_vol,new_york,4,-9.167492338185902e-05,0.00010972095404058227,0.0023970713837626087,0.5168711656441718,0.0037210217860802895,652,0.00014572645992901202,False
pair_regime_session,USDJPY,high_vol,new_york,8,0.00021774573399753667,0.0004561373414248428,0.0055720813171057145,0.5444785276073619,0.007955207522520977,652,0.0003115499711918682,False
pair_regime_session,USDJPY,low_vol,asia,1,0.00011085479167013836,0.0002047382809862051,0.0016216337203431351,0.549492385786802,0.002341363091354887,788,8.340760660480416e-05,False
pair_regime_session,USDJPY,low_vol,asia,2,0.0007260144914294752,0.000623884207091142,0.0044461736237252246,0.5552731893265566,0.006113643983530171,787,0.00021792787225632373,False
pair_regime_session,USDJPY,low_vol,asia,4,0.00046590492512114186,0.0005312129362044957,0.0037698071211011287,0.5578144853875476,0.0052639605030022915,787,0.0001876399272105171,False
pair_regime_session,USDJPY,low_vol,asia,8,0.0013535130459116566,0.000929380731750623,0.006672529709464592,0.5656050955414013,0.008969955309106969,785,0.0003201514336099677,False
pair_regime_session,USDJPY,low_vol,london,1,0.0003085123137511171,0.00033796584600269213,0.003978221654973011,0.5412371134020618,0.005648451568365278,582,0.00023413585036556402,False
pair_regime_session,USDJPY,low_vol,london,2,0.00017968385026607134,0.0003488533061221106,0.0027080175160209513,0.5515463917525774,0.0038640615872470863,582,0.0001601705059598912,False
pair_regime_session,USDJPY,low_vol,london,4,0.0004522882441831892,0.0004573901493993895,0.0052557416483978835,0.53184165232358,0.00733696050792055,581,0.00030438841222814425,False
pair_regime_session,USDJPY,low_vol,london,8,0.00045855526864457016,0.0006058276169708768,0.005722986587493067,0.5327586206896552,0.00786442604229817,580,0.00032655251722845026,False
pair_regime_session,USDJPY,low_vol,new_york,1,-0.0008740538769765933,-0.0006476605468901486,0.0020503882556713727,0.3595890410958904,0.002750745798813774,584,0.00011382667105732519,False
pair_regime_session,USDJPY,low_vol,new_york,2,-0.0003740691192507136,-0.000316063401460859,0.0013023292151171971,0.4075342465753425,0.0017316374325869407,584,7.16556668066619e-05,False
pair_regime_session,USDJPY,low_vol,new_york,4,-7.855576342730826e-06,3.8422820081267745e-05,0.001629303573288376,0.5094339622641509,0.002457870352175913,583,0.00010179458908629471,False
pair_regime_session,USDJPY,low_vol,new_york,8,0.0006675505928559308,0.0007484681352164765,0.004373239759039258,0.5643224699828473,0.0060643253765535355,583,0.00025115869486173556,False
pair_regime_session,USDJPY,medium_vol,asia,1,0.00017279564697563257,8.233841086854334e-05,0.001985717626499196,0.517304189435337,0.0028263572321722613,549,0.00012062598719437067,False
pair_regime_session,USDJPY,medium_vol,asia,2,0.00011617070592228242,0.0005469478928716205,0.005160535773109331,0.5318761384335154,0.007227443874040698,549,0.0003084597878407645,False
pair_regime_session,USDJPY,medium_vol,asia,4,3.089850718200554e-05,0.0003630998616541307,0.004298417826890766,0.5428051001821493,0.006226140591606981,549,0.00026572520512430434,False
pair_regime_session,USDJPY,medium_vol,asia,8,0.0005508917254377686,0.0013496746573721837,0.007722285233739754,0.5683060109289617,0.010565556688400818,549,0.00045092697104566053,False
pair_regime_session,USDJPY,medium_vol,london,1,0.00015225331021665895,0.00048826095990033784,0.004411156094704518,0.5657142857142857,0.006580625919873337,525,0.00028720206093340927,False
pair_regime_session,USDJPY,medium_vol,london,2,-9.342017387757877e-05,0.0004274254142650777,0.0030545057907625573,0.5580952380952381,0.004716520556841824,525,0.00020584583303374216,False
