pair,transition_type,previous_session_name,current_session_name,next_session_name,previous_range_regime,previous_session_direction,current_range_regime,current_session_direction,current_structural_breach_presence,pattern_key,sample_count,low_sample
EURUSD,new_york_to_asia,new_york,asia,london,compressed,up,compressed,up,sweep,new_york:compressed:up->asia:compressed:up:sweep,12,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,down,compressed,up,sweep,new_york:compressed:down->asia:compressed:up:sweep,11,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,up,normal,up,sweep,new_york:expanded:up->asia:normal:up:sweep,11,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,down,compressed,up,sweep,new_york:normal:down->asia:compressed:up:sweep,11,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,down,normal,up,sweep,new_york:normal:down->asia:normal:up:sweep,11,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,up,compressed,down,sweep,new_york:compressed:up->asia:compressed:down:sweep,10,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,up,normal,up,sweep,new_york:compressed:up->asia:normal:up:sweep,10,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,down,compressed,up,sweep,new_york:expanded:down->asia:compressed:up:sweep,10,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,up,compressed,up,sweep,new_york:normal:up->asia:compressed:up:sweep,10,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,up,compressed,up,sweep,new_york:expanded:up->asia:compressed:up:sweep,9,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,up,normal,down,sweep,new_york:expanded:up->asia:normal:down:sweep,9,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,up,compressed,down,sweep,new_york:normal:up->asia:compressed:down:sweep,9,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,up,normal,down,sweep,new_york:normal:up->asia:normal:down:sweep,9,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,down,normal,down,sweep,new_york:normal:down->asia:normal:down:sweep,8,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,up,normal,up,sweep,new_york:normal:up->asia:normal:up:sweep,8,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,up,normal,down,sweep,new_york:compressed:up->asia:normal:down:sweep,7,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,down,normal,down,sweep,new_york:compressed:down->asia:normal:down:sweep,6,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,down,normal,up,sweep,new_york:expanded:down->asia:normal:up:sweep,6,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,down,normal,up,sweep,new_york:compressed:down->asia:normal:up:sweep,5,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,up,expanded,up,sweep,new_york:expanded:up->asia:expanded:up:sweep,5,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,down,expanded,down,sweep,new_york:normal:down->asia:expanded:down:sweep,5,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,up,expanded,down,sweep,new_york:expanded:up->asia:expanded:down:sweep,4,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,up,expanded,up,sweep,new_york:compressed:up->asia:expanded:up:sweep,2,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,up,normal,flat,sweep,new_york:expanded:up->asia:normal:flat:sweep,2,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,down,expanded,up,sweep,new_york:normal:down->asia:expanded:up:sweep,2,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,up,expanded,down,sweep,new_york:normal:up->asia:expanded:down:sweep,2,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,up,normal,up,none,new_york:normal:up->asia:normal:up:none,2,True
EURUSD,new_york_to_asia,new_york,asia,london,unknown,down,unknown,down,breakout,new_york:unknown:down->asia:unknown:down:breakout,2,True
EURUSD,new_york_to_asia,new_york,asia,london,unknown,up,unknown,up,breakout,new_york:unknown:up->asia:unknown:up:breakout,2,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,down,compressed,down,none,new_york:compressed:down->asia:compressed:down:none,1,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,down,expanded,down,sweep,new_york:compressed:down->asia:expanded:down:sweep,1,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,down,expanded,up,sweep,new_york:compressed:down->asia:expanded:up:sweep,1,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,flat,normal,down,sweep,new_york:compressed:flat->asia:normal:down:sweep,1,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,flat,normal,up,breakout,new_york:compressed:flat->asia:normal:up:breakout,1,True
EURUSD,new_york_to_asia,new_york,asia,london,compressed,up,compressed,flat,breakout,new_york:compressed:up->asia:compressed:flat:breakout,1,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,down,compressed,down,none,new_york:expanded:down->asia:compressed:down:none,1,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,down,expanded,up,sweep,new_york:expanded:down->asia:expanded:up:sweep,1,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,down,normal,down,none,new_york:expanded:down->asia:normal:down:none,1,True
EURUSD,new_york_to_asia,new_york,asia,london,expanded,down,normal,up,none,new_york:expanded:down->asia:normal:up:none,1,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,down,expanded,down,none,new_york:normal:down->asia:expanded:down:none,1,True
EURUSD,new_york_to_asia,new_york,asia,london,normal,up,expanded,up,sweep,new_york:normal:up->asia:expanded:up:sweep,1,True
EURUSD,new_york_to_asia,new_york,asia,london,unknown,down,unknown,down,sweep,new_york:unknown:down->asia:unknown:down:sweep,1,True
GBPUSD,asia_to_london,asia,london,new_york,normal,down,normal,down,breakout,asia:normal:down->london:normal:down:breakout,83,False
GBPUSD,asia_to_london,asia,london,new_york,normal,up,normal,up,breakout,asia:normal:up->london:normal:up:breakout,80,False
GBPUSD,asia_to_london,asia,london,new_york,normal,up,normal,down,breakout,asia:normal:up->london:normal:down:breakout,62,False
GBPUSD,asia_to_london,asia,london,new_york,normal,down,normal,up,breakout,asia:normal:down->london:normal:up:breakout,61,False
GBPUSD,asia_to_london,asia,london,new_york,normal,down,expanded,down,breakout,asia:normal:down->london:expanded:down:breakout,60,False
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,expanded,down,breakout,asia:expanded:up->london:expanded:down:breakout,59,False
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,expanded,down,breakout,asia:expanded:down->london:expanded:down:breakout,56,False
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,expanded,up,breakout,asia:expanded:down->london:expanded:up:breakout,52,False
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,normal,up,breakout,asia:expanded:up->london:normal:up:breakout,51,False
GBPUSD,asia_to_london,asia,london,new_york,normal,down,expanded,up,breakout,asia:normal:down->london:expanded:up:breakout,51,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,normal,up,breakout,asia:compressed:down->london:normal:up:breakout,49,False
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,normal,down,breakout,asia:expanded:down->london:normal:down:breakout,49,False
GBPUSD,asia_to_london,asia,london,new_york,normal,up,expanded,down,breakout,asia:normal:up->london:expanded:down:breakout,48,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,normal,down,breakout,asia:compressed:down->london:normal:down:breakout,47,False
GBPUSD,asia_to_london,asia,london,new_york,normal,up,expanded,up,breakout,asia:normal:up->london:expanded:up:breakout,47,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,compressed,up,breakout,asia:compressed:up->london:compressed:up:breakout,45,False
GBPUSD,asia_to_london,asia,london,new_york,normal,up,compressed,down,breakout,asia:normal:up->london:compressed:down:breakout,45,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,normal,down,breakout,asia:compressed:up->london:normal:down:breakout,44,False
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,expanded,up,breakout,asia:expanded:up->london:expanded:up:breakout,44,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,normal,up,breakout,asia:compressed:up->london:normal:up:breakout,42,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,compressed,up,breakout,asia:compressed:down->london:compressed:up:breakout,41,False
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,normal,up,breakout,asia:expanded:down->london:normal:up:breakout,41,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,compressed,down,breakout,asia:compressed:down->london:compressed:down:breakout,40,False
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,normal,down,breakout,asia:expanded:up->london:normal:down:breakout,40,False
GBPUSD,asia_to_london,asia,london,new_york,normal,up,compressed,up,breakout,asia:normal:up->london:compressed:up:breakout,38,False
GBPUSD,asia_to_london,asia,london,new_york,normal,down,compressed,down,breakout,asia:normal:down->london:compressed:down:breakout,36,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,expanded,up,breakout,asia:compressed:down->london:expanded:up:breakout,33,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,expanded,down,breakout,asia:compressed:down->london:expanded:down:breakout,32,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,expanded,down,breakout,asia:compressed:up->london:expanded:down:breakout,32,False
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,compressed,down,breakout,asia:compressed:up->london:compressed:down:breakout,29,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,expanded,up,breakout,asia:compressed:up->london:expanded:up:breakout,28,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,compressed,down,breakout,asia:expanded:down->london:compressed:down:breakout,25,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,compressed,up,breakout,asia:expanded:down->london:compressed:up:breakout,24,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,compressed,up,breakout,asia:expanded:up->london:compressed:up:breakout,24,True
GBPUSD,asia_to_london,asia,london,new_york,normal,down,compressed,up,breakout,asia:normal:down->london:compressed:up:breakout,22,True
GBPUSD,asia_to_london,asia,london,new_york,normal,up,compressed,down,sweep,asia:normal:up->london:compressed:down:sweep,19,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,compressed,down,breakout,asia:expanded:up->london:compressed:down:breakout,14,True
GBPUSD,asia_to_london,asia,london,new_york,normal,up,compressed,up,sweep,asia:normal:up->london:compressed:up:sweep,14,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,compressed,down,sweep,asia:compressed:up->london:compressed:down:sweep,13,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,compressed,down,sweep,asia:expanded:up->london:compressed:down:sweep,13,True
GBPUSD,asia_to_london,asia,london,new_york,normal,down,normal,down,sweep,asia:normal:down->london:normal:down:sweep,12,True
GBPUSD,asia_to_london,asia,london,new_york,normal,down,compressed,up,sweep,asia:normal:down->london:compressed:up:sweep,11,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,normal,down,sweep,asia:expanded:up->london:normal:down:sweep,10,True
GBPUSD,asia_to_london,asia,london,new_york,normal,up,normal,up,sweep,asia:normal:up->london:normal:up:sweep,10,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,normal,up,sweep,asia:expanded:down->london:normal:up:sweep,9,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,compressed,up,sweep,asia:compressed:down->london:compressed:up:sweep,8,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,compressed,down,sweep,asia:expanded:down->london:compressed:down:sweep,8,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,compressed,up,sweep,asia:compressed:up->london:compressed:up:sweep,7,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,compressed,up,sweep,asia:expanded:down->london:compressed:up:sweep,7,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,compressed,down,sweep,asia:compressed:down->london:compressed:down:sweep,6,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,expanded,down,sweep,asia:expanded:down->london:expanded:down:sweep,6,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,normal,down,sweep,asia:expanded:down->london:normal:down:sweep,6,True
GBPUSD,asia_to_london,asia,london,new_york,normal,down,compressed,down,sweep,asia:normal:down->london:compressed:down:sweep,6,True
GBPUSD,asia_to_london,asia,london,new_york,normal,down,normal,up,sweep,asia:normal:down->london:normal:up:sweep,6,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,compressed,down,none,asia:expanded:up->london:compressed:down:none,5,True
GBPUSD,asia_to_london,asia,london,new_york,normal,down,expanded,down,sweep,asia:normal:down->london:expanded:down:sweep,5,True
GBPUSD,asia_to_london,asia,london,new_york,normal,down,expanded,up,sweep,asia:normal:down->london:expanded:up:sweep,5,True
GBPUSD,asia_to_london,asia,london,new_york,normal,up,normal,down,sweep,asia:normal:up->london:normal:down:sweep,5,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,normal,up,sweep,asia:compressed:up->london:normal:up:sweep,4,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,compressed,up,sweep,asia:expanded:up->london:compressed:up:sweep,4,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,normal,up,sweep,asia:expanded:up->london:normal:up:sweep,4,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,expanded,down,sweep,asia:compressed:down->london:expanded:down:sweep,3,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,expanded,up,sweep,asia:expanded:down->london:expanded:up:sweep,3,True
GBPUSD,asia_to_london,asia,london,new_york,normal,up,expanded,down,sweep,asia:normal:up->london:expanded:down:sweep,3,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,expanded,up,sweep,asia:compressed:down->london:expanded:up:sweep,2,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,normal,down,sweep,asia:compressed:up->london:normal:down:sweep,2,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,compressed,up,none,asia:expanded:down->london:compressed:up:none,2,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,normal,up,none,asia:expanded:down->london:normal:up:none,2,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,expanded,down,sweep,asia:expanded:up->london:expanded:down:sweep,2,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,normal,up,none,asia:expanded:up->london:normal:up:none,2,True
GBPUSD,asia_to_london,asia,london,new_york,normal,up,compressed,up,none,asia:normal:up->london:compressed:up:none,2,True
GBPUSD,asia_to_london,asia,london,new_york,normal,up,expanded,up,sweep,asia:normal:up->london:expanded:up:sweep,2,True
GBPUSD,asia_to_london,asia,london,new_york,unknown,up,unknown,down,breakout,asia:unknown:up->london:unknown:down:breakout,2,True
GBPUSD,asia_to_london,asia,london,new_york,unknown,up,unknown,up,breakout,asia:unknown:up->london:unknown:up:breakout,2,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,normal,down,sweep,asia:compressed:down->london:normal:down:sweep,1,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,down,normal,up,sweep,asia:compressed:down->london:normal:up:sweep,1,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,flat,compressed,up,breakout,asia:compressed:flat->london:compressed:up:breakout,1,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,flat,normal,down,breakout,asia:compressed:flat->london:normal:down:breakout,1,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,expanded,down,sweep,asia:compressed:up->london:expanded:down:sweep,1,True
GBPUSD,asia_to_london,asia,london,new_york,compressed,up,expanded,up,sweep,asia:compressed:up->london:expanded:up:sweep,1,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,down,normal,down,none,asia:expanded:down->london:normal:down:none,1,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,compressed,flat,sweep,asia:expanded:up->london:compressed:flat:sweep,1,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,expanded,up,sweep,asia:expanded:up->london:expanded:up:sweep,1,True
GBPUSD,asia_to_london,asia,london,new_york,expanded,up,normal,down,none,asia:expanded:up->london:normal:down:none,1,True
GBPUSD,asia_to_london,asia,london,new_york,normal,down,compressed,up,none,asia:normal:down->london:compressed:up:none,1,True
GBPUSD,asia_to_london,asia,london,new_york,unknown,down,unknown,down,breakout,asia:unknown:down->london:unknown:down:breakout,1,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,expanded,up,breakout,london:normal:down->new_york:expanded:up:breakout,59,False
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,expanded,up,breakout,london:normal:up->new_york:expanded:up:breakout,58,False
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,expanded,down,breakout,london:expanded:up->new_york:expanded:down:breakout,57,False
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,normal,up,breakout,london:normal:down->new_york:normal:up:breakout,56,False
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,expanded,down,breakout,london:normal:up->new_york:expanded:down:breakout,53,False
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,expanded,down,breakout,london:normal:down->new_york:expanded:down:breakout,51,False
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,expanded,up,breakout,london:expanded:down->new_york:expanded:up:breakout,49,False
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,expanded,down,breakout,london:expanded:down->new_york:expanded:down:breakout,46,False
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,normal,down,breakout,london:expanded:down->new_york:normal:down:breakout,46,False
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,normal,up,breakout,london:normal:up->new_york:normal:up:breakout,46,False
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,normal,down,breakout,london:normal:up->new_york:normal:down:breakout,44,False
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,expanded,up,breakout,london:expanded:up->new_york:expanded:up:breakout,43,False
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,normal,up,breakout,london:expanded:up->new_york:normal:up:breakout,42,False
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,normal,up,breakout,london:expanded:down->new_york:normal:up:breakout,39,False
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,expanded,down,breakout,london:compressed:up->new_york:expanded:down:breakout,38,False
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,compressed,down,breakout,london:normal:down->new_york:compressed:down:breakout,38,False
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,normal,down,breakout,london:compressed:up->new_york:normal:down:breakout,37,False
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,compressed,up,breakout,london:normal:down->new_york:compressed:up:breakout,37,False
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,expanded,down,breakout,london:compressed:down->new_york:expanded:down:breakout,36,False
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,normal,up,breakout,london:compressed:up->new_york:normal:up:breakout,36,False
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,normal,up,breakout,london:compressed:down->new_york:normal:up:breakout,35,False
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,normal,down,breakout,london:normal:down->new_york:normal:down:breakout,34,False
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,normal,down,breakout,london:compressed:down->new_york:normal:down:breakout,33,False
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,expanded,up,breakout,london:compressed:down->new_york:expanded:up:breakout,32,False
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,normal,down,breakout,london:expanded:up->new_york:normal:down:breakout,31,False
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,compressed,down,breakout,london:normal:up->new_york:compressed:down:breakout,31,False
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,compressed,up,breakout,london:compressed:down->new_york:compressed:up:breakout,30,False
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,compressed,up,breakout,london:compressed:up->new_york:compressed:up:breakout,30,False
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,compressed,down,breakout,london:compressed:up->new_york:compressed:down:breakout,26,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,compressed,down,breakout,london:expanded:down->new_york:compressed:down:breakout,25,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,compressed,up,breakout,london:normal:up->new_york:compressed:up:breakout,25,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,compressed,up,breakout,london:expanded:down->new_york:compressed:up:breakout,24,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,compressed,down,breakout,london:compressed:down->new_york:compressed:down:breakout,22,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,expanded,up,breakout,london:compressed:up->new_york:expanded:up:breakout,22,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,compressed,down,breakout,london:expanded:up->new_york:compressed:down:breakout,22,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,compressed,up,sweep,london:normal:up->new_york:compressed:up:sweep,17,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,compressed,down,sweep,london:normal:down->new_york:compressed:down:sweep,14,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,normal,up,sweep,london:normal:down->new_york:normal:up:sweep,13,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,compressed,up,sweep,london:expanded:down->new_york:compressed:up:sweep,12,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,compressed,up,breakout,london:expanded:up->new_york:compressed:up:breakout,12,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,compressed,up,sweep,london:compressed:down->new_york:compressed:up:sweep,11,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,compressed,down,sweep,london:normal:up->new_york:compressed:down:sweep,11,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,expanded,up,sweep,london:normal:up->new_york:expanded:up:sweep,11,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,compressed,down,sweep,london:compressed:up->new_york:compressed:down:sweep,10,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,expanded,down,sweep,london:expanded:down->new_york:expanded:down:sweep,10,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,normal,down,sweep,london:expanded:down->new_york:normal:down:sweep,10,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,expanded,down,sweep,london:normal:down->new_york:expanded:down:sweep,10,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,expanded,down,sweep,london:normal:up->new_york:expanded:down:sweep,10,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,normal,down,sweep,london:compressed:up->new_york:normal:down:sweep,9,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,compressed,down,sweep,london:expanded:down->new_york:compressed:down:sweep,9,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,compressed,up,sweep,london:normal:down->new_york:compressed:up:sweep,9,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,normal,down,sweep,london:normal:up->new_york:normal:down:sweep,9,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,compressed,down,sweep,london:compressed:down->new_york:compressed:down:sweep,8,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,normal,up,sweep,london:compressed:down->new_york:normal:up:sweep,8,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,compressed,up,sweep,london:expanded:up->new_york:compressed:up:sweep,8,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,expanded,up,sweep,london:compressed:down->new_york:expanded:up:sweep,7,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,compressed,down,sweep,london:expanded:up->new_york:compressed:down:sweep,7,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,normal,down,sweep,london:expanded:up->new_york:normal:down:sweep,7,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,normal,down,sweep,london:normal:down->new_york:normal:down:sweep,7,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,expanded,down,sweep,london:compressed:down->new_york:expanded:down:sweep,6,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,compressed,up,sweep,london:compressed:up->new_york:compressed:up:sweep,6,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,normal,up,sweep,london:expanded:up->new_york:normal:up:sweep,6,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,expanded,down,sweep,london:compressed:up->new_york:expanded:down:sweep,5,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,expanded,down,sweep,london:expanded:up->new_york:expanded:down:sweep,5,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,expanded,up,sweep,london:expanded:up->new_york:expanded:up:sweep,5,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,expanded,up,sweep,london:normal:down->new_york:expanded:up:sweep,5,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,normal,up,sweep,london:normal:up->new_york:normal:up:sweep,5,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,normal,down,sweep,london:compressed:down->new_york:normal:down:sweep,4,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,expanded,up,sweep,london:compressed:up->new_york:expanded:up:sweep,4,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,normal,up,sweep,london:compressed:up->new_york:normal:up:sweep,4,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,expanded,up,sweep,london:expanded:down->new_york:expanded:up:sweep,4,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,compressed,up,none,london:compressed:up->new_york:compressed:up:none,3,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,compressed,down,none,london:expanded:down->new_york:compressed:down:none,3,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,normal,up,none,london:expanded:down->new_york:normal:up:none,3,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,normal,up,sweep,london:expanded:down->new_york:normal:up:sweep,3,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,compressed,up,none,london:normal:down->new_york:compressed:up:none,3,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,compressed,down,none,london:normal:up->new_york:compressed:down:none,3,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,compressed,down,none,london:compressed:up->new_york:compressed:down:none,2,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,down,compressed,up,none,london:expanded:down->new_york:compressed:up:none,2,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,expanded,up,none,london:expanded:up->new_york:expanded:up:none,2,True
GBPUSD,london_to_new_york,london,new_york,asia,expanded,up,normal,down,none,london:expanded:up->new_york:normal:down:none,2,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,down,compressed,down,none,london:normal:down->new_york:compressed:down:none,2,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,compressed,up,none,london:normal:up->new_york:compressed:up:none,2,True
GBPUSD,london_to_new_york,london,new_york,asia,normal,up,normal,up,none,london:normal:up->new_york:normal:up:none,2,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,compressed,down,none,london:compressed:down->new_york:compressed:down:none,1,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,compressed,up,none,london:compressed:down->new_york:compressed:up:none,1,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,down,expanded,down,none,london:compressed:down->new_york:expanded:down:none,1,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,flat,expanded,up,none,london:compressed:flat->new_york:expanded:up:none,1,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,expanded,down,none,london:compressed:up->new_york:expanded:down:none,1,True
GBPUSD,london_to_new_york,london,new_york,asia,compressed,up,normal,up,none,london:compressed:up->new_york:normal:up:none,1,True
