pair,session_date,fx_session_date,session,session_start,session_end,session_return,session_abs_return,session_range,session_direction,session_direction_sign,volatility_regime,range_regime,directional_efficiency_ratio,close_location_value,structural_breach_presence,breach_direction,breach_magnitude_bucket,breakout_event_count,sweep_event_count,breach_event_count
GBPUSD,2024-07-30,2024-07-30,london,2024-07-30 07:00:00+00:00,2024-07-30 12:45:00+00:00,-0.0019332654,0.0019332654,0.0027773672,down,-1,medium_vol,normal,0.37117252,0.0042016807,breakout,downside,large,9,4,13
GBPUSD,2024-07-31,2024-07-31,new_york,2024-07-30 22:00:00+00:00,2024-07-31 21:45:00+00:00,0.0016868465,0.0016868465,0.0033503187,up,1,high_vol,normal,0.10636207,0.81162791,breakout,downside,medium,9,5,14
GBPUSD,2024-07-31,2024-07-31,asia,2024-07-31 00:00:00+00:00,2024-07-31 06:45:00+00:00,0.00025315864,0.00025315864,0.0016163206,up,1,medium_vol,normal,0.046661881,0.43373494,breakout,upside,medium,10,6,16
GBPUSD,2024-07-31,2024-07-31,london,2024-07-31 07:00:00+00:00,2024-07-31 12:45:00+00:00,0.00050618716,0.00050618716,0.0026088108,up,1,high_vol,normal,0.058139535,0.79104478,breakout,upside,medium,3,13,16
GBPUSD,2024-08-01,2024-08-01,new_york,2024-07-31 22:00:00+00:00,2024-08-01 21:45:00+00:00,-0.0091627516,0.0091627516,0.010578389,down,-1,high_vol,expanded,0.45765346,0.086029412,breakout,upside,large,19,3,22
GBPUSD,2024-08-01,2024-08-01,asia,2024-08-01 00:00:00+00:00,2024-08-01 06:45:00+00:00,-0.0036178606,0.0036178606,0.0044775887,down,-1,high_vol,expanded,0.51381215,0.055603823,breakout,downside,large,6,4,10
GBPUSD,2024-08-01,2024-08-01,london,2024-08-01 07:00:00+00:00,2024-08-01 12:45:00+00:00,0.00032015242,0.00032015242,0.0056651362,up,1,high_vol,expanded,0.025308642,0.81736733,breakout,downside,large,15,9,24
GBPUSD,2024-08-02,2024-08-02,new_york,2024-08-01 22:00:00+00:00,2024-08-02 20:45:00+00:00,0.005153668,0.005153668,0.0088393453,up,1,high_vol,expanded,0.22910487,0.67806394,breakout,upside,medium,6,5,11
GBPUSD,2024-08-02,2024-08-02,asia,2024-08-02 00:00:00+00:00,2024-08-02 06:45:00+00:00,-0.00013356694,0.00013356694,0.0021174289,down,-1,medium_vol,expanded,0.020310633,0.48794063,breakout,downside,large,8,11,19
GBPUSD,2024-08-02,2024-08-02,london,2024-08-02 07:00:00+00:00,2024-08-02 12:45:00+00:00,0.0059995757,0.0059995757,0.0079365703,up,1,high_vol,expanded,0.57212439,0.93811881,breakout,upside,large,9,8,17
GBPUSD,2024-08-05,2024-08-05,new_york,2024-08-04 22:00:00+00:00,2024-08-05 21:45:00+00:00,-0.0026660213,0.0026660213,0.0050627081,down,-1,high_vol,expanded,0.1521497,0.47340015,sweep,downside,large,0,1,1
GBPUSD,2024-08-05,2024-08-05,asia,2024-08-05 00:00:00+00:00,2024-08-05 06:45:00+00:00,-0.0036754356,0.0036754356,0.007432982,down,-1,high_vol,expanded,0.24016352,0.31877959,breakout,downside,large,4,2,6
GBPUSD,2024-08-05,2024-08-05,london,2024-08-05 07:00:00+00:00,2024-08-05 12:45:00+00:00,0.00091440322,0.00091440322,0.0070287389,up,1,high_vol,expanded,0.03989043,0.2774986,sweep,upside,medium,0,5,5
GBPUSD,2024-08-06,2024-08-06,new_york,2024-08-05 22:00:00+00:00,2024-08-06 21:45:00+00:00,-0.0065753939,0.0065753939,0.0089550603,down,-1,high_vol,expanded,0.28397566,0.10533217,breakout,upside,large,1,2,3
GBPUSD,2024-08-06,2024-08-06,asia,2024-08-06 00:00:00+00:00,2024-08-06 06:45:00+00:00,-0.0025531848,0.0025531848,0.0042618246,down,-1,high_vol,expanded,0.29641398,0.12201835,breakout,upside,large,5,9,14
GBPUSD,2024-08-06,2024-08-06,london,2024-08-06 07:00:00+00:00,2024-08-06 12:45:00+00:00,-0.005950491,0.005950491,0.0068520805,down,-1,high_vol,expanded,0.59905288,0.073798627,sweep,downside,large,9,20,29
GBPUSD,2024-08-07,2024-08-07,new_york,2024-08-06 22:00:00+00:00,2024-08-07 21:45:00+00:00,0.00035458199,0.00035458199,0.0035497597,up,1,medium_vol,normal,0.026865672,0.32408435,breakout,downside,large,5,5,10
GBPUSD,2024-08-07,2024-08-07,asia,2024-08-07 00:00:00+00:00,2024-08-07 06:45:00+00:00,0.0023375999,0.0023375999,0.0028894784,up,1,medium_vol,expanded,0.36672851,0.8744884,breakout,upside,medium,5,4,9
GBPUSD,2024-08-07,2024-08-07,london,2024-08-07 07:00:00+00:00,2024-08-07 12:45:00+00:00,0.00073545317,0.00073545317,0.0037991859,up,1,high_vol,normal,0.082053532,0.72567288,breakout,upside,large,6,6,12
GBPUSD,2024-08-08,2024-08-08,new_york,2024-08-07 22:00:00+00:00,2024-08-08 21:45:00+00:00,0.0041039295,0.0041039295,0.0060495544,up,1,high_vol,expanded,0.29171333,0.93229167,breakout,downside,medium,18,28,46
GBPUSD,2024-08-08,2024-08-08,asia,2024-08-08 00:00:00+00:00,2024-08-08 06:45:00+00:00,0.0023062458,0.0023062458,0.0027477834,up,1,low_vol,expanded,0.43429844,0.96126255,breakout,upside,large,6,3,9
GBPUSD,2024-08-08,2024-08-08,london,2024-08-08 07:00:00+00:00,2024-08-08 12:45:00+00:00,-0.0029105669,0.0029105669,0.003803403,down,-1,high_vol,normal,0.2724595,0.20992761,breakout,downside,large,6,4,10
GBPUSD,2024-08-09,2024-08-09,new_york,2024-08-08 22:00:00+00:00,2024-08-09 20:45:00+00:00,0.0010826247,0.0010826247,0.0033498604,up,1,medium_vol,normal,0.10730949,0.68735363,sweep,upside,large,0,6,6
GBPUSD,2024-08-09,2024-08-09,asia,2024-08-09 00:00:00+00:00,2024-08-09 06:45:00+00:00,0.0019928524,0.0019928524,0.0026205225,up,1,medium_vol,expanded,0.3557423,0.98053892,breakout,upside,large,22,11,33
GBPUSD,2024-08-09,2024-08-09,london,2024-08-09 07:00:00+00:00,2024-08-09 12:45:00+00:00,-0.0026388117,0.0026388117,0.0035941085,down,-1,medium_vol,normal,0.40651387,0.23856209,sweep,downside,large,3,9,12
GBPUSD,2024-08-12,2024-08-12,new_york,2024-08-11 22:00:00+00:00,2024-08-12 21:45:00+00:00,0.00053300726,0.00053300726,0.0035625265,up,1,high_vol,normal,0.049204052,0.35423542,breakout,upside,large,8,6,14
GBPUSD,2024-08-12,2024-08-12,asia,2024-08-12 00:00:00+00:00,2024-08-12 06:45:00+00:00,0.001337365,0.001337365,0.0027453241,up,1,low_vol,expanded,0.30971844,0.53857143,breakout,upside,large,11,3,14
GBPUSD,2024-08-12,2024-08-12,london,2024-08-12 07:00:00+00:00,2024-08-12 12:45:00+00:00,-0.00015275009,0.00015275009,0.0017664177,down,-1,medium_vol,compressed,0.027064539,0.49223947,sweep,downside,large,1,2,3
GBPUSD,2024-08-13,2024-08-13,new_york,2024-08-12 22:00:00+00:00,2024-08-13 21:45:00+00:00,0.0075563198,0.0075563198,0.0085395424,up,1,high_vol,expanded,0.53390534,0.88486239,breakout,upside,large,27,9,36
GBPUSD,2024-08-13,2024-08-13,asia,2024-08-13 00:00:00+00:00,2024-08-13 06:45:00+00:00,0.0026035855,0.0026035855,0.0036097832,up,1,medium_vol,expanded,0.53157474,0.87744035,breakout,upside,large,14,13,27
GBPUSD,2024-08-13,2024-08-13,london,2024-08-13 07:00:00+00:00,2024-08-13 12:45:00+00:00,0.00025773095,0.00025773095,0.0026280747,up,1,high_vol,compressed,0.02907489,0.82615156,sweep,upside,large,0,3,3
GBPUSD,2024-08-14,2024-08-14,new_york,2024-08-13 22:00:00+00:00,2024-08-14 21:45:00+00:00,-0.0024337806,0.0024337806,0.0035612508,down,-1,high_vol,normal,0.2145305,0.1768559,breakout,downside,medium,1,6,7
GBPUSD,2024-08-14,2024-08-14,asia,2024-08-14 00:00:00+00:00,2024-08-14 06:45:00+00:00,-0.0023784448,0.0023784448,0.0039252111,down,-1,high_vol,expanded,0.36385256,0.33663366,breakout,downside,large,3,3,6
GBPUSD,2024-08-14,2024-08-14,london,2024-08-14 07:00:00+00:00,2024-08-14 12:45:00+00:00,0.0003895689,0.0003895689,0.0029217668,up,1,high_vol,compressed,0.055617353,0.43733333,sweep,upside,large,0,2,2
GBPUSD,2024-08-15,2024-08-15,new_york,2024-08-14 22:00:00+00:00,2024-08-15 21:45:00+00:00,0.0019642154,0.0019642154,0.0056938864,up,1,high_vol,expanded,0.14457831,0.76591376,breakout,downside,large,3,3,6
GBPUSD,2024-08-15,2024-08-15,asia,2024-08-15 00:00:00+00:00,2024-08-15 06:45:00+00:00,0.00219111,0.00219111,0.002619975,up,1,medium_vol,expanded,0.39027778,0.97767857,breakout,upside,large,14,9,23
GBPUSD,2024-08-15,2024-08-15,london,2024-08-15 07:00:00+00:00,2024-08-15 12:45:00+00:00,-0.0027114925,0.0027114925,0.0046410482,down,-1,high_vol,expanded,0.36858805,0.13076278,breakout,downside,large,7,10,17
GBPUSD,2024-08-16,2024-08-16,new_york,2024-08-15 22:00:00+00:00,2024-08-16 20:45:00+00:00,0.0069934694,0.0069934694,0.0073629797,up,1,medium_vol,expanded,0.58074935,0.98626519,breakout,upside,large,24,15,39
GBPUSD,2024-08-16,2024-08-16,asia,2024-08-16 00:00:00+00:00,2024-08-16 06:45:00+00:00,0.0012209253,0.0012209253,0.0022552123,up,1,low_vol,normal,0.26746167,0.59137931,breakout,upside,large,13,15,28
GBPUSD,2024-08-16,2024-08-16,london,2024-08-16 07:00:00+00:00,2024-08-16 12:45:00+00:00,0.0017475932,0.0017475932,0.0033825637,up,1,high_vol,normal,0.22080471,0.61768083,breakout,upside,large,18,12,30
GBPUSD,2024-08-19,2024-08-19,new_york,2024-08-18 22:00:00+00:00,2024-08-19 21:45:00+00:00,0.0036429802,0.0036429802,0.004446522,up,1,high_vol,expanded,0.34278444,0.86880973,breakout,upside,large,12,5,17
GBPUSD,2024-08-19,2024-08-19,asia,2024-08-19 00:00:00+00:00,2024-08-19 06:45:00+00:00,0.0012088162,0.0012088162,0.0020584635,up,1,low_vol,normal,0.24940239,0.73545966,breakout,upside,large,12,18,30
GBPUSD,2024-08-19,2024-08-19,london,2024-08-19 07:00:00+00:00,2024-08-19 12:45:00+00:00,-0.00088718481,0.00088718481,0.00253812,down,-1,high_vol,compressed,0.12527233,0.25075988,breakout,upside,large,5,0,5
GBPUSD,2024-08-20,2024-08-20,new_york,2024-08-19 22:00:00+00:00,2024-08-20 21:45:00+00:00,0.0032718105,0.0032718105,0.0050000962,up,1,medium_vol,expanded,0.25540865,0.68822171,sweep,upside,large,3,7,10
GBPUSD,2024-08-20,2024-08-20,asia,2024-08-20 00:00:00+00:00,2024-08-20 06:45:00+00:00,0.00041187271,0.00041187271,0.002190239,up,1,low_vol,normal,0.082371055,0.72056239,breakout,upside,large,8,5,13
GBPUSD,2024-08-20,2024-08-20,london,2024-08-20 07:00:00+00:00,2024-08-20 12:45:00+00:00,0.0024894382,0.0024894382,0.0032166465,up,1,high_vol,normal,0.24990344,0.93899522,breakout,upside,large,9,6,15
GBPUSD,2024-08-21,2024-08-21,new_york,2024-08-20 22:00:00+00:00,2024-08-21 21:45:00+00:00,0.0047113529,0.0047113529,0.0069519312,up,1,high_vol,expanded,0.36096414,0.71412804,breakout,upside,large,20,23,43
GBPUSD,2024-08-21,2024-08-21,asia,2024-08-21 00:00:00+00:00,2024-08-21 06:45:00+00:00,-0.0011623892,0.0011623892,0.0016265777,down,-1,low_vol,compressed,0.30391174,0.061320755,breakout,downside,large,3,10,13
GBPUSD,2024-08-21,2024-08-21,london,2024-08-21 07:00:00+00:00,2024-08-21 12:45:00+00:00,0.0020547998,0.0020547998,0.0028767197,up,1,high_vol,compressed,0.26870919,0.91588785,breakout,upside,medium,7,5,12
GBPUSD,2024-08-22,2024-08-22,new_york,2024-08-21 22:00:00+00:00,2024-08-22 21:45:00+00:00,-0.00021002868,0.00021002868,0.0040898312,down,-1,high_vol,normal,0.014135184,0.26143791,breakout,downside,medium,5,9,14
GBPUSD,2024-08-22,2024-08-22,asia,2024-08-22 00:00:00+00:00,2024-08-22 06:45:00+00:00,-1.9094683e-05,1.9094683e-05,0.0011991461,down,-1,low_vol,compressed,0.00427716,0.70382166,breakout,downside,small,2,10,12
GBPUSD,2024-08-22,2024-08-22,london,2024-08-22 07:00:00+00:00,2024-08-22 12:45:00+00:00,0.002004957,0.002004957,0.0033225002,up,1,high_vol,normal,0.20200077,0.76781609,breakout,upside,large,4,2,6
GBPUSD,2024-08-23,2024-08-23,new_york,2024-08-22 22:00:00+00:00,2024-08-23 20:45:00+00:00,0.0095564391,0.0095564391,0.010793964,up,1,high_vol,expanded,0.39878865,0.8970276,breakout,upside,large,11,9,20
GBPUSD,2024-08-23,2024-08-23,asia,2024-08-23 00:00:00+00:00,2024-08-23 06:45:00+00:00,0.0019623713,0.0019623713,0.0025808619,up,1,low_vol,normal,0.44463668,0.89201183,breakout,upside,large,9,15,24
GBPUSD,2024-08-23,2024-08-23,london,2024-08-23 07:00:00+00:00,2024-08-23 12:45:00+00:00,-0.00018289965,0.00018289965,0.0020195169,down,-1,medium_vol,compressed,0.027057497,0.3509434,breakout,upside,medium,6,5,11
GBPUSD,2024-08-26,2024-08-26,new_york,2024-08-25 22:00:00+00:00,2024-08-26 21:45:00+00:00,-0.0016691331,0.0016691331,0.0026532026,down,-1,medium_vol,compressed,0.13473877,0.2253923,breakout,upside,small,1,0,1
GBPUSD,2024-08-26,2024-08-26,asia,2024-08-26 00:00:00+00:00,2024-08-26 06:45:00+00:00,-0.0010783813,0.0010783813,0.0020243298,down,-1,medium_vol,compressed,0.18987342,0.16261682,breakout,downside,medium,6,5,11
GBPUSD,2024-08-26,2024-08-26,london,2024-08-26 07:00:00+00:00,2024-08-26 12:45:00+00:00,0.00012878885,0.00012878885,0.0019507724,up,1,medium_vol,compressed,0.01920904,0.8407767,breakout,downside,medium,8,8,16
GBPUSD,2024-08-27,2024-08-27,new_york,2024-08-26 22:00:00+00:00,2024-08-27 21:45:00+00:00,0.0053305025,0.0053305025,0.0061418308,up,1,medium_vol,expanded,0.47435897,0.90617284,breakout,upside,large,4,12,16
GBPUSD,2024-08-27,2024-08-27,asia,2024-08-27 00:00:00+00:00,2024-08-27 06:45:00+00:00,0.0001667709,0.0001667709,0.0019368166,up,1,low_vol,compressed,0.03021978,0.54207436,breakout,upside,large,2,3,5
GBPUSD,2024-08-27,2024-08-27,london,2024-08-27 07:00:00+00:00,2024-08-27 12:45:00+00:00,0.0014476497,0.0014476497,0.0040397763,up,1,high_vol,expanded,0.15681445,0.36022514,breakout,upside,large,12,3,15
GBPUSD,2024-08-28,2024-08-28,new_york,2024-08-27 22:00:00+00:00,2024-08-28 21:45:00+00:00,-0.0049253653,0.0049253653,0.0071278257,down,-1,medium_vol,expanded,0.33939709,0.26402116,sweep,downside,large,9,9,18
GBPUSD,2024-08-28,2024-08-28,asia,2024-08-28 00:00:00+00:00,2024-08-28 06:45:00+00:00,-0.0019162146,0.0019162146,0.0032854783,down,-1,medium_vol,expanded,0.30059172,0.29161883,breakout,downside,large,10,7,17
GBPUSD,2024-08-28,2024-08-28,london,2024-08-28 07:00:00+00:00,2024-08-28 12:45:00+00:00,-0.0015041629,0.0015041629,0.0034051527,down,-1,high_vol,normal,0.17595049,0.23973363,breakout,downside,medium,7,6,13
GBPUSD,2024-08-29,2024-08-29,new_york,2024-08-28 22:00:00+00:00,2024-08-29 21:45:00+00:00,-0.0020162971,0.0020162971,0.0037066515,down,-1,medium_vol,compressed,0.1567472,0.4192229,sweep,downside,large,1,4,5
GBPUSD,2024-08-29,2024-08-29,asia,2024-08-29 00:00:00+00:00,2024-08-29 06:45:00+00:00,0.0019707271,0.0019707271,0.0025998439,up,1,low_vol,normal,0.37410072,0.7638484,breakout,upside,large,9,6,15
GBPUSD,2024-08-29,2024-08-29,london,2024-08-29 07:00:00+00:00,2024-08-29 12:45:00+00:00,-0.0044065194,0.0044065194,0.0055223333,down,-1,high_vol,expanded,0.35835128,0.095890411,breakout,downside,large,6,3,9
GBPUSD,2024-08-30,2024-08-30,new_york,2024-08-29 22:00:00+00:00,2024-08-30 20:45:00+00:00,-0.0030304411,0.0030304411,0.0045646494,down,-1,high_vol,normal,0.25626204,0.281198,breakout,downside,large,6,12,18
GBPUSD,2024-08-30,2024-08-30,asia,2024-08-30 00:00:00+00:00,2024-08-30 06:45:00+00:00,0.0008469137,0.0008469137,0.0012684716,up,1,low_vol,compressed,0.22778345,0.97305389,breakout,upside,medium,5,5,10
GBPUSD,2024-08-30,2024-08-30,london,2024-08-30 07:00:00+00:00,2024-08-30 12:45:00+00:00,-0.0016127196,0.0016127196,0.0042689637,down,-1,high_vol,expanded,0.18139138,0.20622222,breakout,upside,large,8,9,17
GBPUSD,2024-09-02,2024-09-02,new_york,2024-09-01 22:00:00+00:00,2024-09-02 21:45:00+00:00,0.001096629,0.001096629,0.0022161045,up,1,low_vol,compressed,0.16961131,0.66666667,breakout,upside,medium,2,6,8
GBPUSD,2024-09-02,2024-09-02,asia,2024-09-02 00:00:00+00:00,2024-09-02 06:45:00+00:00,0.00079209731,0.00079209731,0.0019459698,up,1,low_vol,compressed,0.14835949,0.78082192,breakout,upside,large,2,3,5
GBPUSD,2024-09-02,2024-09-02,london,2024-09-02 07:00:00+00:00,2024-09-02 12:45:00+00:00,0.00019025586,0.00019025586,0.0015448776,up,1,medium_vol,compressed,0.030637255,0.75123153,sweep,downside,large,0,7,7
GBPUSD,2024-09-03,2024-09-03,new_york,2024-09-02 22:00:00+00:00,2024-09-03 21:45:00+00:00,-0.0027194894,0.0027194894,0.0046858895,down,-1,high_vol,normal,0.20376176,0.36282468,breakout,downside,large,12,3,15
GBPUSD,2024-09-03,2024-09-03,asia,2024-09-03 00:00:00+00:00,2024-09-03 06:45:00+00:00,-0.0016818298,0.0016818298,0.0029260794,down,-1,low_vol,normal,0.30357143,0.24707412,breakout,downside,large,18,12,30
GBPUSD,2024-09-03,2024-09-03,london,2024-09-03 07:00:00+00:00,2024-09-03 12:45:00+00:00,0.00093761077,0.00093761077,0.0023059127,up,1,high_vol,compressed,0.11171662,0.69586777,none,none,none,0,0,0
GBPUSD,2024-09-04,2024-09-04,new_york,2024-09-03 22:00:00+00:00,2024-09-04 21:45:00+00:00,0.0027037334,0.0027037334,0.0053311978,up,1,high_vol,normal,0.18082122,0.59370529,breakout,upside,large,9,6,15
GBPUSD,2024-09-04,2024-09-04,asia,2024-09-04 00:00:00+00:00,2024-09-04 06:45:00+00:00,-0.00030123009,0.00030123009,0.0013307506,down,-1,low_vol,compressed,0.06205813,0.42406877,breakout,upside,medium,2,3,5
GBPUSD,2024-09-04,2024-09-04,london,2024-09-04 07:00:00+00:00,2024-09-04 12:45:00+00:00,0.0011137387,0.0011137387,0.0020291403,up,1,medium_vol,compressed,0.16957027,0.84774436,breakout,upside,medium,4,3,7
GBPUSD,2024-09-05,2024-09-05,new_york,2024-09-04 22:00:00+00:00,2024-09-05 21:45:00+00:00,0.0024910152,0.0024910152,0.0032326152,up,1,medium_vol,compressed,0.24107471,0.87176471,breakout,upside,medium,3,1,4
GBPUSD,2024-09-05,2024-09-05,asia,2024-09-05 00:00:00+00:00,2024-09-05 06:45:00+00:00,-5.3255631e-05,5.3255631e-05,0.0012096636,down,-1,low_vol,compressed,0.01147541,0.16037736,breakout,upside,large,1,4,5
GBPUSD,2024-09-05,2024-09-05,london,2024-09-05 07:00:00+00:00,2024-09-05 12:45:00+00:00,0.0013466835,0.0013466835,0.003252583,up,1,high_vol,normal,0.14652318,0.55672515,breakout,upside,large,7,8,15
GBPUSD,2024-09-06,2024-09-06,new_york,2024-09-05 22:00:00+00:00,2024-09-06 20:45:00+00:00,-0.0037482027,0.0037482027,0.0080996081,down,-1,high_vol,expanded,0.21039182,0.1882904,breakout,downside,medium,9,12,21
GBPUSD,2024-09-06,2024-09-06,asia,2024-09-06 00:00:00+00:00,2024-09-06 06:45:00+00:00,0.00092971718,0.00092971718,0.0012560669,up,1,low_vol,compressed,0.25600836,0.98791541,breakout,upside,large,4,2,6
GBPUSD,2024-09-06,2024-09-06,london,2024-09-06 07:00:00+00:00,2024-09-06 12:45:00+00:00,0.0016567653,0.0016567653,0.0067597539,up,1,high_vol,expanded,0.15285065,0.67919237,breakout,upside,large,7,10,17
GBPUSD,2024-09-09,2024-09-09,new_york,2024-09-08 22:00:00+00:00,2024-09-09 21:45:00+00:00,-0.004291633,0.004291633,0.0053883414,down,-1,medium_vol,normal,0.33098385,0.085512367,breakout,downside,small,3,4,7
GBPUSD,2024-09-09,2024-09-09,asia,2024-09-09 00:00:00+00:00,2024-09-09 06:45:00+00:00,-0.0022198361,0.0022198361,0.0031831612,down,-1,medium_vol,expanded,0.36689742,0.022727273,breakout,downside,large,9,8,17
GBPUSD,2024-09-09,2024-09-09,london,2024-09-09 07:00:00+00:00,2024-09-09 12:45:00+00:00,-0.001450116,0.001450116,0.0027361399,down,-1,high_vol,normal,0.16493056,0.29428173,breakout,downside,large,12,6,18
GBPUSD,2024-09-10,2024-09-10,new_york,2024-09-09 22:00:00+00:00,2024-09-10 21:45:00+00:00,0.00036332345,0.00036332345,0.0028492208,up,1,low_vol,compressed,0.045002369,0.77852349,breakout,downside,large,9,9,18
GBPUSD,2024-09-10,2024-09-10,asia,2024-09-10 00:00:00+00:00,2024-09-10 06:45:00+00:00,0.0023487378,0.0023487378,0.0033318415,up,1,medium_vol,expanded,0.38910013,1,breakout,upside,large,11,4,15
GBPUSD,2024-09-10,2024-09-10,london,2024-09-10 07:00:00+00:00,2024-09-10 12:45:00+00:00,-0.0023661413,0.0023661413,0.0029805747,down,-1,high_vol,normal,0.28207461,0.04609475,breakout,downside,large,3,3,6
GBPUSD,2024-09-11,2024-09-11,new_york,2024-09-10 22:00:00+00:00,2024-09-11 21:45:00+00:00,-0.002580581,0.002580581,0.0063463178,down,-1,high_vol,expanded,0.17356647,0.51445783,breakout,downside,medium,12,6,18
GBPUSD,2024-09-11,2024-09-11,asia,2024-09-11 00:00:00+00:00,2024-09-11 06:45:00+00:00,0.00051988563,0.00051988563,0.0031384272,up,1,medium_vol,expanded,0.070247934,0.39342266,breakout,upside,large,17,3,20
GBPUSD,2024-09-11,2024-09-11,london,2024-09-11 07:00:00+00:00,2024-09-11 12:45:00+00:00,-0.0019141571,0.0019141571,0.0038970864,down,-1,high_vol,expanded,0.18015102,0.28529412,breakout,downside,large,2,5,7
GBPUSD,2024-09-12,2024-09-12,new_york,2024-09-11 22:00:00+00:00,2024-09-12 21:45:00+00:00,0.0061366154,0.0061366154,0.0068227204,up,1,medium_vol,expanded,0.54922813,0.97247191,breakout,upside,large,31,20,51
GBPUSD,2024-09-12,2024-09-12,asia,2024-09-12 00:00:00+00:00,2024-09-12 06:45:00+00:00,0.00039882653,0.00039882653,0.001894426,up,1,low_vol,normal,0.079389313,0.45951417,sweep,downside,large,8,13,21
GBPUSD,2024-09-12,2024-09-12,london,2024-09-12 07:00:00+00:00,2024-09-12 12:45:00+00:00,0.00080115612,0.00080115612,0.0022616369,up,1,medium_vol,compressed,0.12597951,0.72372881,sweep,upside,large,0,6,6
GBPUSD,2024-09-13,2024-09-13,new_york,2024-09-12 22:00:00+00:00,2024-09-13 20:45:00+00:00,-9.5239909e-05,9.5239909e-05,0.0030476771,down,-1,medium_vol,compressed,0.008768853,0.14125,breakout,upside,medium,16,5,21
GBPUSD,2024-09-13,2024-09-13,asia,2024-09-13 00:00:00+00:00,2024-09-13 06:45:00+00:00,0.00011802914,0.00011802914,0.0017628223,up,1,low_vol,normal,0.025556472,0.26565875,breakout,upside,large,7,19,26
GBPUSD,2024-09-13,2024-09-13,london,2024-09-13 07:00:00+00:00,2024-09-13 12:45:00+00:00,0.00027790362,0.00027790362,0.0028513672,up,1,high_vol,normal,0.032487761,0.61281709,sweep,downside,large,6,9,15
GBPUSD,2024-09-16,2024-09-16,new_york,2024-09-15 22:00:00+00:00,2024-09-16 21:45:00+00:00,0.0072818031,0.0072818031,0.0073846857,up,1,low_vol,expanded,0.595884,0.98606811,breakout,upside,medium,8,13,21
GBPUSD,2024-09-16,2024-09-16,asia,2024-09-16 00:00:00+00:00,2024-09-16 06:45:00+00:00,0.0025846482,0.0025846482,0.0027140709,up,1,low_vol,expanded,0.60141718,0.95231417,breakout,upside,large,15,4,19
GBPUSD,2024-09-16,2024-09-16,london,2024-09-16 07:00:00+00:00,2024-09-16 12:45:00+00:00,0.0022249222,0.0022249222,0.0038195763,up,1,high_vol,expanded,0.25150215,0.78230616,breakout,upside,large,24,15,39
GBPUSD,2024-09-17,2024-09-17,new_york,2024-09-16 22:00:00+00:00,2024-09-17 21:45:00+00:00,-0.0042520996,0.0042520996,0.0053832186,down,-1,medium_vol,normal,0.31502242,0.20520028,breakout,downside,medium,20,14,34
GBPUSD,2024-09-17,2024-09-17,asia,2024-09-17 00:00:00+00:00,2024-09-17 06:45:00+00:00,-0.00039362926,0.00039362926,0.0011960274,down,-1,low_vol,compressed,0.074605452,0.3164557,breakout,upside,medium,1,3,4
GBPUSD,2024-09-17,2024-09-17,london,2024-09-17 07:00:00+00:00,2024-09-17 12:45:00+00:00,0.00040893136,0.00040893136,0.002385433,up,1,medium_vol,compressed,0.053045187,0.38412698,breakout,upside,medium,7,10,17
GBPUSD,2024-09-18,2024-09-18,new_york,2024-09-17 22:00:00+00:00,2024-09-18 21:45:00+00:00,0.0037763805,0.0037763805,0.010709876,up,1,high_vol,expanded,0.13461538,0.37779354,breakout,upside,large,15,9,24
GBPUSD,2024-09-18,2024-09-18,asia,2024-09-18 00:00:00+00:00,2024-09-18 06:45:00+00:00,0.0012075414,0.0012075414,0.0020543394,up,1,medium_vol,normal,0.23348018,0.98336414,breakout,upside,large,6,5,11
GBPUSD,2024-09-18,2024-09-18,london,2024-09-18 07:00:00+00:00,2024-09-18 12:45:00+00:00,0.0026586868,0.0026586868,0.0034779113,up,1,medium_vol,normal,0.40543667,0.80043621,breakout,upside,large,11,13,24
GBPUSD,2024-09-19,2024-09-19,new_york,2024-09-18 22:00:00+00:00,2024-09-19 21:45:00+00:00,0.0055675199,0.0055675199,0.0070549674,up,1,high_vol,expanded,0.31559751,0.94206009,breakout,downside,medium,1,3,4
GBPUSD,2024-09-19,2024-09-19,asia,2024-09-19 00:00:00+00:00,2024-09-19 06:45:00+00:00,0.0039800957,0.0039800957,0.0077519086,up,1,high_vol,expanded,0.31140741,0.99706888,breakout,upside,large,12,4,16
GBPUSD,2024-09-19,2024-09-19,london,2024-09-19 07:00:00+00:00,2024-09-19 12:45:00+00:00,-0.0011881591,0.0011881591,0.0056201814,down,-1,high_vol,expanded,0.092402464,0.00067114094,breakout,upside,large,9,5,14
GBPUSD,2024-09-20,2024-09-20,new_york,2024-09-19 22:00:00+00:00,2024-09-20 20:45:00+00:00,0.0028681012,0.0028681012,0.004768877,up,1,high_vol,normal,0.17795423,0.85240726,breakout,downside,medium,4,4,8
GBPUSD,2024-09-20,2024-09-20,asia,2024-09-20 00:00:00+00:00,2024-09-20 06:45:00+00:00,0.0033430211,0.0033430211,0.0044498321,up,1,medium_vol,expanded,0.46934461,0.91116751,breakout,upside,large,11,6,17
GBPUSD,2024-09-20,2024-09-20,london,2024-09-20 07:00:00+00:00,2024-09-20 12:45:00+00:00,-0.00037896554,0.00037896554,0.0044725438,down,-1,high_vol,expanded,0.04,0.66778523,breakout,upside,large,3,8,11
