pair,session_date,fx_session_date,session,session_start,session_end,session_return,session_abs_return,session_range,session_direction,session_direction_sign,volatility_regime,range_regime,directional_efficiency_ratio,close_location_value,structural_breach_presence,breach_direction,breach_magnitude_bucket,breakout_event_count,sweep_event_count,breach_event_count
EURUSD,2023-03-09,2023-03-09,new_york,2023-03-08 22:00:00+00:00,2023-03-09 21:45:00+00:00,0.00348057,0.00348057,0.0046850179,up,1,low_vol,compressed,0.26459986,0.79149798,sweep,upside,large,3,9,12
EURUSD,2023-03-09,2023-03-09,asia,2023-03-09 00:00:00+00:00,2023-03-09 06:45:00+00:00,0.00022276887,0.00022276887,0.0016541774,up,1,low_vol,compressed,0.047047047,0.76504298,breakout,downside,medium,4,3,7
EURUSD,2023-03-09,2023-03-09,london,2023-03-09 07:00:00+00:00,2023-03-09 12:45:00+00:00,0.00075345809,0.00075345809,0.0031512555,up,1,medium_vol,normal,0.081496668,0.33533835,breakout,upside,large,12,4,16
EURUSD,2023-03-10,2023-03-10,new_york,2023-03-09 22:00:00+00:00,2023-03-10 21:45:00+00:00,0.0055949608,0.0055949608,0.011530156,up,1,high_vol,expanded,0.22097798,0.50409836,breakout,upside,large,18,3,21
EURUSD,2023-03-10,2023-03-10,asia,2023-03-10 00:00:00+00:00,2023-03-10 06:45:00+00:00,-0.00019365565,0.00019365565,0.0018798768,down,-1,medium_vol,compressed,0.025737602,0.21356784,breakout,upside,large,6,6,12
EURUSD,2023-03-10,2023-03-10,london,2023-03-10 07:00:00+00:00,2023-03-10 12:45:00+00:00,0.00099680644,0.00099680644,0.0030849033,up,1,high_vol,normal,0.0751157,0.6202144,sweep,upside,large,0,4,4
EURUSD,2023-03-12,2023-03-12,new_york,2023-03-12 21:00:00+00:00,2023-03-12 21:45:00+00:00,0.0013011631,0.0013011631,0.0020219513,up,1,high_vol,compressed,0.57201646,0.96064815,breakout,upside,large,2,0,2
EURUSD,2023-03-13,2023-03-13,new_york,2023-03-12 22:00:00+00:00,2023-03-13 21:45:00+00:00,0.0030289857,0.0030289857,0.0066890101,up,1,high_vol,normal,0.12116679,0.72746331,breakout,upside,medium,7,8,15
EURUSD,2023-03-13,2023-03-13,asia,2023-03-13 00:00:00+00:00,2023-03-13 06:45:00+00:00,0.0037448275,0.0037448275,0.0068389911,up,1,high_vol,expanded,0.23242301,0.78507871,breakout,upside,large,6,3,9
EURUSD,2023-03-13,2023-03-13,london,2023-03-13 07:00:00+00:00,2023-03-13 12:45:00+00:00,-0.0023364268,0.0023364268,0.0081145362,down,-1,high_vol,expanded,0.16303287,0.53045977,breakout,downside,large,2,13,15
EURUSD,2023-03-14,2023-03-14,new_york,2023-03-13 22:00:00+00:00,2023-03-14 21:45:00+00:00,0.00027495445,0.00027495445,0.0047953919,up,1,high_vol,compressed,0.014254651,0.65694849,sweep,upside,medium,0,3,3
EURUSD,2023-03-14,2023-03-14,asia,2023-03-14 00:00:00+00:00,2023-03-14 06:45:00+00:00,-0.002392021,0.002392021,0.0028722903,down,-1,medium_vol,normal,0.2618683,0.13149351,breakout,downside,large,4,10,14
EURUSD,2023-03-14,2023-03-14,london,2023-03-14 07:00:00+00:00,2023-03-14 12:45:00+00:00,0.0035756352,0.0035756352,0.0065389721,up,1,high_vol,expanded,0.2638841,0.81057898,breakout,downside,large,6,13,19
EURUSD,2023-03-15,2023-03-15,new_york,2023-03-14 22:00:00+00:00,2023-03-15 21:45:00+00:00,-0.014242585,0.014242585,0.020467019,down,-1,high_vol,expanded,0.38313072,0.28613704,breakout,downside,medium,7,9,16
EURUSD,2023-03-15,2023-03-15,asia,2023-03-15 00:00:00+00:00,2023-03-15 06:45:00+00:00,0.00067586149,0.00067586149,0.0032254907,up,1,medium_vol,expanded,0.0985724,0.26011561,breakout,upside,large,3,4,7
EURUSD,2023-03-15,2023-03-15,london,2023-03-15 07:00:00+00:00,2023-03-15 12:45:00+00:00,-0.016572964,0.016572964,0.017867873,down,-1,high_vol,expanded,0.79242762,0.019290928,breakout,downside,large,28,6,34
EURUSD,2023-03-16,2023-03-16,new_york,2023-03-15 22:00:00+00:00,2023-03-16 21:45:00+00:00,0.0032656726,0.0032656726,0.0071504525,up,1,high_vol,normal,0.12874977,0.83410443,sweep,downside,large,1,2,3
EURUSD,2023-03-16,2023-03-16,asia,2023-03-16 00:00:00+00:00,2023-03-16 06:45:00+00:00,0.0022538805,0.0022538805,0.0040116238,up,1,low_vol,expanded,0.2899696,0.76442874,breakout,upside,large,6,4,10
EURUSD,2023-03-16,2023-03-16,london,2023-03-16 07:00:00+00:00,2023-03-16 12:45:00+00:00,-0.0016548018,0.0016548018,0.0056150111,down,-1,high_vol,expanded,0.10633141,0.2006717,breakout,downside,large,7,3,10
EURUSD,2023-03-17,2023-03-17,new_york,2023-03-16 22:00:00+00:00,2023-03-17 20:45:00+00:00,0.0050922349,0.0050922349,0.0070330312,up,1,medium_vol,normal,0.38211382,0.77026122,breakout,upside,large,7,3,10
EURUSD,2023-03-17,2023-03-17,asia,2023-03-17 00:00:00+00:00,2023-03-17 06:45:00+00:00,0.0046119203,0.0046119203,0.0048144868,up,1,low_vol,expanded,0.57758112,0.99706458,breakout,upside,large,17,21,38
EURUSD,2023-03-17,2023-03-17,london,2023-03-17 07:00:00+00:00,2023-03-17 12:45:00+00:00,-0.0034372157,0.0034372157,0.0054066981,down,-1,high_vol,expanded,0.26800731,0.23764094,breakout,upside,large,6,6,12
EURUSD,2023-03-19,2023-03-19,new_york,2023-03-19 21:00:00+00:00,2023-03-19 21:45:00+00:00,-0.0005471969,0.0005471969,0.00066411932,down,-1,high_vol,compressed,0.90697674,0.17605634,breakout,upside,medium,3,0,3
EURUSD,2023-03-20,2023-03-20,new_york,2023-03-19 22:00:00+00:00,2023-03-20 21:45:00+00:00,0.0033785207,0.0033785207,0.0060457738,up,1,medium_vol,normal,0.21424332,0.84907121,breakout,upside,medium,6,6,12
EURUSD,2023-03-20,2023-03-20,asia,2023-03-20 00:00:00+00:00,2023-03-20 06:45:00+00:00,-0.0018772002,0.0018772002,0.0029258108,down,-1,medium_vol,normal,0.18369217,0.0624,breakout,downside,medium,1,3,4
EURUSD,2023-03-20,2023-03-20,london,2023-03-20 07:00:00+00:00,2023-03-20 12:45:00+00:00,0.0041647906,0.0041647906,0.0081091475,up,1,high_vol,expanded,0.24235808,0.85540775,breakout,downside,large,14,12,26
EURUSD,2023-03-21,2023-03-21,new_york,2023-03-20 22:00:00+00:00,2023-03-21 21:45:00+00:00,0.0044024101,0.0044024101,0.0068088123,up,1,low_vol,normal,0.28640777,0.72465753,breakout,downside,medium,1,3,4
EURUSD,2023-03-21,2023-03-21,asia,2023-03-21 00:00:00+00:00,2023-03-21 06:45:00+00:00,-0.0010402429,0.0010402429,0.002057162,down,-1,low_vol,compressed,0.22685656,0.15873016,breakout,downside,medium,6,6,12
EURUSD,2023-03-21,2023-03-21,london,2023-03-21 07:00:00+00:00,2023-03-21 12:45:00+00:00,0.0068736546,0.0068736546,0.0073406148,up,1,medium_vol,expanded,0.77068063,0.95547074,breakout,upside,large,24,12,36
EURUSD,2023-03-22,2023-03-22,new_york,2023-03-21 22:00:00+00:00,2023-03-22 21:45:00+00:00,0.0084181494,0.0084181494,0.013442108,up,1,high_vol,expanded,0.36633663,0.63074266,breakout,upside,large,6,6,12
EURUSD,2023-03-22,2023-03-22,asia,2023-03-22 00:00:00+00:00,2023-03-22 06:45:00+00:00,-0.00054768071,0.00054768071,0.0012067541,down,-1,low_vol,compressed,0.1475,0.22307692,sweep,upside,large,0,5,5
EURUSD,2023-03-22,2023-03-22,london,2023-03-22 07:00:00+00:00,2023-03-22 12:45:00+00:00,0.0014024529,0.0014024529,0.0038219163,up,1,medium_vol,normal,0.19162437,0.55528554,breakout,downside,large,12,16,28
EURUSD,2023-03-23,2023-03-23,new_york,2023-03-22 22:00:00+00:00,2023-03-23 21:45:00+00:00,-0.0023574481,0.0023574481,0.0077261677,down,-1,high_vol,normal,0.11505618,0.11263409,breakout,downside,large,7,6,13
EURUSD,2023-03-23,2023-03-23,asia,2023-03-23 00:00:00+00:00,2023-03-23 06:45:00+00:00,0.0042413815,0.0042413815,0.0056260408,up,1,medium_vol,expanded,0.42804085,0.76124285,breakout,upside,large,11,3,14
EURUSD,2023-03-23,2023-03-23,london,2023-03-23 07:00:00+00:00,2023-03-23 12:45:00+00:00,-0.0038478276,0.0038478276,0.005506058,down,-1,high_vol,expanded,0.34146341,0.10648918,breakout,downside,medium,3,1,4
EURUSD,2023-03-24,2023-03-24,new_york,2023-03-23 22:00:00+00:00,2023-03-24 20:45:00+00:00,-0.0069595075,0.0069595075,0.0089762878,down,-1,medium_vol,expanded,0.33157432,0.17583548,sweep,upside,small,0,1,1
EURUSD,2023-03-24,2023-03-24,asia,2023-03-24 00:00:00+00:00,2023-03-24 06:45:00+00:00,-0.00093217289,0.00093217289,0.0018366575,down,-1,low_vol,compressed,0.1530303,0.37688442,sweep,downside,large,7,10,17
EURUSD,2023-03-24,2023-03-24,london,2023-03-24 07:00:00+00:00,2023-03-24 12:45:00+00:00,-0.0069839305,0.0069839305,0.011279602,down,-1,high_vol,expanded,0.35032437,0.2952498,breakout,downside,large,12,6,18
EURUSD,2023-03-26,2023-03-26,new_york,2023-03-26 21:00:00+00:00,2023-03-26 21:45:00+00:00,-0.00089548776,0.00089548776,0.00091868693,down,-1,high_vol,compressed,1,0.025252525,breakout,upside,large,1,0,1
EURUSD,2023-03-27,2023-03-27,new_york,2023-03-26 22:00:00+00:00,2023-03-27 21:45:00+00:00,0.0029071252,0.0029071252,0.0031950514,up,1,low_vol,compressed,0.29225023,0.93604651,breakout,upside,large,13,12,25
EURUSD,2023-03-27,2023-03-27,asia,2023-03-27 00:00:00+00:00,2023-03-27 06:45:00+00:00,-0.0013268199,0.0013268199,0.002458792,down,-1,low_vol,normal,0.18990704,0.46037736,breakout,downside,large,1,3,4
EURUSD,2023-03-27,2023-03-27,london,2023-03-27 07:00:00+00:00,2023-03-27 12:45:00+00:00,0.00090585601,0.00090585601,0.0034608345,up,1,medium_vol,compressed,0.10696654,0.75167785,sweep,upside,large,0,4,4
EURUSD,2023-03-28,2023-03-28,new_york,2023-03-27 22:00:00+00:00,2023-03-28 21:45:00+00:00,0.0040378222,0.0040378222,0.0047185101,up,1,low_vol,compressed,0.3356428,0.86064769,breakout,upside,large,9,13,22
EURUSD,2023-03-28,2023-03-28,asia,2023-03-28 00:00:00+00:00,2023-03-28 06:45:00+00:00,0.00017119564,0.00017119564,0.001475984,up,1,low_vol,compressed,0.032484636,0.28840125,breakout,upside,large,9,3,12
EURUSD,2023-03-28,2023-03-28,london,2023-03-28 07:00:00+00:00,2023-03-28 12:45:00+00:00,0.0028913099,0.0028913099,0.0035759721,up,1,medium_vol,compressed,0.35132097,0.80853816,breakout,upside,large,6,18,24
EURUSD,2023-03-29,2023-03-29,new_york,2023-03-28 22:00:00+00:00,2023-03-29 21:45:00+00:00,0,0,0.0032235304,flat,0,medium_vol,compressed,0,0.53218884,breakout,downside,small,1,3,4
EURUSD,2023-03-29,2023-03-29,asia,2023-03-29 00:00:00+00:00,2023-03-29 06:45:00+00:00,-0.0015038149,0.0015038149,0.0024679171,down,-1,low_vol,normal,0.24255952,0,sweep,downside,large,5,6,11
EURUSD,2023-03-29,2023-03-29,london,2023-03-29 07:00:00+00:00,2023-03-29 12:45:00+00:00,0.0028411978,0.0028411978,0.0049478421,up,1,high_vol,normal,0.2779033,0.66946779,breakout,upside,large,9,3,12
EURUSD,2023-03-30,2023-03-30,new_york,2023-03-29 22:00:00+00:00,2023-03-30 21:45:00+00:00,0.0058660223,0.0058660223,0.0080058291,up,1,low_vol,expanded,0.39774859,0.76209677,sweep,upside,large,0,8,8
EURUSD,2023-03-30,2023-03-30,asia,2023-03-30 00:00:00+00:00,2023-03-30 06:45:00+00:00,0.00035969067,0.00035969067,0.002213481,up,1,low_vol,normal,0.060842434,0.8375,breakout,downside,large,2,9,11
EURUSD,2023-03-30,2023-03-30,london,2023-03-30 07:00:00+00:00,2023-03-30 12:45:00+00:00,0.0058729164,0.0058729164,0.0080533633,up,1,high_vol,expanded,0.44954128,0.98912421,breakout,upside,large,19,10,29
EURUSD,2023-03-31,2023-03-31,new_york,2023-03-30 22:00:00+00:00,2023-03-31 20:45:00+00:00,-0.005813447,0.005813447,0.0063406918,down,-1,medium_vol,normal,0.40151995,0.078091106,breakout,downside,medium,13,15,28
EURUSD,2023-03-31,2023-03-31,asia,2023-03-31 00:00:00+00:00,2023-03-31 06:45:00+00:00,-4.5854522e-06,4.5854522e-06,0.0034803582,down,-1,low_vol,expanded,0.00062305296,0.42424242,breakout,downside,large,8,7,15
EURUSD,2023-03-31,2023-03-31,london,2023-03-31 07:00:00+00:00,2023-03-31 12:45:00+00:00,-0.0015452974,0.0015452974,0.0042736414,down,-1,high_vol,normal,0.14106321,0.49356223,breakout,downside,large,7,5,12
EURUSD,2023-04-02,2023-04-02,new_york,2023-04-02 21:00:00+00:00,2023-04-02 21:45:00+00:00,9.2229652e-05,9.2229652e-05,0.00038275306,up,1,low_vol,compressed,0.12658228,0.71084337,none,none,none,0,0,0
EURUSD,2023-04-03,2023-04-03,new_york,2023-04-02 22:00:00+00:00,2023-04-03 21:45:00+00:00,0.0053671965,0.0053671965,0.010637562,up,1,high_vol,expanded,0.24119354,0.87169484,breakout,downside,large,14,8,22
EURUSD,2023-04-03,2023-04-03,asia,2023-04-03 00:00:00+00:00,2023-04-03 06:45:00+00:00,0.0011663859,0.0011663859,0.0026475108,up,1,low_vol,normal,0.1575,0.94055944,breakout,downside,large,6,9,15
EURUSD,2023-04-03,2023-04-03,london,2023-04-03 07:00:00+00:00,2023-04-03 12:45:00+00:00,0.0046417443,0.0046417443,0.0060333429,up,1,medium_vol,normal,0.46872082,0.8045977,breakout,upside,large,12,7,19
EURUSD,2023-04-04,2023-04-04,new_york,2023-04-03 22:00:00+00:00,2023-04-04 21:45:00+00:00,0.0048982287,0.0048982287,0.0077738743,up,1,high_vol,normal,0.3463035,0.78702065,breakout,upside,large,10,4,14
EURUSD,2023-04-04,2023-04-04,asia,2023-04-04 00:00:00+00:00,2023-04-04 06:45:00+00:00,3.2089925e-05,3.2089925e-05,0.0024709242,up,1,low_vol,normal,0.0039750142,0.90166976,breakout,downside,large,4,6,10
EURUSD,2023-04-04,2023-04-04,london,2023-04-04 07:00:00+00:00,2023-04-04 12:45:00+00:00,-0.0014760689,0.0014760689,0.0047078346,down,-1,high_vol,normal,0.13427857,0.085686465,breakout,upside,large,6,3,9
EURUSD,2023-04-05,2023-04-05,new_york,2023-04-04 22:00:00+00:00,2023-04-05 21:45:00+00:00,-0.0044316854,0.0044316854,0.0069190887,down,-1,medium_vol,normal,0.37389295,0.20580475,breakout,downside,large,10,15,25
