pair,lookback_window,event_type,context_type,context_value,horizon_bars,event_frequency_per_1000_bars,mean_forward_return,reversal_probability,sample_count,bars_observed,low_sample
USDJPY,48,sweep_high,session,london,2,40.82521489971347,4.2651313276888896e-05,0.48736664795058954,1781,43625,False
USDJPY,48,sweep_high,session,london,4,40.82521489971347,6.551778899077532e-05,0.4862436833239753,1781,43625,False
USDJPY,48,sweep_high,session,london,8,40.82521489971347,7.731183852359398e-05,0.4778214486243683,1781,43625,False
USDJPY,48,sweep_high,session,new_york,1,32.10660862082057,1.2493423527639055e-05,0.4899487583760347,2537,79018,False
USDJPY,48,sweep_high,session,new_york,2,32.10660862082057,2.874508375164274e-05,0.49349625541978714,2537,79018,False
USDJPY,48,sweep_high,session,new_york,4,32.10660862082057,5.5070518178351505e-05,0.4986204178163185,2537,79018,False
USDJPY,48,sweep_high,session,new_york,8,32.10660862082057,6.15399774920612e-05,0.5025620811982656,2537,79018,False
USDJPY,48,sweep_low,session,asia,1,29.755370864042654,-1.4186900666950285e-05,0.5164690382081687,1518,51016,False
USDJPY,48,sweep_low,session,asia,2,29.755370864042654,-7.98126916403287e-06,0.5237154150197628,1518,51016,False
USDJPY,48,sweep_low,session,asia,4,29.755370864042654,-2.8426765027811166e-05,0.5171277997364954,1518,51016,False
USDJPY,48,sweep_low,session,asia,8,29.755370864042654,-5.494241249385654e-05,0.5111989459815547,1518,51016,False
USDJPY,48,sweep_low,session,london,1,32.41260744985673,-1.7123430522313534e-05,0.5028288543140028,1414,43625,False
USDJPY,48,sweep_low,session,london,2,32.41260744985673,2.9580654776262535e-05,0.5304101838755304,1414,43625,False
USDJPY,48,sweep_low,session,london,4,32.41260744985673,3.390903533141613e-05,0.5403111739745403,1414,43625,False
USDJPY,48,sweep_low,session,london,8,32.41260744985673,4.613019859942297e-05,0.5311173974540311,1414,43625,False
USDJPY,48,sweep_low,session,new_york,1,26.234528841529777,-1.1068021450679e-05,0.5118186203569706,2073,79018,False
USDJPY,48,sweep_low,session,new_york,2,26.234528841529777,-3.7640337464339364e-06,0.5340086830680174,2073,79018,False
USDJPY,48,sweep_low,session,new_york,4,26.234528841529777,2.33751065284933e-05,0.5344910757356488,2073,79018,False
USDJPY,48,sweep_low,session,new_york,8,26.234528841529777,2.5491825497956494e-05,0.5412445730824892,2073,79018,False
USDJPY,96,sweep_high,session,asia,1,21.836286655167008,-1.935184256821615e-06,0.5089766606822262,1114,51016,False
USDJPY,96,sweep_high,session,asia,2,21.836286655167008,2.5914453182822103e-05,0.4955116696588869,1114,51016,False
USDJPY,96,sweep_high,session,asia,4,21.836286655167008,8.225797625541186e-06,0.5134649910233393,1114,51016,False
USDJPY,96,sweep_high,session,asia,8,21.836286655167008,-1.4213327371256559e-05,0.5197486535008977,1114,51016,False
