pair,lookback_window,event_class,event_side,horizon_bars,mean_forward_return,mean_abs_forward_return,continuation_probability,reversal_probability,sample_count,low_sample
EURUSD,48,sweep,high,4,-3.289824635155564e-05,0.0007374550487956369,0.4901607084289931,0.507051492292555,6098,False
EURUSD,48,sweep,high,8,-6.405242995621634e-05,0.0010219872971290271,0.48655296818629057,0.511479173499508,6098,False
EURUSD,48,sweep,low,1,-3.5246049531443198e-06,0.00038915324425352105,0.4795134443021767,0.5153649167733675,6248,False
EURUSD,48,sweep,low,2,-3.037440637651711e-06,0.000533578986752061,0.48367477592829705,0.514404609475032,6248,False
EURUSD,48,sweep,low,4,-7.002940769338773e-06,0.0007407952264031069,0.48047375160051214,0.5171254801536491,6248,False
EURUSD,48,sweep,low,8,-3.2948272319575445e-06,0.0010519000589825848,0.48511523687580027,0.5136043533930857,6248,False
EURUSD,96,breakout,high,1,-2.4457367242403733e-05,0.00040498146895784077,0.4549212089899251,0.539395505037458,3871,False
EURUSD,96,breakout,high,2,-4.61296863123474e-05,0.0005641645013074936,0.4533712219064841,0.5448204598295014,3871,False
EURUSD,96,breakout,high,4,-8.098395777576143e-05,0.0007833677101521296,0.45207956600361665,0.5448204598295014,3871,False
EURUSD,96,breakout,high,8,-0.00010613817520750358,0.0010869319784761128,0.45207956600361665,0.5463704469129423,3871,False
EURUSD,96,breakout,low,1,3.915783545935485e-05,0.00041521374866866346,0.4439644218551461,0.5496823379923761,3935,False
EURUSD,96,breakout,low,2,5.2993980344485826e-05,0.0005694494738596596,0.46124523506988563,0.5349428208386277,3935,False
EURUSD,96,breakout,low,4,4.391378023565114e-05,0.0007853420088770896,0.4627700127064803,0.5341804320203304,3935,False
EURUSD,96,breakout,low,8,6.046073845306703e-05,0.0010857317719250572,0.4653113087674714,0.5326556543837357,3935,False
EURUSD,96,sweep,high,1,-2.2053751943859545e-06,0.00039914380989516506,0.47736057426836004,0.5171176145775814,3622,False
EURUSD,96,sweep,high,2,-2.2337052582037848e-05,0.0005556491833700358,0.47653230259525126,0.5209828823854225,3622,False
EURUSD,96,sweep,high,4,-3.5300672755833515e-05,0.0007800945033362826,0.48371065709552735,0.5135284373274434,3622,False
EURUSD,96,sweep,high,8,-7.431427691435835e-05,0.0010427140959341414,0.4826062948647156,0.5162893429044727,3622,False
EURUSD,96,sweep,low,1,-1.2558166654586211e-05,0.00040888272382937145,0.4859644604687098,0.5081122843162503,3883,False
EURUSD,96,sweep,low,2,-1.851952785513962e-05,0.0005508610038462554,0.48725212464589235,0.5106876126706155,3883,False
EURUSD,96,sweep,low,4,-2.293978014520461e-05,0.0007600792324490208,0.48725212464589235,0.510945145506052,3883,False
EURUSD,96,sweep,low,8,-7.761402722031764e-06,0.0010502606296849733,0.4887973216585115,0.509915014164306,3883,False
GBPUSD,24,breakout,high,1,-1.4677527469437096e-05,0.00042855031713794187,0.4636823415474013,0.5328742063919079,9293,False
GBPUSD,24,breakout,high,2,-2.1144873930543614e-05,0.0005983113365408819,0.46615732271602284,0.5313676961153556,9293,False
GBPUSD,24,breakout,high,4,-4.093727470380715e-05,0.0008362393706931858,0.4670181857311955,0.531260088238459,9293,False
GBPUSD,24,breakout,high,8,-5.5741536663351976e-05,0.0011659894134310777,0.47713332615947485,0.5213601635639729,9293,False
GBPUSD,24,breakout,low,1,2.3298043869345395e-05,0.0004582619318766671,0.46499558303886923,0.5315812720848057,9056,False
GBPUSD,24,breakout,low,2,4.26621516731646e-05,0.0006400046895167684,0.4542844522968198,0.5426236749116607,9056,False
GBPUSD,24,breakout,low,4,3.565203362634451e-05,0.0008933087978005747,0.46367049469964666,0.5341210247349824,9056,False
GBPUSD,24,breakout,low,8,6.151310913577967e-05,0.0012578329463238825,0.47747349823321555,0.5216431095406361,9056,False
GBPUSD,24,sweep,high,1,1.8011559196500579e-06,0.00041063716109794655,0.48986983588002264,0.5045840407470289,8835,False
GBPUSD,24,sweep,high,2,-7.0154340251965225e-06,0.0005840706617126546,0.4844368986983588,0.5120543293718166,8835,False
GBPUSD,24,sweep,high,4,-7.168419390756433e-06,0.0008138547373342054,0.49202037351443123,0.5058290888511602,8835,False
GBPUSD,24,sweep,high,8,2.326081831542157e-06,0.0011364269196673035,0.49292586304470853,0.5050367855121675,8835,False
GBPUSD,24,sweep,low,1,-9.056387440906589e-07,0.0004392860795565095,0.4848963029756537,0.5109332732191163,8872,False
GBPUSD,24,sweep,low,2,-8.450863368434776e-06,0.0006217999451164225,0.4913210099188458,0.5060865644724978,8872,False
GBPUSD,24,sweep,low,4,-2.3246816876453694e-05,0.000857734861988972,0.4992110009017133,0.49909828674481516,8872,False
GBPUSD,24,sweep,low,8,-3.01562592672614e-05,0.0012071473495608145,0.49346257889990985,0.5055229936880072,8872,False
GBPUSD,48,breakout,high,1,-2.338773335377396e-05,0.00045501834053043595,0.4614086235998159,0.535369034831978,6517,False
GBPUSD,48,breakout,high,2,-3.268519375547975e-05,0.0006372568438868652,0.46739297222648457,0.5303053552247967,6517,False
GBPUSD,48,breakout,high,4,-5.223592980424241e-05,0.0008903075485974957,0.4663188583704158,0.5324535829369341,6517,False
GBPUSD,48,breakout,high,8,-7.979531886286252e-05,0.0012488593875090057,0.4715359828141783,0.5270830136565905,6517,False
GBPUSD,48,breakout,low,1,2.757791172077468e-05,0.0005048958307242573,0.46267471410419314,0.5347839898348158,6296,False
GBPUSD,48,breakout,low,2,4.981811039496534e-05,0.0007022181137150001,0.45250952986022874,0.545266836086404,6296,False
GBPUSD,48,breakout,low,4,3.870728853079579e-05,0.0009789611524086202,0.4625158831003812,0.5357369758576874,6296,False
GBPUSD,48,breakout,low,8,7.483949735062067e-05,0.0013762230696671399,0.47379288437102923,0.5250952986022872,6296,False
GBPUSD,48,sweep,high,1,1.105662117436134e-05,0.0004507524703613471,0.4943966217313627,0.5005684586649343,6157,False
GBPUSD,48,sweep,high,2,9.32600265604918e-07,0.0006372629860890818,0.48221536462562936,0.5140490498619458,6157,False
